,sentimen,before,after
997,negatif,tapi janji kampanye jokowi yang menurut gua fatal adalah kartu sembako murah kenapa banyak kok pernyataan pak jokowi bilang dulu dulu bahwa harga sembako kita murah buktinya impor terus dan klaim tingkat konsumsi masyarakat gak terganggu like f terus buat apa bikin kartu,tapi janji kampanye jokowi yang menurut gua fatal adalah kartu sembako murah kenapa banyak kok pernyataan pak jokowi bilang dulu dulu bahwa harga sembako kita murah buktinya impor terus dan klaim tingkat konsumsi masyarakat gak terganggu like terus buat apa bikin kartu
998,negatif,saya kecwa sbgai milenial pak prabowo lemah bicara digital e sport pasar ekonomi it dia berfikir nya selalu konservatif padahal dunia it di depan kita lo pak,saya kecwa sbgai milenial pak prabowo lemah bicara digital sport pasar ekonomi it dia berfikir nya selalu konservatif padahal dunia it di depan kita lo pak
1001,positif,yang satu patahana yang satu oposisi yang satu punya data tapi suka salah nyebut data agar rakyat simpati padahal suka aku aku apa yang dikerjakan oleh presiden sebelumnya gak guna bahas e sport ekonomi makro itu berdampak ke mikro prabowo sandi hadir untuk memperbaiki itu,yang satu patahana yang satu oposisi yang satu punya data tapi suka salah nyebut data agar rakyat simpati padahal suka aku aku apa yang dikerjakan oleh presiden sebelumnya gak guna bahas sport ekonomi makro itu berdampak ke mikro prabowo sandi hadir untuk memperbaiki itu
1007,positif,isu murahan salah satu contoh yg menunjukkan minimnya kreativitas kubu satu hoax fitnah dan pecah belah terlalu mudah dibuat mentah sayangnya sy tak tahu harga partai sosmed pd berkomitmen di dua clean n clear,isu murahan salah satu contoh yg menunjukkan minimnya kreativitas kubu satu hoax fitnah dan pecah belah terlalu mudah dibuat mentah sayangnya sy tak tahu harga partai sosmed pd berkomitmen di dua clean clear
1017,negatif,jokowi jg punya sejarah yg gk bs d hapus contoh naikin listrik sembako bbm gaji pns cm naik itu pun jelas pilpres x ga dtg k acara pbb di sebut sm menterinya presiden grusak grusuk janji membebaskn abubakar baasyir malah gajd asn jual beli jabatan kasus novel dll,jokowi jg punya sejarah yg gk bs hapus contoh naikin listrik sembako bbm gaji pns cm naik itu pun jelas pilpres ga dtg acara pbb di sebut sm menterinya presiden grusak grusuk janji membebaskn abubakar baasyir malah gajd asn jual beli jabatan kasus novel dll
1036,negatif,gaji sepeser tak diambil hanya ambil utk balik modal dan bayar hutang prabowo t saja ya keuntungam sekian t woii lelembut kami rakyat indonesia tidak sebodoh pendukungmu yg juta umat itu,gaji sepeser tak diambil hanya ambil utk balik modal dan bayar hutang prabowo saja ya keuntungam sekian woii lelembut kami rakyat indonesia tidak sebodoh pendukungmu yg juta umat itu
1038,positif,jika mau harga bahan pokok terjangkau tenaga medis pasien di perbaiki kesejahteraan guru honorer mudah lapangan kerja maka tusuk prabowo sandiuno its time we have a president who is proud to stand up for people menang debat the great campaign of prabowo,jika mau harga bahan pokok terjangkau tenaga medis pasien di perbaiki kesejahteraan guru honorer mudah lapangan kerja maka tusuk prabowo sandiuno its time we have president who is proud to stand up for people menang debat the great campaign of prabowo
1039,positif,kompascom yaelaah pak jokowi kalo mo nurunin tuh harga bs aja x semuanya kan butuh perhitungan yg cermat dan matang gk asalan indonesia maju tetap jokowi,kompascom yaelaah pak jokowi kalo mo nurunin tuh harga bs aja semuanya kan butuh perhitungan yg cermat dan matang gk asalan indonesia maju tetap jokowi
1050,positif,industri sekecil apapun bisa jadi penopang ekonomi tidak terbengkalai tp industri kita masih blum bisa bersaing karna infrastruktur kita yg tertinggal jauh makanya adaa prioritas dlm pembangunan tdk akan bisa sekaligus semua bertahap n hasilnya akan baik,industri sekecil apapun bisa jadi penopang ekonomi tidak terbengkalai tp industri kita masih blum bisa bersaing karna infrastruktur kita yg tertinggal jauh makanya adaa prioritas dlm pembangunan tdk akan bisa sekaligus semua bertahap hasilnya akan baik
1051,negatif,sayang sekali pak jokowi tidak membahas ekonomi digital dan kegunaan multifungi dari e ktp,sayang sekali pak jokowi tidak membahas ekonomi digital dan kegunaan multifungi dari ktp
1055,positif,bukti keikhlasan mengabdi demi rakyat bangsa n negara rela mewakafkan jiwa raga harta pikiran tanpa pamrih jgnkan yg lain rela tdk menerima gaji sbg presiden n wapres masyallah inilah pemimpin yg ditunggu slm ini insyallah berkah aamiin prabowo sandiuno,bukti keikhlasan mengabdi demi rakyat bangsa negara rela mewakafkan jiwa raga harta pikiran tanpa pamrih jgnkan yg lain rela tdk menerima gaji sbg presiden wapres masyallah inilah pemimpin yg ditunggu slm ini insyallah berkah aamiin prabowo sandiuno
1073,positif,ayo k tps dan tusuk prabowo sandi dua makin kinclong d hati rakyat trus capres n cawapresx tdk ambil gajinya lho d serahkn k fakir miskin kaum duafa dll ingat d tps tusukdua ya debat pamugkas tadi d mengkan paslon dua prabowo sandi,ayo tps dan tusuk prabowo sandi dua makin kinclong hati rakyat trus capres cawapresx tdk ambil gajinya lho serahkn fakir miskin kaum duafa dll ingat tps tusukdua ya debat pamugkas tadi mengkan paslon dua prabowo sandi
1081,positif,satu rupiah pun gaji tidak akan diambil dan akan diberikan kepada negara dan rakyat miskin n dhuafa prabowo sandi jangan ragu lagi,satu rupiah pun gaji tidak akan diambil dan akan diberikan kepada negara dan rakyat miskin dhuafa prabowo sandi jangan ragu lagi
1118,negatif,hahaha coba lihat jokowi gagap kok ga digembar gemborkan bicara makro ekonomi harus selaras dg mikro ekonomi kalau tahu betul fokus masalah sdhlah ngaku pengalaman nmn tata kelola negara bikin utang bengkak x lipat pemerintahan sebelumnya kalau normatif semua orang bisa,hahaha coba lihat jokowi gagap kok ga digembar gemborkan bicara makro ekonomi harus selaras dg mikro ekonomi kalau tahu betul fokus masalah sdhlah ngaku pengalaman nmn tata kelola negara bikin utang bengkak lipat pemerintahan sebelumnya kalau normatif semua orang bisa
1130,negatif,jelas salah pemerintah yg membuat hukumnya ga ketat gw udh contohin td kaya d singapore knp krn pemerintah d gaji utk itu itu tugas pemerintah bertanggung jawab atas semua yg terjadi pd rakyatnya kl ga sanggup jgn mau jd pemimpin lu paham ga makna pemimpin itu apa,jelas salah pemerintah yg membuat hukumnya ga ketat gw udh contohin td kaya singapore knp krn pemerintah gaji utk itu itu tugas pemerintah bertanggung jawab atas semua yg terjadi pd rakyatnya kl ga sanggup jgn mau jd pemimpin lu paham ga makna pemimpin itu apa
1137,negatif,goblok nya kau emang kebangetan dennysiregar makanya otak dipakai buat mikir yg manfaat bukan otak di pantat sekelas petahana kok mikirin e sport sdg ekonomi aja masih carut marut kebanyakan makan tai kau ya,goblok nya kau emang kebangetan dennysiregar makanya otak dipakai buat mikir yg manfaat bukan otak di pantat sekelas petahana kok mikirin sport sdg ekonomi aja masih carut marut kebanyakan makan tai kau ya
1138,positif,masih banyak masalah yg bisa lebih d utamakan soal ekonomi dan penegakan hukum saya rasa prabowo dari awal fokus ke hal itu bukan tidak peduli terhadap e sport melainkan kita punya fokus masalah utama sma seperti jokowi yg dalam pemerintahanya fokus pada infrastruktur,masih banyak masalah yg bisa lebih utamakan soal ekonomi dan penegakan hukum saya rasa prabowo dari awal fokus ke hal itu bukan tidak peduli terhadap sport melainkan kita punya fokus masalah utama sma seperti jokowi yg dalam pemerintahanya fokus pada infrastruktur
1143,positif,lihat cuplikan debat semalam baru tau kalau pemerataan ekonomi bagi susu dan makan ke anak sd s d sma di tiap pagi salut sama pak prabowo aprilmikir,lihat cuplikan debat semalam baru tau kalau pemerataan ekonomi bagi susu dan makan ke anak sd sma di tiap pagi salut sama pak prabowo aprilmikir
1144,netral,kesimpulannya perkembangan ekonomi agraria dan kemaritiman menjadi fokus utama pas bukan tidak peduli terhadap esport tapi masih ada masalah yg lebih d utamakan sama seperti halnya jokowi yg menomor satukan infrastruktur,kesimpulannya perkembangan ekonomi agraria dan kemaritiman menjadi fokus utama pas bukan tidak peduli terhadap esport tapi masih ada masalah yg lebih utamakan sama seperti halnya jokowi yg menomor satukan infrastruktur
1159,netral,asosiasi pengusaha bumiputera nusantara se indonesia asprindo beranggota umkm dukung capres dua prabowo sandi karena program untuk bebaskan pajak usaha hingga keuntungan m your turn bro prabowo sandiuno,asosiasi pengusaha bumiputera nusantara se indonesia asprindo beranggota umkm dukung capres dua prabowo sandi karena program untuk bebaskan pajak usaha hingga keuntungan your turn bro prabowo sandiuno
1179,netral,pertanyaan jokowi masalah e sport sama meubel lejen kan udah d jawab pak sandi pak prabowo hanya menegaskan akan lebih fokus ke swasembada pangan drpd ekonomi digital,pertanyaan jokowi masalah sport sama meubel lejen kan udah jawab pak sandi pak prabowo hanya menegaskan akan lebih fokus ke swasembada pangan drpd ekonomi digital
1195,negatif,pertanyaan debat tentang e sport oleh pak jokowi di jawabnya tentang harga sembako oleh wowo mobile legends debat terakhir pilpres jokowi dilanjutkan lagi,pertanyaan debat tentang sport oleh pak jokowi di jawabnya tentang harga sembako oleh wowo mobile legends debat terakhir pilpres jokowi dilanjutkan lagi
1200,positif,hm v prabowosalahkansby ps bilang didebat keadaan ekonomi indonesia saat ini bukan salah jokowi tp salah pemimpin terdahulu jd utk penggemar dua jgn salahkan jokowi lagi ya krn bosmu udh bilang itu bukan salah jokowi semakin mantap pilih jokowi,hm prabowosalahkansby ps bilang didebat keadaan ekonomi indonesia saat ini bukan salah jokowi tp salah pemimpin terdahulu jd utk penggemar dua jgn salahkan jokowi lagi ya krn bosmu udh bilang itu bukan salah jokowi semakin mantap pilih jokowi
1204,positif,coba gini aja jumlah pemain ml di indo ada berapa berapa jumlah download ml di playstore bandingkan berapa orang yang berhasil ngasilin duit dari ml mau pro player ataupun youtuber jess no limit michael souw gw milih prabowo buat benerin ekonomi n daya beli kerasa bgt bro,coba gini aja jumlah pemain ml di indo ada berapa berapa jumlah download ml di playstore bandingkan berapa orang yang berhasil ngasilin duit dari ml mau pro player ataupun youtuber jess no limit michael souw gw milih prabowo buat benerin ekonomi daya beli kerasa bgt bro
1217,positif,mereka seperti pimp era sebelumnya mulai soeharto memainkan bahan pokok murah bbm listrik murah dari mana duitnya dari hutang jg skrg era jokowi mengurangi subsidi tapi u membangun infrastruktur pemb pasti ada dampak ekonominya jg,mereka seperti pimp era sebelumnya mulai soeharto memainkan bahan pokok murah bbm listrik murah dari mana duitnya dari hutang jg skrg era jokowi mengurangi subsidi tapi membangun infrastruktur pemb pasti ada dampak ekonominya jg
1222,negatif,sidimpuan pak male hami kami lapar karna beras mahal pak harga karet d kampung kami cm rb pak terpaksa kami harus makan gadung alias ubi pak,sidimpuan pak male hami kami lapar karna beras mahal pak harga karet kampung kami cm rb pak terpaksa kami harus makan gadung alias ubi pak
1278,positif,bisa terbukti impor jagung turun dan impor beras juga turun impor garam hanya dikhususkan untuk garam industri pengetatan impor sehingga rupiah stabil ekspor semua juga di bayar dgn l c ikuti perkembangan ekonomi jgn cuma bisa hujat hargai presiden yg sdg meletakkan pondasi,bisa terbukti impor jagung turun dan impor beras juga turun impor garam hanya dikhususkan untuk garam industri pengetatan impor sehingga rupiah stabil ekspor semua juga di bayar dgn ikuti perkembangan ekonomi jgn cuma bisa hujat hargai presiden yg sdg meletakkan pondasi
1281,negatif,trik menurunkan harga pangan u mengambil hati rakyat aja paling jg pakai model subsidi lagi seperti era sebelumnya anggaran subsidi dari hutang jg era jokowi mengurangi subsidi u membagun infrastruktur pemb jg menggerakkan ekonomi,trik menurunkan harga pangan mengambil hati rakyat aja paling jg pakai model subsidi lagi seperti era sebelumnya anggaran subsidi dari hutang jg era jokowi mengurangi subsidi membagun infrastruktur pemb jg menggerakkan ekonomi
1310,negatif,itu dosa jokowi bkn urusan sy persoalannya p s mau menipu rakyat dgn tdk menerima gaji bagi sy sebuah penghargaan u rakyat yg mrk anggap bodoh,itu dosa jokowi bkn urusan sy persoalannya mau menipu rakyat dgn tdk menerima gaji bagi sy sebuah penghargaan rakyat yg mrk anggap bodoh
1331,netral,e sport emang bisnis besar tapi lo perhatiin juga negara developer game e sport itu rata pondasi ekonomi kerakyatan negaranya udah kebanyakan dari mereka nggak terlalu membutuhkan dukungan pemerintah sudah bisa membesarkan dirinya contoh prc taiwan singapore dll,sport emang bisnis besar tapi lo perhatiin juga negara developer game sport itu rata pondasi ekonomi kerakyatan negaranya udah kebanyakan dari mereka nggak terlalu membutuhkan dukungan pemerintah sudah bisa membesarkan dirinya contoh prc taiwan singapore dll
1352,negatif,bang dr gdp yg dihitung jokowi ttg penerimaan pajak apa benar t,bang dr gdp yg dihitung jokowi ttg penerimaan pajak apa benar
1354,negatif,tp kata pak prabowo kesalahan ekonomi bukan pada jokowi tp kesalahan presiden ssbelum jokowi siapa ya presiden sebelum jokowi yg d maksud prabowo mikir keras,tp kata pak prabowo kesalahan ekonomi bukan pada jokowi tp kesalahan presiden ssbelum jokowi siapa ya presiden sebelum jokowi yg maksud prabowo mikir keras
1372,negatif,anak kecanduan game kok yg disalahin pemerintah yg salah hrsny siapa hayoo konteks pak jokowi bukan kecanduan game tapi mau majuin ekonomi skr buanyaakk banget alternatif bidang usahanya harusnya walaupun udah emak pemahaman konteks n wawasannya tetep dijaga ya bu,anak kecanduan game kok yg disalahin pemerintah yg salah hrsny siapa hayoo konteks pak jokowi bukan kecanduan game tapi mau majuin ekonomi skr buanyaakk banget alternatif bidang usahanya harusnya walaupun udah emak pemahaman konteks wawasannya tetep dijaga ya bu
1379,positif,kami para pemain mobile legend dan pubg seindonesia mendukung penuh pak jokowi menjadi presiden e sport karena hanya bapak yang peduli pada nasib kami mudah mudahan harga diamond uc menjadi murah terjangkau oleh,kami para pemain mobile legend dan pubg seindonesia mendukung penuh pak jokowi menjadi presiden sport karena hanya bapak yang peduli pada nasib kami mudah mudahan harga diamond uc menjadi murah terjangkau oleh
1394,negatif,gaji kecil gadiambil tp tunjangan milyaran bln diambil kan munafik jd pres bisa kkn monopoli markup u lunasin utng petusahaan wo rugi t uno saratoga rugi t urus perusahaan sj rugi ntar urus neg punah menang radikal orba aseng berkuasa wo win pancasi lavs kilafah war wo win ind punah,gaji kecil gadiambil tp tunjangan milyaran bln diambil kan munafik jd pres bisa kkn monopoli markup lunasin utng petusahaan wo rugi uno saratoga rugi urus perusahaan sj rugi ntar urus neg punah menang radikal orba aseng berkuasa wo win pancasi lavs kilafah war wo win ind punah
1401,positif,sy paham maksuf pak prabowo dia tdk bermaksud untuk serang pak sbyudhoyono dia hny menyampaikan bhw strategi ekonominya hrs dirubah dr sistem lama masa sby pertumbuhan bagus itu lbh diaebabkan sby py posisi kuat secara politik sehingga keepmimpinannya masih efektif n stabil,sy paham maksuf pak prabowo dia tdk bermaksud untuk serang pak sbyudhoyono dia hny menyampaikan bhw strategi ekonominya hrs dirubah dr sistem lama masa sby pertumbuhan bagus itu lbh diaebabkan sby py posisi kuat secara politik sehingga keepmimpinannya masih efektif stabil
1415,netral,yang jadi pokok penting dari pertanyaan pak jokowi itu industri ekonomi digital e sport seperti mobile legend hanya contoh dalam industri ekonomi digital,yang jadi pokok penting dari pertanyaan pak jokowi itu industri ekonomi digital sport seperti mobile legend hanya contoh dalam industri ekonomi digital
1423,positif,kalau niatan mau memajukan pengembang lokal itu bagus danai riset dan pengembangan game mereka bisa mulai dr game android itu baru bisa mengembangkan ekonomi seperti digital happynes dgn dreadout atau touchten dengan game androidnya dan game mereka bkan game e sport,kalau niatan mau memajukan pengembang lokal itu bagus danai riset dan pengembangan game mereka bisa mulai dr game android itu baru bisa mengembangkan ekonomi seperti digital happynes dgn dreadout atau touchten dengan game androidnya dan game mereka bkan game sport
1436,negatif,ga masuk otak lu pak jokowi nanya ekonomi digital di bidang e sport perputaran uangnya besar hadiah e sport bisa di atas m lebih pemerintah mau memungut pajak dari situ kalo nonton debat itu perhatiin bos,ga masuk otak lu pak jokowi nanya ekonomi digital di bidang sport perputaran uangnya besar hadiah sport bisa di atas lebih pemerintah mau memungut pajak dari situ kalo nonton debat itu perhatiin bos
1451,positif,mksd p jkw bgs ingin mengembangkan ekonomi digital termasuk game maksud p prbwo jg bgs ingin mngembngkn e sport tapi fokus p prbowo ingin prbaiki dlu hal mndasar sperti pangan utk seluruh rakyat trmsuk para gamers yg menikmati game kan hnya sglntir tp pangan utk smua rakyat,mksd jkw bgs ingin mengembangkan ekonomi digital termasuk game maksud prbwo jg bgs ingin mngembngkn sport tapi fokus prbowo ingin prbaiki dlu hal mndasar sperti pangan utk seluruh rakyat trmsuk para gamers yg menikmati game kan hnya sglntir tp pangan utk smua rakyat
1463,netral,pak jokowi semalam tanya soal e sport sebenarnya arahnya mau ke perkembangan investasi ekonomi digital tapi dijawab dengan kebutuhan pangan,pak jokowi semalam tanya soal sport sebenarnya arahnya mau ke perkembangan investasi ekonomi digital tapi dijawab dengan kebutuhan pangan
1466,negatif,itulah kehebatan seorg wowo dan tim ekonominya yg selalu berpikir mundur kebelakang lain dgn p jokowi dan tim ekonominya yg berpikiran kedpn demi masa dpn generasi yg akn dtg tim ekonom wowo hanya berpikir bagaimana menyenangkan rakyat dgn subsidi yg sifatnya sementara,itulah kehebatan seorg wowo dan tim ekonominya yg selalu berpikir mundur kebelakang lain dgn jokowi dan tim ekonominya yg berpikiran kedpn demi masa dpn generasi yg akn dtg tim ekonom wowo hanya berpikir bagaimana menyenangkan rakyat dgn subsidi yg sifatnya sementara
1478,negatif,di tanya ttg e sport jawabnya ttg pertanian dan sebenarnya prabowo ini kuliahnya di universitas mana sih pertanyaan ama jawaban gk nyambung apa keblinger,di tanya ttg sport jawabnya ttg pertanian dan sebenarnya prabowo ini kuliahnya di universitas mana sih pertanyaan ama jawaban gk nyambung apa keblinger
1479,netral,itu tendangan pinalti prabowo pokoknya fokus pd pangan gizi murah harga terjangkau pertanian sbg produk unggulan negara bhs millenial egp e support jk hny sokan esupport hrus terafiliasi dg produk unggul bukan cetakcetek kpu id bappenasri,itu tendangan pinalti prabowo pokoknya fokus pd pangan gizi murah harga terjangkau pertanian sbg produk unggulan negara bhs millenial egp support jk hny sokan esupport hrus terafiliasi dg produk unggul bukan cetakcetek kpu id bappenasri
1486,negatif,yg membuat ekonomi maju itu membangun industri game bukan bangun e sport ampun dah pak jokowi yg membuka lapangan kerja bnyk itu jdi atlet bulutangkis atau bikin pabrik alat olahraga,yg membuat ekonomi maju itu membangun industri game bukan bangun sport ampun dah pak jokowi yg membuka lapangan kerja bnyk itu jdi atlet bulutangkis atau bikin pabrik alat olahraga
1508,netral,jokowi tanya e sport mobile legends ke prabowo sandi dua malah jawab turunkan harga rakyat susah tribun timur,jokowi tanya sport mobile legends ke prabowo sandi dua malah jawab turunkan harga rakyat susah tribun timur
1512,positif,gaji prabowo sandi bakal buat kaum yatim dhuafa suda mantups w tps d,gaji prabowo sandi bakal buat kaum yatim dhuafa suda mantups tps
1522,positif,kasian bgt liat demokrat sby yg dicuekin prabowo pas debat jatah menteri g direken smp nyalahin sby pas debat tp masih sok tegar ngedukung cian deh koalisi yg tak dianggap tp masih bangga berasa punya harga diri,kasian bgt liat demokrat sby yg dicuekin prabowo pas debat jatah menteri direken smp nyalahin sby pas debat tp masih sok tegar ngedukung cian deh koalisi yg tak dianggap tp masih bangga berasa punya harga diri
1529,negatif,ngebanggain e sport kalau rakyat miskin dan susah gk ada gunanya sembako mahal tdl naik pengangguran tinggi dll fokus fundamental ekonomi lbih penting makin yakin tusuk prabowo sandi,ngebanggain sport kalau rakyat miskin dan susah gk ada gunanya sembako mahal tdl naik pengangguran tinggi dll fokus fundamental ekonomi lbih penting makin yakin tusuk prabowo sandi
1538,positif,walaupun pak prabowo bicara gak sesuai konteks mereka hanya melihat sosok prabowonya tidak mencerna apa yang dibicarakan padahal debat itu ada tema ketika bahas e sport karena temanya perkembangan ekonomi digital kalo mau debat tanpa tema di warkop aja bareng mang kohar,walaupun pak prabowo bicara gak sesuai konteks mereka hanya melihat sosok prabowonya tidak mencerna apa yang dibicarakan padahal debat itu ada tema ketika bahas sport karena temanya perkembangan ekonomi digital kalo mau debat tanpa tema di warkop aja bareng mang kohar
1540,negatif,apa krn prabowo ngomong gitu trus pert ekonomi mandek d atw krn prabowo juga impor terjadi saat panen raya,apa krn prabowo ngomong gitu trus pert ekonomi mandek atw krn prabowo juga impor terjadi saat panen raya
1543,negatif,ya saya percaya gajinya ga bakal diambil tapi keluarganya dapet proyekan semwa kek jaman pak harto v,ya saya percaya gajinya ga bakal diambil tapi keluarganya dapet proyekan semwa kek jaman pak harto
1548,netral,iya paham kancah internasional siapa yg liat satu arah cuma menekankan fokusnya prabowo tuh bukan di e sport beliau mempersilakan itu tp menegaskan hal vital pangan masalah petani dan nelayan yg hrs jd fokus krn salah satu dasar kemajuan ekonomi,iya paham kancah internasional siapa yg liat satu arah cuma menekankan fokusnya prabowo tuh bukan di sport beliau mempersilakan itu tp menegaskan hal vital pangan masalah petani dan nelayan yg hrs jd fokus krn salah satu dasar kemajuan ekonomi
1591,negatif,untung bpk jokowi bahas mobile legend semoga dgn diperhatikannya game mobile legend rakyat bisa makin makmur harga bahan pokok jd terjangkau pokok e hidup mobile legend kelas pertanyaan presiden seputar mobile legend,untung bpk jokowi bahas mobile legend semoga dgn diperhatikannya game mobile legend rakyat bisa makin makmur harga bahan pokok jd terjangkau pokok hidup mobile legend kelas pertanyaan presiden seputar mobile legend
1608,negatif,omg sudahlah ya e sport sebagai ekonomi kreatif itu bisa buka peluang buat banyak orang sempit amat dah,omg sudahlah ya sport sebagai ekonomi kreatif itu bisa buka peluang buat banyak orang sempit amat dah
1613,netral,pernyataan penutup debat ke v jokowi khmarufamin kami yakin kemajuan ekonomi kesejahteraan rakyat melalui upaya nyata dalam pembangun di bidang infrastrukur dan pembangunan sdm revormasi subtantif lebih dirasakan dalam tahun,pernyataan penutup debat ke jokowi khmarufamin kami yakin kemajuan ekonomi kesejahteraan rakyat melalui upaya nyata dalam pembangun di bidang infrastrukur dan pembangunan sdm revormasi subtantif lebih dirasakan dalam tahun
1616,positif,nggak salah kok tanya e sport gamer sekarang profesi anak muda bisa juga jg jd enterpreuner dgn membut game orang yg berumur thn pun masih main game di hp bayangkan kalau banyak org main game karya anak indonesia jd ini jg peluang meningkatkan ekonomi,nggak salah kok tanya sport gamer sekarang profesi anak muda bisa juga jg jd enterpreuner dgn membut game orang yg berumur thn pun masih main game di hp bayangkan kalau banyak org main game karya anak indonesia jd ini jg peluang meningkatkan ekonomi
1624,negatif,bukan kagak ngerti tapi fokusnya engga ke e sport jadi jelasin dulu fokus pertanian soalnya dari pertanian bisa loncat ke ekonomi e sport juga kan ada dapet duit dan ngasih duit ujungnya bisa dibilang nyambung kok,bukan kagak ngerti tapi fokusnya engga ke sport jadi jelasin dulu fokus pertanian soalnya dari pertanian bisa loncat ke ekonomi sport juga kan ada dapet duit dan ngasih duit ujungnya bisa dibilang nyambung kok
1635,netral,industri kreatif itu bisa jadi salah satu cara rakyat keluar dari kemiskinan dan cari makan salah satu industri kreatif ini contohnya e sport potensi ekonominua besar iniloh cmon man be wise,industri kreatif itu bisa jadi salah satu cara rakyat keluar dari kemiskinan dan cari makan salah satu industri kreatif ini contohnya sport potensi ekonominua besar iniloh cmon man be wise
1669,positif,nih salah satu temen dumay w seorang petani karet yg selalu sedih klo inget harga karet nyungseb belakangan ini dan beliau berharap prabowo bisa meningkatkan kesejahteraan petani karet seperti beliau,nih salah satu temen dumay seorang petani karet yg selalu sedih klo inget harga karet nyungseb belakangan ini dan beliau berharap prabowo bisa meningkatkan kesejahteraan petani karet seperti beliau
1686,positif,debat terakhir pilpres slh satu bukti reformasi di bid perpajakan pak jokowi yaitu kita bsa mlakukn spt kita melalui e failing ayo siapa yg masih mnyangkal slh satu kberhasiln pmrnthn beliau di bidang ini berarti dia bukan orang yg taat coblossudah terbukti,debat terakhir pilpres slh satu bukti reformasi di bid perpajakan pak jokowi yaitu kita bsa mlakukn spt kita melalui failing ayo siapa yg masih mnyangkal slh satu kberhasiln pmrnthn beliau di bidang ini berarti dia bukan orang yg taat coblossudah terbukti
1700,negatif,awali dari yg kecil baru ke yg besar mikro adalah potret bagi makro agar kebijakan ekonomi makro dilakukan menyeluruh bkn parsial gw g pernah pilih jokowi tapi gue kapok pilih jokowi,awali dari yg kecil baru ke yg besar mikro adalah potret bagi makro agar kebijakan ekonomi makro dilakukan menyeluruh bkn parsial gw pernah pilih jokowi tapi gue kapok pilih jokowi
1722,netral,arsul menyebut jokowi akan menyampaikan kejutan saat pemaparan mengenai isu ekonomi namun sekjen p itu tidak memberikan detailnya ia mengatakan kejutan itu akan keluar tergantung dari pertanyaan saat debat berlangsung jokowi menang total debat,arsul menyebut jokowi akan menyampaikan kejutan saat pemaparan mengenai isu ekonomi namun sekjen itu tidak memberikan detailnya ia mengatakan kejutan itu akan keluar tergantung dari pertanyaan saat debat berlangsung jokowi menang total debat
1741,netral,ingin menggunakan biofuel itu sudah ada b dan nanti jadi b lalu naik jadi b cara itu sudah kita mulai sekali lagi ini ekonomi makro bukan mikro tidak gampangan jokowi catatan najwa debat pilpres debat pilpres suarapenentu,ingin menggunakan biofuel itu sudah ada dan nanti jadi lalu naik jadi cara itu sudah kita mulai sekali lagi ini ekonomi makro bukan mikro tidak gampangan jokowi catatan najwa debat pilpres debat pilpres suarapenentu
1758,negatif,gaya banget ngomongin mobile legends memangnya semua anak kaki ini mau diminta jadi gamers atau disuruh main game terus g ngaji g kerja pr,gaya banget ngomongin mobile legends memangnya semua anak kaki ini mau diminta jadi gamers atau disuruh main game terus ngaji kerja pr
1795,positif,tidak hanya utk keamanan negeri ini kemajuan ekonomi infrastruktur pendidikan birokrasi maritim dan lainnya berhasil mengarah kearah lbh baik lanjut y pak jokowi dua periode prabowo jahap duatunggangi islam prabowo sakit,tidak hanya utk keamanan negeri ini kemajuan ekonomi infrastruktur pendidikan birokrasi maritim dan lainnya berhasil mengarah kearah lbh baik lanjut pak jokowi dua periode prabowo jahap duatunggangi islam prabowo sakit
1806,netral,bbm listrik n harga kebutuhan pokok terjangkau ganti presiden,bbm listrik harga kebutuhan pokok terjangkau ganti presiden
