,sentimen,before,after
347,positif,debat terakhir ya allah pamungkas bangett ya prabowo sandi bilang klo terpilih menjadi presiden dan wakil presiden dia akan menyumbangkan seluruh gajinya tuk rakyat yg tidak mampu masya allah mulia banget pak prabowo dan bang sandi ,debat terakhir ya allah pamungkas bangett ya prabowo sandi bilang klo terpilih menjadi presiden dan wakil presiden dia akan menyumbangkan seluruh gajinya tuk rakyat yg tidak mampu masya allah mulia banget pak prabowo dan bang sandi
348,positif,semoga dengan adanya tol trans sumatra akan membuat perekonomian di indonesia makin lancar dan maju ,semoga dengan adanya tol trans sumatra akan membuat perekonomian di indonesia makin lancar dan maju
349,negatif,katanya prabowo gak mau terima gaji pasti ini exit plan untuk tidak memberi gaji karyawan pt kiani kertas yang sudah tahun tidak menerima gaji katanya perhatian pada rakyat kecil karyawannya sendiri tidak digaji munafikun  â€¦,katanya prabowo gak mau terima gaji pasti ini exit plan untuk tidak memberi gaji karyawan pt kiani kertas yang sudah tahun tidak menerima gaji katanya perhatian pada rakyat kecil karyawannya sendiri tidak digaji munafikun
350,positif,saya tidak butuh jl tol yg saya butuhkan hasil pertanian harga jual ditingkatkan ,saya tidak butuh jl tol yg saya butuhkan hasil pertanian harga jual ditingkatkan
351,netral,consol games tu hardware bung esport itu pemanfaatannya lah memang nggak ada dampak keekonomiannya secara masif lah terus kenapa pak jokowi sepertinya bangga banget dengan esport ini neh dampaknya esports ,consol games tu hardware bung esport itu pemanfaatannya lah memang nggak ada dampak keekonomiannya secara masif lah terus kenapa pak jokowi sepertinya bangga banget dengan esport ini neh dampaknya esports
352,positif,mau gajinya dibayar tusuk prabowo sandi mau verpool juara liga tusuk prabowo sandi ðÿ˜,mau gajinya dibayar tusuk prabowo sandi mau verpool juara liga tusuk prabowo sandi
355,netral,jokowi ri akan masuk besar kekuatan ekonomi pada  â€¦,jokowi ri akan masuk besar kekuatan ekonomi pada
356,netral,prabowo sandi itu pengusaha mereka tdk digaji tapi biasa menggaji ðÿ˜ƒ ,prabowo sandi itu pengusaha mereka tdk digaji tapi biasa menggaji
357,netral,tolong lihat dampak buruknya bing mana yg banyak manfaat dan mana yg banyak mudharatnya pahami dulu semuanya jangan membenarkan segala sesuatu hanya dengan segi keekonomiannya saja ,tolong lihat dampak buruknya bing mana yg banyak manfaat dan mana yg banyak mudharatnya pahami dulu semuanya jangan membenarkan segala sesuatu hanya dengan segi keekonomiannya saja
359,netral,prabowo sandi tak akan ambil gaji sepeser pun jika terpilih â€¦ uasdifitnah keji dan brutal,prabowo sandi tak akan ambil gaji sepeser pun jika terpilih uasdifitnah keji dan brutal
362,negatif,eh bung tolong bedakan startup sebagai monetizing dan hobi yg di monetize startup jelas ada nilai keekonomian yg besar tapi hobi hanya segelintir orang yg melakukannya dan bukan kebutuhan ya allah masa harus saya jelaskan seh bedanya panjang lebar bung ,eh bung tolong bedakan startup sebagai monetizing dan hobi yg di monetize startup jelas ada nilai keekonomian yg besar tapi hobi hanya segelintir orang yg melakukannya dan bukan kebutuhan ya allah masa harus saya jelaskan seh bedanya panjang lebar bung
369,netral,bahkan tol juga cmn melanjutkan jd bukan prestasi ekonomi gimana rupiah devisa inflasi itu lebih penting dari sebuah proyek tanpa platform bandara kertajati sepi berapa uang yang dibakar ,bahkan tol juga cmn melanjutkan jd bukan prestasi ekonomi gimana rupiah devisa inflasi itu lebih penting dari sebuah proyek tanpa platform bandara kertajati sepi berapa uang yang dibakar
370,positif,setuju ga ada harga dirinya lagi partai demokrat jangan hanya memikirkan karena ada bu mega di sisi jokowi pak sbyudhoyono kehidupan dan masa depan bangsa lebih penting daripada emosi seseorang ,setuju ga ada harga dirinya lagi partai demokrat jangan hanya memikirkan karena ada bu mega di sisi jokowi pak sbyudhoyono kehidupan dan masa depan bangsa lebih penting daripada emosi seseorang
372,netral,bangsa yg besar bangsa yg menghargai budayanya itulah indonesia nusantara ku â¤ï¸,bangsa yg besar bangsa yg menghargai budayanya itulah indonesia nusantara ku
373,negatif,dampaknya ekonominya gimana otak mana otak ðÿ˜‚ plonga plongo doang si,dampaknya ekonominya gimana otak mana otak plonga plongo doang si
374,negatif,yaa krn memang di mata prabowo sbyudhoyono gak dianggap berharga ayoo pak tempeleng balik donkk ,yaa krn memang di mata prabowo sbyudhoyono gak dianggap berharga ayoo pak tempeleng balik donkk
381,netral,gara gara ketimpangan ekonomi prabowo salahkan para presiden sebelum jokowi jokowiamin jokowi menang total debat jkfc paltiwest alvinolulu katerinakwari â€¦,gara gara ketimpangan ekonomi prabowo salahkan para presiden sebelum jokowi jokowiamin jokowi menang total debat jkfc paltiwest alvinolulu katerinakwari
383,netral,ini yg katanya ahli ekonomi klrg itu ya cc tvonenews kompastv trans ,ini yg katanya ahli ekonomi klrg itu ya cc tvonenews kompastv trans
384,positif,ini yang ditanyakan jokowi katanya ekonomi digital alhamdullilah jawaban pak prabowo mantap betul  â€¦,ini yang ditanyakan jokowi katanya ekonomi digital alhamdullilah jawaban pak prabowo mantap betul
386,negatif,yang tanya yang bloon pertanyaan jebakan ekonomi digital kok mobile legend alhamdullilah prabowo nggak terjebak  â€¦,yang tanya yang bloon pertanyaan jebakan ekonomi digital kok mobile legend alhamdullilah prabowo nggak terjebak
388,positif,moga apa yg dicontohkan oleh ustadz abdul shomad yg minta dk diundang ke istana tdk diberi jabatan apapun jk prabowo sandi mjd presiden prabowo sandi tdk akan mengambil gaji nya akan banyak muncul orang ikhlas yg berjuang utk indonesia adil dan makmur  â€¦,moga apa yg dicontohkan oleh ustadz abdul shomad yg minta dk diundang ke istana tdk diberi jabatan apapun jk prabowo sandi mjd presiden prabowo sandi tdk akan mengambil gaji nya akan banyak muncul orang ikhlas yg berjuang utk indonesia adil dan makmur
389,netral,â€œuang sebesar itu dapat digunakan untuk membangun sekolah membangun rumah sakit meningkatkan kesejahteraaan rakyat melalui program ekonomi produktif dan perlindungan sosial serta membangun lebih banyak lagi infrastruktur tegas jokowi pilih orang baik pilih jelas islamnya,sebesar itu dapat digunakan untuk membangun sekolah membangun rumah sakit meningkatkan kesejahteraaan rakyat melalui program ekonomi produktif dan perlindungan sosial serta membangun lebih banyak lagi infrastruktur tegas jokowi pilih orang baik pilih jelas islamnya
390,negatif,pecatan gak ngerti ekonomi ðÿ˜‚ðÿ˜‚ðÿ˜‚ ngerti nya di sawer lu wo,pecatan gak ngerti ekonomi ngerti nya di sawer lu wo
391,negatif,gak butuh gaji disawer kok diterima gaji katanya bisa meningkatkan kinerja dan tanggung jawab ,gak butuh gaji disawer kok diterima gaji katanya bisa meningkatkan kinerja dan tanggung jawab
392,positif,saya simpati pd kedua paslon ps meski blm pernah bcr pjg jk ketemu namun jujur sj yg sgt sy khawatirkan adlh jk beliau ini melanjutkan sistem ekonomi kolonial yg mengeksploitasi rakyat banyak kekayaan bangsa anak cucu krn blm paham dg ekonomi berkeadilannya pancasila ,saya simpati pd kedua paslon ps meski blm pernah bcr pjg jk ketemu namun jujur sj yg sgt sy khawatirkan adlh jk beliau ini melanjutkan sistem ekonomi kolonial yg mengeksploitasi rakyat banyak kekayaan bangsa anak cucu krn blm paham dg ekonomi berkeadilannya pancasila
393,negatif,ora sudi pilih jokowi lagi kapok dan neg pilih berharap janji janjinya sesuai omongannya tapi realitanya bikin kacau balau ekonomi negeri ini keluarga besar kami sepakat pilih dua prabowo sandi untuk perubahan dan hilangnya kedholiman dan ketidakadilan  â€¦,ora sudi pilih jokowi lagi kapok dan neg pilih berharap janji janjinya sesuai omongannya tapi realitanya bikin kacau balau ekonomi negeri ini keluarga besar kami sepakat pilih dua prabowo sandi untuk perubahan dan hilangnya kedholiman dan ketidakadilan
399,positif,mahal ini kelassss masyaallah bila terpilih prabowo sandi janji tak ambil gaji catatan â€¦,mahal ini kelassss masyaallah bila terpilih prabowo sandi janji tak ambil gaji catatan
400,netral,apa yang akan bapak prabowo lakukan dalam rangka pengembangan ekonomi digital dalam hal ini pengembangan e sport mobile legend ke depan ,apa yang akan bapak prabowo lakukan dalam rangka pengembangan ekonomi digital dalam hal ini pengembangan e sport mobile legend ke depan
401,negatif, sangat aneh dan membingungkan kalau ada letjen pecatan yg seumur cuma di militer tdk pernah jadi menteri pun tetapi berkali mengatakan dari dulu ekonomi salah arah pertanyaannya salah arahnya dimana dan solusinya apa betul ngawur ,sangat aneh dan membingungkan kalau ada letjen pecatan yg seumur cuma di militer tdk pernah jadi menteri pun tetapi berkali mengatakan dari dulu ekonomi salah arah pertanyaannya salah arahnya dimana dan solusinya apa betul ngawur
403,negatif,tampangnya pengangguran gitu mental pak ogah org dungu kaya gitu paling gampang di bodohin dijanjiin hidup senang jika prabowo menang udh pasti harga mati emang jika wowo menang hidupnya bakal enak ngimpi ,tampangnya pengangguran gitu mental pak ogah org dungu kaya gitu paling gampang di bodohin dijanjiin hidup senang jika prabowo menang udh pasti harga mati emang jika wowo menang hidupnya bakal enak ngimpi
407,netral,rizal ramli ekonomi indonesia tumbuh persen kalau prabowo terpilih  â€¦,rizal ramli ekonomi indonesia tumbuh persen kalau prabowo terpilih
408,positif,insyaallah sudah paham mbah maksud saya apakah perlu kita menimbang ulang nkri yg oleh banyak orang dilabeli harga mati yg padahal sejatinya sudah diperkosa berkali kali sedangkan output harga mati tersebut adalah dikebirinya berbagai landasan fundamental negara ini ðÿðÿðÿ,insyaallah sudah paham mbah maksud saya apakah perlu kita menimbang ulang nkri yg oleh banyak orang dilabeli harga mati yg padahal sejatinya sudah diperkosa berkali kali sedangkan output harga mati tersebut adalah dikebirinya berbagai landasan fundamental negara ini
410,positif,pak ari saya percaya pak prabowo dan pak sandiaga ga akan ngambil gaji toh gajinya cuman juta rupiah per bulan yang notabene cuman recehan bagi mereka kalau hanya diiming imingi hal seperti itu aja ga bakalan bikin saya goyah dan berubah haluan ke kubu dua ,pak ari saya percaya pak prabowo dan pak sandiaga ga akan ngambil gaji toh gajinya cuman juta rupiah per bulan yang notabene cuman recehan bagi mereka kalau hanya diiming imingi hal seperti itu aja ga bakalan bikin saya goyah dan berubah haluan ke kubu dua
411,negatif,karena otakmu gak bisa nalar dengan sehat ya omongmu ngawur begini emang ketimpangan ekonomi cuma akibat yg ditimbulkan tahun ,karena otakmu gak bisa nalar dengan sehat ya omongmu ngawur begini emang ketimpangan ekonomi cuma akibat yg ditimbulkan tahun
413,positif,apalagi utk ikut pak prabowo dan bang sandiuno tdk mengambil gajinyaðÿ˜ž uasdifitnah keji dan brutal â€¦,apalagi utk ikut pak prabowo dan bang sandiuno tdk mengambil uasdifitnah keji dan brutal
415,netral,tapi kan tetep dikoalisi prabowo masa gak punya harga diri ,tapi kan tetep dikoalisi prabowo masa gak punya harga diri
416,netral,barisan sakit hati jokowi merapat ke prabowo hingga pengamat tampik pertumbuhan ekonomi ri stagnan  â€¦,barisan sakit hati jokowi merapat ke prabowo hingga pengamat tampik pertumbuhan ekonomi ri stagnan
417,netral,cek fakta jokowi bangun ekonomi ri secara indonesia sentris  â€¦,cek fakta jokowi bangun ekonomi ri secara indonesia sentris
418,positif,nikmati saja prosesnya mahal murah itu wajar saat waktu tertentu inflasi terjaga ga sekarang aja harga sembako naik dan turun udh dr dulu anda masih bs bermain medsos itu artinya anda bs beli paket data to artinya mahal murah msh bs kebeliðÿ˜‚,nikmati saja prosesnya mahal murah itu wajar saat waktu tertentu inflasi terjaga ga sekarang aja harga sembako naik dan turun udh dr dulu anda masih bs bermain medsos itu artinya anda bs beli paket data to artinya mahal murah msh bs
423,negatif,aduhhhh keadaan ekonomi dulu diposting tuan nilai tukar rupiah neraca perdagangan indonesia di forum internasional ,aduhhhh keadaan ekonomi dulu diposting tuan nilai tukar rupiah neraca perdagangan indonesia di forum internasional
424,netral,di jaman sby harga pupuk murah di jaman bpk pupuk mahal dan langka bisa di jelas kn kenapa pk ,di jaman sby harga pupuk murah di jaman bpk pupuk mahal dan langka bisa di jelas kn kenapa pk
425,negatif,nonton debat g smalm pak prabowo dgn tegas mengatakan trpuruknya ekonomi indonesia itu bkn slh   presiden sblmy,nonton debat g smalm pak prabowo dgn tegas mengatakan trpuruknya ekonomi indonesia itu bkn slh presiden sblmy
427,netral,sedangkan prabowo lebih fokus pada swasembada pangan harga sembako murah menciptakan lapangan kerja target market yang disasar cenderung kaum emak emak dan mereka yg sulit mendapat kerja keyword kekayaan negara kebocoran negara ,sedangkan prabowo lebih fokus pada swasembada pangan harga sembako murah menciptakan lapangan kerja target market yang disasar cenderung kaum emak emak dan mereka yg sulit mendapat kerja keyword kekayaan negara kebocoran negara
428,positif,dengan memilih prabowo sandi anda akan beramal selama th karena gaji mereka akan disumbangkan untuk kaum dhuafa dan anak yatim aamiin ðÿ‘†ðÿ‘† the great campaign of prabowo,dengan memilih prabowo sandi anda akan beramal selama th karena gaji mereka akan disumbangkan untuk kaum dhuafa dan anak yatim aamiin the great campaign of prabowo
429,negatif,ohh prabowo ikuti karyawannya yg tidak mengambil gajinya ðÿ¤£ðÿ¤£ðÿ˜›ðÿ˜›  â€¦,ohh prabowo ikuti karyawannya yg tidak mengambil gajinya
438,positif,siap ketuaku ini bukan saja harga diri partai tapi kinerja jokowi lebih jelas dan lebih dinikmati hasilnya untuk kemaslahatan ummat bukankah garis perjuangan ketua lebih berpihak ke masyarakat yg lemah dan jokowi sudah sangat banyak membantu masyarakat sampai di desa ,siap ketuaku ini bukan saja harga diri partai tapi kinerja jokowi lebih jelas dan lebih dinikmati hasilnya untuk kemaslahatan ummat bukankah garis perjuangan ketua lebih berpihak ke masyarakat yg lemah dan jokowi sudah sangat banyak membantu masyarakat sampai di desa
439,negatif,sedih ya bro mudahduaan di akhir periode ke dua pemerintahan pak jokowi nanti harga diri kampret bisa naik minimal jadi dua ribu lah ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…,sedih ya bro mudahduaan di akhir periode ke dua pemerintahan pak jokowi nanti harga diri kampret bisa naik minimal jadi dua ribu lah
440,positif,mamfaat yang dapat diperoleh dari pelaksanaan asian games tidak hanya sebatas di bidang pembinaan olahraga nasional tetapi juga dari sisi pembangunan infrastruktur pariwisata dan perekonomian secara lebih luas â indonesia maju jokowi hebat ,mamfaat yang dapat diperoleh dari pelaksanaan asian games tidak hanya sebatas di bidang pembinaan olahraga nasional tetapi juga dari sisi pembangunan infrastruktur pariwisata dan perekonomian secara lebih luas indonesia maju jokowi hebat
441,negatif,mestinya dia liat dan datang bahwa yg datang kesana org mukanya cling fasionable happy gak ada kelihatan org yg susah kalo pun mrk ekonominya sederhana mrk dtg dgn rasa bahagia dan bangga jd gak ada yg bayar krn cebong adalah org yg makmur lahir bathin ,mestinya dia liat dan datang bahwa yg datang kesana org mukanya cling fasionable happy gak ada kelihatan org yg susah kalo pun mrk ekonominya sederhana mrk dtg dgn rasa bahagia dan bangga jd gak ada yg bayar krn cebong adalah org yg makmur lahir bathin
442,positif,oohh baiklah pemirsahðÿ˜š beda judul aja ya diambil cash di transfer judulnyaaaaa saya tetap gajianðÿ˜,oohh baiklah beda judul aja ya diambil cash di transfer judulnyaaaaa saya tetap
443,negatif,masalahnya dulu kamu janji pertumbuhan ekonomi meroket katamu janji stop import janji stop utang janji ini itu kalo nggak mampu ya lambaikan tangan biar prabowo sandiuno saja jangan kebanyakan ngeles ,masalahnya dulu kamu janji pertumbuhan ekonomi meroket katamu janji stop import janji stop utang janji ini itu kalo nggak mampu ya lambaikan tangan biar prabowo sandiuno saja jangan kebanyakan ngeles
444,netral,di korsel banyak yg main game starcraft sampe bener pro bener mainnya negaranya maju militernya kuat ekonominya sangat kuat ,di korsel banyak yg main game starcraft sampe bener pro bener mainnya negaranya maju militernya kuat ekonominya sangat kuat
448,netral, sandiuno prabowo mardanialisera fadlizon prabowo berujar salah arahnya pembangunan ekonomi indonesia saat ini juga tak terlepas dari andil presiden sebelum jokowi anjay prabowo salahkan sby koalisi prabohong wowo capres abadi,sandiuno prabowo mardanialisera fadlizon prabowo berujar salah arahnya pembangunan ekonomi indonesia saat ini juga tak terlepas dari andil presiden sebelum jokowi anjay prabowo salahkan sby koalisi prabohong wowo capres abadi
450,netral,inilah bukti pemerataan pembangunan yang dimaksud jokowi diharapkan koneksi warga papua lebih efisien dan titik ekonomi baru tercipta ,inilah bukti pemerataan pembangunan yang dimaksud jokowi diharapkan koneksi warga papua lebih efisien dan titik ekonomi baru tercipta
453,positif, celotehprabu assalammuaalaikum wr bpk prabowo sandi jng hanya guru honor k saja yg di perhatikan tetapi para guru honor honorer di sekolah swasta lah yg harus di fikiran mereka hidup tdk layak dng gaji seenak yayasan saja di bawah umr sang,celotehprabu assalammuaalaikum wr bpk prabowo sandi jng hanya guru honor k saja yg di perhatikan tetapi para guru honor honorer di sekolah swasta lah yg harus di fikiran mereka hidup tdk layak dng gaji seenak yayasan saja di bawah umr sang
454,positif,yaa allah banyak dari kami blm mampu berbagi utk sesama namun kami hanya mampu melalui hati dgn memilih prabowo sandi sbg presiden dimana beliau akan memberikan gajinya utk anak yatim dan kaum dhuafa yaa allah berilah amanah kpd beliau berdua ,yaa allah banyak dari kami blm mampu berbagi utk sesama namun kami hanya mampu melalui hati dgn memilih prabowo sandi sbg presiden dimana beliau akan memberikan gajinya utk anak yatim dan kaum dhuafa yaa allah berilah amanah kpd beliau berdua
456,negatif,kalau benar codot cuma dihargai rb murah benar harga dirinya cuma rb rb gua dibayar jt diminta datang ke kampanyenya prabowo aja ogah ,kalau benar codot cuma dihargai rb murah benar harga dirinya cuma rb rb gua dibayar jt diminta datang ke kampanyenya prabowo aja ogah
457,positif,ada pula dampak second round effect pada momen asian games yang terjadi karena adanya efek pengganda terhadap perekonomian sehingga dapat menyebabkan penciptaan lapangan kerja pertumbuhan ekonomi dan penambahan pendapatan masyarakat jokowi hebat ,ada pula dampak second round effect pada momen asian games yang terjadi karena adanya efek pengganda terhadap perekonomian sehingga dapat menyebabkan penciptaan lapangan kerja pertumbuhan ekonomi dan penambahan pendapatan masyarakat jokowi hebat
458,netral,jika prabowo sandi menang saya berjanji tidak akan mengambil gajinya ðÿ˜ðÿ˜,jika prabowo sandi menang saya berjanji tidak akan mengambil gajinya
459,netral, sebelumnya harga bbm di papua senilai rp liter sungguh drastik di era jokowi mampu menekan harga premium seharga rp liter setara dengan harga bbm di seantero nusantara pili orangbaik pilih jelas islamnya pilih baju putih,sebelumnya harga bbm di papua senilai rp liter sungguh drastik di era jokowi mampu menekan harga premium seharga rp liter setara dengan harga bbm di seantero nusantara pili orangbaik pilih jelas islamnya pilih baju putih
460,positif,hahaha takdelah maâ€aruf amin yang jadi calon naib presiden dengan jokowi tu pun pemimpin majelis ulama indonesia saja pilih prabowo sebab jokowi ada masalah ekonomi waktu jadi presiden dulu ,hahaha takdelah amin yang jadi calon naib presiden dengan jokowi tu pun pemimpin majelis ulama indonesia saja pilih prabowo sebab jokowi ada masalah ekonomi waktu jadi presiden dulu
461,netral,bila terpipilh prabowo sandi akan berikan seluruh gajinya untuk fakir miskin  â€¦,bila terpipilh prabowo sandi akan berikan seluruh gajinya untuk fakir miskin
462,netral,salah satu wacana untuk memanfaatkan teknologi dalam e sport juga patut diacungi jempol wadah dan regulasi yg jelas bisa memberikan angin segar pada perputaran ekonomi pajak dari sektor ini perlu dikawal anak muda punya kegiatan positif negara bisa mewadahi itu juga misi ,salah satu wacana untuk memanfaatkan teknologi dalam e sport juga patut diacungi jempol wadah dan regulasi yg jelas bisa memberikan angin segar pada perputaran ekonomi pajak dari sektor ini perlu dikawal anak muda punya kegiatan positif negara bisa mewadahi itu juga misi
463,negatif,saham sdh dijual aset banyak berkurang sekarang tidak akan menerima gaji hmmmmm mau korupsi yg g seberapa ,saham sdh dijual aset banyak berkurang sekarang tidak akan menerima gaji hmmmmm mau korupsi yg g seberapa
465,negatif,bu ning dr tengaran mengeluhkan harga kacang yg slalu terjepit harga susu yg kian menonjol dan harga kolor yg turun naik di mana pak jokowi ,bu ning dr tengaran mengeluhkan harga kacang yg slalu terjepit harga susu yg kian menonjol dan harga kolor yg turun naik di mana pak jokowi
469,negatif,kalau lihat total program pasti tahu kualitas jika membahas respon wacana perputaran ekonomi dari dunia game esport itu juga bisa menjadikan ekonomi sedikit terangkat ibu kenal ibu mia ga yg dari tegal ,kalau lihat total program pasti tahu kualitas jika membahas respon wacana perputaran ekonomi dari dunia game esport itu juga bisa menjadikan ekonomi sedikit terangkat ibu kenal ibu mia ga yg dari tegal
470,positif,gaji buta dong pak mending kami laporkan ke pak prabowo kalau dengan izin allah beliau jadi presiden gantiin bapak ,gaji buta dong pak mending kami laporkan ke pak prabowo kalau dengan izin allah beliau jadi presiden gantiin bapak
471,negatif,kerjanya jokowi bbm naik listrik naik bpjs defisit hutang membengkak harga sawit anjlok harga karet anjolk petani garam menjerit semua susah waktunya ganti presiden  â€¦,kerjanya jokowi bbm naik listrik naik bpjs defisit hutang membengkak harga sawit anjlok harga karet anjolk petani garam menjerit semua susah waktunya ganti presiden
472,positif,dari data lu aja keliatan kan di zaman jokowi cuma dua tapi infrastruktur nambah dimanadua dana desa triliunan sehingga desa bergerak ekonominya gila keren emang indonesia di zaman jokowi lebih keren lagi pastinya di periode ke dua ðÿ˜žðÿ˜žðÿ˜žðÿ˜ž,dari data lu aja keliatan kan di zaman jokowi cuma dua tapi infrastruktur nambah dimanadua dana desa triliunan sehingga desa bergerak ekonominya gila keren emang indonesia di zaman jokowi lebih keren lagi pastinya di periode ke dua
473,positif,maka dari itu jangan sampai memilih mereka entar kekayaan alam nusantara emas migas tanah uang kas negara habis masuk ke bank luar negeri mereka sudah rencana tidak mau terima gaji presiden terlalu sedikit buat prabowo sandiuno mereka kelas kakap ikan teri utk bawahan aja  â€¦,maka dari itu jangan sampai memilih mereka entar kekayaan alam nusantara emas migas tanah uang kas negara habis masuk ke bank luar negeri mereka sudah rencana tidak mau terima gaji presiden terlalu sedikit buat prabowo sandiuno mereka kelas kakap ikan teri utk bawahan aja
474,netral,jangan cuma bisa sebut pertumbuhan ekonomi saat rezim sby jokowi coba diliat trennya sejak sd grafiknya turun terus sampai dibalikkan jokowi th cek juga inflasi masa sby vs jokowi ,jangan cuma bisa sebut pertumbuhan ekonomi saat rezim sby jokowi coba diliat trennya sejak sd grafiknya turun terus sampai dibalikkan jokowi th cek juga inflasi masa sby vs jokowi
476,netral,coba lu ngmng gini waktu jaman lulung dan ðÿ˜‚ðÿ˜‚ btw fungsi dprd itu mitra dlm bidang legislatif tp jg bs jd pengawas gubernur dlm menjalankan anggaran gw sbg pembayar pajak lbh seneng anggota dprd yg garang kok ðÿ˜‹,coba lu ngmng gini waktu jaman lulung dan btw fungsi dprd itu mitra dlm bidang legislatif tp jg bs jd pengawas gubernur dlm menjalankan anggaran gw sbg pembayar pajak lbh seneng anggota dprd yg garang kok
479,netral,lagi beli lalapan abangâ² lalapan nanti kalo yg jadi presiden pak jokowi lalapannya ngga naik kalo presidennya prabowo harganya naik aku dalem hati waduh frontal gini v tapi gapapa lah semua orang berhak ikut pesta demokrasi negeri ini aku pengamat ae wes v,lagi beli lalapan lalapan nanti kalo yg jadi presiden pak jokowi lalapannya ngga naik kalo presidennya prabowo harganya naik aku dalem hati waduh frontal gini v tapi gapapa lah semua orang berhak ikut pesta demokrasi negeri ini aku pengamat ae wes v
480,netral,total dampak dari asian games berkontribusi langsung terhadap produk domestik bruto pdb negara dan pertumbuhan ekonomi indonesia jokowi hebat indonesia maju ,total dampak dari asian games berkontribusi langsung terhadap produk domestik bruto pdb negara dan pertumbuhan ekonomi indonesia jokowi hebat indonesia maju
481,netral,nilai ekonomi seperti peningkatan pariwisata peningkatan kesempatan kerja peningkatan kesempatan usaha promosi kota penyelenggaraan dan penciptaan nilai tambah ekonomi juga diraih negara sebagi penyelenggara asian games jokowi hebat jokowi sekali lagi ,nilai ekonomi seperti peningkatan pariwisata peningkatan kesempatan kerja peningkatan kesempatan usaha promosi kota penyelenggaraan dan penciptaan nilai tambah ekonomi juga diraih negara sebagi penyelenggara asian games jokowi hebat jokowi sekali lagi
483,netral,dampak ekonomi tdk langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pd pertumbuhan pdb dan nilai tambah ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat ,dampak ekonomi tdk langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pd pertumbuhan pdb dan nilai tambah ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat
484,netral,kan ga hanya gaji aja yg d terima mungkin ada insentif laen dari kegiatan pak jokowi yang jelas udah d klarifikasi anda ga yakin sama sistem pengujian lhkpn yg d lakukan oleh kpk ,kan ga hanya gaji aja yg d terima mungkin ada insentif laen dari kegiatan pak jokowi yang jelas udah d klarifikasi anda ga yakin sama sistem pengujian lhkpn yg d lakukan oleh kpk
488,positif,tgb menilai jokowi bahwa pada debat kemarin jokowi kuasai soal bagaimama membangun ekonomi kreatif jokowi amin jokowi menang total debat alvinolulu barna byo katerinakwari â€¦,tgb menilai jokowi bahwa pada debat kemarin jokowi kuasai soal bagaimama membangun ekonomi kreatif jokowi amin jokowi menang total debat alvinolulu barna byo katerinakwari
492,negatif,gimana mau main mobile legend kalo paket aja nggak kebeli krn ekonomi lemah jawaban prabowo cerdas dan kena tepat ke jantung masalah kalo jae kasih pertanyaan biar dianggap dia manusia millenial padahal dungu nggak ketulungan hehhehee ,gimana mau main mobile legend kalo paket aja nggak kebeli krn ekonomi lemah jawaban prabowo cerdas dan kena tepat ke jantung masalah kalo jae kasih pertanyaan biar dianggap dia manusia millenial padahal dungu nggak ketulungan hehhehee
494,negatif,setelah itu saya nyerocos tentang profesor sumitro joyohadikusumo ekonomi benteng orde lama orde baru karier militer pak prabowo soal beliau jadi menantu pak harto dan semacamnya tetangga kamar kaget saat saya bilang pak sumitro itu keturunan tionghoa dan non muslim ,setelah itu saya nyerocos tentang profesor sumitro joyohadikusumo ekonomi benteng orde lama orde baru karier militer pak prabowo soal beliau jadi menantu pak harto dan semacamnya tetangga kamar kaget saat saya bilang pak sumitro itu keturunan tionghoa dan non muslim
496,negatif,anjing aja lebih punya harga diri dari pada kalia projo yg rela nyuri maling cm demi terlihat rame apa pak jokowi yg instruksikan kalian spy menghalalka segala cara ,anjing aja lebih punya harga diri dari pada kalia projo yg rela nyuri maling cm demi terlihat rame apa pak jokowi yg instruksikan kalian spy menghalalka segala cara
497,negatif,tetapi tetap tdk bisa kebijakan ekonomi nasional hanya di dasarkan pada satu dua orang yg mengeluh hargadua mahal mau di bawa ke mana ekonomi negara ini ,tetapi tetap tdk bisa kebijakan ekonomi nasional hanya di dasarkan pada satu dua orang yg mengeluh hargadua mahal mau di bawa ke mana ekonomi negara ini
499,netral,pak liat ini pak jokowi prabowo chilli pari sandiuno kaesangp luhutbinsar   tolong digajih team yg bikin film dokumenter sekeren iniðÿ˜­ bikin nangis dan ngerasa bersalah banget sering lupa cabut casan dan matiin lampu ,pak liat ini pak jokowi prabowo chilli pari sandiuno kaesangp luhutbinsar tolong digajih team yg bikin film dokumenter sekeren bikin nangis dan ngerasa bersalah banget sering lupa cabut casan dan matiin lampu
501,positif,ini penutup debat kemaren pak prabowo dan pak sandi akan memberi sepenuhnya gaji mereka sbg presiden n wakil presiden untuk membantu rakyat miskin tp sebelum debat ini juga pendukung padi sih udah pd tau ya ga ya ga ,ini penutup debat kemaren pak prabowo dan pak sandi akan memberi sepenuhnya gaji mereka sbg presiden n wakil presiden untuk membantu rakyat miskin tp sebelum debat ini juga pendukung padi sih udah pd tau ya ga ya ga
