,sentimen,before,after
189,negatif,"salah arahnya pembangunan ekonomi indonesia saat ini juga tak terlepas dari andil presiden sebelum jokowi. ""saya tidak menyalahkan bapak. ini kesalahan besar, kesalahan besar presiden-presiden sebelum bapak. kita...  â€¦",salah arahnya pembangunan ekonomi indonesia saat ini juga tak terlepas dari andil presiden sebelum jokowi saya tidak menyalahkan bapak ini kesalahan besar kesalahan besar presiden presiden sebelum bapak kita â€¦
190,negatif,"lalu harga tiket pesawat kapan diturunkan pak?,saya sangat brharap besar dlm aspek ini,trlbh dngan mahal ny harga tiket pswt terbang yg amat tinggi/mahal tarif biaya expdisi antar kota pun ikut melonjak naik",lalu harga tiket pesawat kapan diturunkan pak saya sangat brharap besar dlm aspek ini trlbh dngan mahal ny harga tiket pswt terbang yg amat tinggi mahal tarif biaya expdisi antar kota pun ikut melonjak naik
191,negatif,"paling parah malaysia mba, bayangkan jt org hrs beetumpu di  tps,  apakah kita sebagai warga negara tdk blh kritik dan tdk blh marah kl liat para pelaksana swperti itu,  sedangkan mereka di gaji olh uang negara.",paling parah malaysia mba bayangkan jt org hrs beetumpu di tps apakah kita sebagai warga negara tdk blh kritik dan tdk blh marah kl liat para pelaksana swperti itu sedangkan mereka di gaji olh uang negara 
192,netral,"ya drpd mikirin yg kyk gtu mending mikirin hal yg mendasar dulu dong,ekonomi dll,lha klo ketagihan game online bikin malas sgl nya,di suruh wirid ke masjid malah nongkrong di warnet,bergayalah sesuai isi kantong",ya drpd mikirin yg kyk gtu mending mikirin hal yg mendasar dulu dong ekonomi dll lha klo ketagihan game online bikin malas sgl nya di suruh wirid ke masjid malah nongkrong di warnet bergayalah sesuai isi kantong
193,negatif,"kata die zaman jokowi ekonomi anjlok, tapi punya gadget sebanyak itu. belum lagi bayar wifi. terus dia bilang anjlok n serba mahal itu apa?",kata die zaman jokowi ekonomi anjlok tapi punya gadget sebanyak itu belum lagi bayar wifi terus dia bilang anjlok n serba mahal itu apa 
194,netral,"janji tak ambil gaji jika terpilih, prabowo-sandi ikuti jejak para presiden terkenal ini uasdifitnah keji dan brutal berani pilih tusuk prabowo sandi hoax jkw menang total debat",janji tak ambil gaji jika terpilih prabowo sandi ikuti jejak para presiden terkenal ini uasdifitnah keji dan brutal berani pilih tusuk prabowo sandi hoax jkw menang total debat
195,netral,y memang lebih kecil. tp pngetahuan tata kelola ekonomi negara jauh kelasnya,y memang lebih kecil tp pngetahuan tata kelola ekonomi negara jauh kelasnya
196,netral,prabowo sudah berbuat apa untuk rakyat kecil...?? sedang gaji karyawannya aja...belum dibayar sampai sekarang....heheheheee,prabowo sudah berbuat apa untuk rakyat kecil sedang gaji karyawannya aja belum dibayar sampai sekarang heheheheee
197,negatif,akui kekurangan ya. akui prabowo dulu kristen. sekarang mualaf. ibunya kristen. hashim kristen. gak bisa sholat. wudhu gerakan salah. gak bisa ngaji. dipecat dari tni. satu% dari elit bajingan.,akui kekurangan ya akui prabowo dulu kristen sekarang mualaf ibunya kristen hashim kristen gak bisa sholat wudhu gerakan salah gak bisa ngaji dipecat dari tni satu dari elit bajingan 
198,netral,"prabowo dan sandi berniat ga ambil gaji kalo menjabat. ini memang gayanya donald trump, dia memang gakmau digaji. ya udah tajir mau gmn lagi",prabowo dan sandi berniat ga ambil gaji kalo menjabat ini memang gayanya donald trump dia memang gakmau digaji ya udah tajir mau gmn lagi
199,netral,"di bawah perintah pak @jokowi bangunkan spbu pertama setelag  tahun di kabupaten puncak jaya papua dengan harga yang semula ribu/liter, menjadi /liter. pilih orang baik  â€¦ pilih jelas islamnya pilih baju putih",di bawah perintah pak jokowi bangunkan spbu pertama setelag tahun di kabupaten puncak jaya papua dengan harga yang semula ribu liter menjadi liter pilih orang baik â€¦ pilih jelas islamnya pilih baju putih
200,netral,cc @erickthohir kekurangan danakah?  atau tidak mau tau?  atau apa? plisss..jangan dibiarkan pendukung jokowi-amin seolah tidak ada yang peduli. hargai suara mereka.   â€¦,cc erickthohir kekurangan danakah atau tidak mau tau atau apa plisss jangan dibiarkan pendukung jokowi amin seolah tidak ada yang peduli hargai suara mereka  â€¦
201,netral,"om prabs kalo mau membangkitkan ekonomi, lepas dari hutang dunia, lepas dari cengkraman elite global, kuncinya satu, jangan pakai uang kertas, balik pakai emas, dan perak sebagai alat tukar. sudah itu saja. resiko melawan dunia kita hadapi bersama sebagai satu bangsa.",om prabs kalo mau membangkitkan ekonomi lepas dari hutang dunia lepas dari cengkraman elite global kuncinya satu jangan pakai uang kertas balik pakai emas dan perak sebagai alat tukar sudah itu saja resiko melawan dunia kita hadapi bersama sebagai satu bangsa 
202,negatif,gaji karyawan yang terkatung-katung apa kabar?,gaji karyawan yang terkatung katung apa kabar 
203,negatif,"jokowi merakyat dibilang pencitraan. jokowi baik dibilang akting. jokowi sholat dicela, prabowo gak bisa sholat ngaji dan wudhu salah kalian gak mau melek. dari sini ajesih udeh ketaker sih ye otak kalian tu seberapa.  astaga -.-",jokowi merakyat dibilang pencitraan jokowi baik dibilang akting jokowi sholat dicela prabowo gak bisa sholat ngaji dan wudhu salah kalian gak mau melek dari sini ajesih udeh ketaker sih ye otak kalian tu seberapa astaga 
204,netral,presiden jokowi dan raja salman akan tingkatkan kerja sama ekonomi   â€¦,presiden jokowi dan raja salman akan tingkatkan kerja sama ekonomi  â€¦
205,negatif,sampah...  @kpu_id yg gajih km siapa?   @jokowi loe mau mnang dngn cara begini?   ðÿ˜“ðÿ˜“ðÿ˜“,sampah kpu id yg gajih km siapa jokowi loe mau mnang dngn cara begini ðÿ˜“ðÿ˜“ðÿ˜“
206,negatif,"saiki pns podo turu, lemes... soale kerjoe benerâ² diawasi... mangkane nangis dukung prabowo ben iso turu gaji gede... fakkk pahlawan minta jasa   â€¦",saiki pns podo turu lemes soale kerjoe benerâ² diawasi mangkane nangis dukung prabowo ben iso turu gaji gede fakkk pahlawan minta jasa  â€¦
207,positif,turut mengembangkan ekonomi syariah sesuai dengan yang diamanatkanâ ma'ruf amin. aliansi kiai kampung madura (akma) siap menangkan jokowi. pilih orang baik pilih jelas islamnya pilih baju putih  â€¦,turut mengembangkan ekonomi syariah sesuai dengan yang diamanatkanâ maruf amin aliansi kiai kampung madura akma siap menangkan jokowi pilih orang baik pilih jelas islamnya pilih baju putih â€¦
208,netral,"lha itu artinya ekonomi anda baik"" saja ,,malah bisa pakai kg",lha itu artinya ekonomi anda baik saja malah bisa pakai kg
209,negatif,"rakyat ingin pekerjaan, pekerjanya diimpor dari china. rakyat panen padi, berasnya impor. rakyat ingin sembako murah, suruh tanam sendiri. petani karet minta kenaikan harga, suruh tanam jengkol...  jokowi mmg tau kemauan rakyat...   ya rabb, semoga otakku masih sehat.",rakyat ingin pekerjaan pekerjanya diimpor dari china rakyat panen padi berasnya impor rakyat ingin sembako murah suruh tanam sendiri petani karet minta kenaikan harga suruh tanam jengkol jokowi mmg tau kemauan rakyat ya rabb semoga otakku masih sehat 
210,netral,janji tak ambil gaji prabowo-sandi persis donald trump   â€¦,janji tak ambil gaji prabowo sandi persis donald trump  â€¦
211,positif,"di kepemimpinan presiden jokowi, indonesia maju saat perekonomian dunia tidak menentu.",di kepemimpinan presiden jokowi indonesia maju saat perekonomian dunia tidak menentu 
212,netral,berita itu    berita lama. didesaku ada beberapa pemilik sawah yg ngga cocok harga. sawah itupun jg dilewatin bangun jlnnya. termsk sawah kakakku. stlh ada titik temu ya disambung jln tolnya. sdhlah. demi allah aku bicara  ada hubnya dng capres.,berita itu   berita lama didesaku ada beberapa pemilik sawah yg ngga cocok harga sawah itupun jg dilewatin bangun jlnnya termsk sawah kakakku stlh ada titik temu ya disambung jln tolnya sdhlah demi allah aku bicara ada hubnya dng capres 
213,netral,"maaf mas saya gk pake yg subsidi,saya pake ygkgðÿ˜‚soal harga udah tertera di nomor  dan wajib di tempel kan di dinding toko biar masyarakat tau,mangkanya saya tanya ke abg saya knp harganya brubah,katanya di ubah pk jokowi,subsidinya di alihkan",maaf mas saya gk pake yg subsidi saya pake ygkgðÿ˜‚soal harga udah tertera di nomor dan wajib di tempel kan di dinding toko biar masyarakat tau mangkanya saya tanya ke abg saya knp harganya brubah katanya di ubah pk jokowi subsidinya di alihkan
214,netral,"video dengan sudut pandang berbeda, mau @jokowi atau @prabowo sama saja.      video yg membahas secara real masalah energi, sosial, lingkungan, ekonomi, politik, dan budaya dari batubara.",video dengan sudut pandang berbeda mau jokowi atau prabowo sama saja   video yg membahas secara real masalah energi sosial lingkungan ekonomi politik dan budaya dari batubara 
215,negatif,"aduh bego nya kampret yankayak gini, presidem sebelum jokowi ya termasuk sby, aduh kampret otak nya maundi reparasi tetep goublok..ðÿ¤£ðÿ¤£ðÿ¤£..bbm itu sekarang ngikutin harga pasar jd kalo naek ya naek kalo turun ya turun, bbm subsidi nga naek, kampret ilmu cetek aja belagu..ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£",aduh bego nya kampret yankayak gini presidem sebelum jokowi ya termasuk sby aduh kampret otak nya maundi reparasi tetep goublok ðÿ¤£ðÿ¤£ðÿ¤£ bbm itu sekarang ngikutin harga pasar jd kalo naek ya naek kalo turun ya turun bbm subsidi nga naek kampret ilmu cetek aja belagu ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£
216,positif,saya selalu berdoa dalam  pak @prabowo mjd presiden  ini ekonomi buruk  ponsel sy tutup krn ekonomi masyarakat carut marut..dn ketika menjadi presiden nanti tolong perbaiki ekonomi masyarakat pak..wslm dua dihati.,saya selalu berdoa dalam pak prabowo mjd presiden ini ekonomi buruk ponsel sy tutup krn ekonomi masyarakat carut marut dn ketika menjadi presiden nanti tolong perbaiki ekonomi masyarakat pak wslm dua dihati 
217,netral,presiden jokowi - raja salman sepakat tingkatkan kerja sama ekonomi   â€¦,presiden jokowi raja salman sepakat tingkatkan kerja sama ekonomi  â€¦
218,negatif,"media asing yg mana?! ayo tunjukkan, yg mana?! jgn cuma berangan-angan lantas menabur fitnah?!  aku udah jijik dgn kebohongan dan kesombongan kau @fahrihamzah !!!  dibanding @jokowi kau tidak ada apa-apanya!!  sama-sama makan gaji dari pembayar pajak, tapi kau banyak tidurnya!!",media asing yg mana ayo tunjukkan yg mana jgn cuma berangan angan lantas menabur fitnah aku udah jijik dgn kebohongan dan kesombongan kau fahrihamzah dibanding jokowi kau tidak ada apa apanya sama sama makan gaji dari pembayar pajak tapi kau banyak tidurnya 
219,netral,"jgn "" anda dpt harga rb karena itu toko abang andaðÿ˜‚ðÿ˜‚ðÿ˜‚",jgn anda dpt harga rb karena itu toko abang andaðÿ˜‚ðÿ˜‚ðÿ˜‚
220,negatif,kualitas obama sama wowo ya kayak langit  lah...obama ngga pernah bermasalah dalam karier lah kalo wowo di pecat trus gaji karyawan ngga dibayar..wowo sama lurah ada belum tentu lebih pinter..jokowi udah jd pejabat berpengalaman makanya bisa jd presiden...bangun pret,kualitas obama sama wowo ya kayak langit lah obama ngga pernah bermasalah dalam karier lah kalo wowo di pecat trus gaji karyawan ngga dibayar wowo sama lurah ada belum tentu lebih pinter jokowi udah jd pejabat berpengalaman makanya bisa jd presiden bangun pret
221,netral,"harga rb ,,untuk konsumen atau pemakai pribadi....  kalau untuk pedagang ,jatuhnya rb/tabung",harga rb untuk konsumen atau pemakai pribadi kalau untuk pedagang jatuhnya rb tabung
222,netral,uasdifitnah keji dan brutal tapi @prabowo @sandiuno siap sodaqohkan gaji nyaðÿ˜­  â€¦,uasdifitnah keji dan brutal tapi prabowo sandiuno siap sodaqohkan gaji nyaðÿ˜­ â€¦
223,netral,"jokowi jelas islamnya pilih orang baik coblos yang baju putih banten jokowi amin banten pengalaman @khmarufamin_ dalam ekonomi sudah malang merintang. yakni dengan mendirikan koperasi, baitul mal wa tamwil (bmt) sejenis koperasi syariah. @jokowi",jokowi jelas islamnya pilih orang baik coblos yang baju putih banten jokowi amin banten pengalaman khmarufamin dalam ekonomi sudah malang merintang yakni dengan mendirikan koperasi baitul mal wa tamwil bmt sejenis koperasi syariah jokowi
224,netral,"charles honoris, jokowi bangun indonesia lewat ekonomi kreatif:",charles honoris jokowi bangun indonesia lewat ekonomi kreatif 
225,netral,"presiden @jokowi dan raja salman menggelar pertemuan bilateral di istana pribadi raja (al-qasr al-khas), minggu (/) sore. dalam pertemuan yang berlangsung selepas jamuan santap siang itu, keduanya sepakat akan meningkatkan kerja sama di bidang ekonomi. (foto dan berita: bpmi)",presiden jokowi dan raja salman menggelar pertemuan bilateral di istana pribadi raja al qasr al khas minggu sore dalam pertemuan yang berlangsung selepas jamuan santap siang itu keduanya sepakat akan meningkatkan kerja sama di bidang ekonomi foto dan berita bpmi 
226,netral,tp kenapa  fokus akan hal begitu  unicorn lah dll tidak selama nya dunia digital baik  contoh ecomerce  memamg harga lebih murah tapi memutus mata rantai distribusi sehinga distributor bisa menjual langsung barg sehingga masarakat tdk dpt kebagaian keutungan sbgai pengecer   :/,tp kenapa fokus akan hal begitu unicorn lah dll tidak selama nya dunia digital baik contoh ecomerce memamg harga lebih murah tapi memutus mata rantai distribusi sehinga distributor bisa menjual langsung barg sehingga masarakat tdk dpt kebagaian keutungan sbgai pengecer 
227,netral,prabowo-sandi kembali tegaskan tidak akan ambil gaji bila terpilih   â€¦,prabowo sandi kembali tegaskan tidak akan ambil gaji bila terpilih  â€¦
228,netral,"jika terpilih, prabowo-sandiaga janji tak ambil gaji   â€¦",jika terpilih prabowo sandiaga janji tak ambil gaji  â€¦
229,positif,"kalo mau listrik turun, kalo mau harga terjangkau, kalo mau pelayanan bpjs baik, kalo mau honorer lebih baik dll maka april tusuk prabowo sandi (tps). closing statement debatpilpres",kalo mau listrik turun kalo mau harga terjangkau kalo mau pelayanan bpjs baik kalo mau honorer lebih baik dll maka april tusuk prabowo sandi tps closing statement debatpilpres
230,netral,penutup debat pamungkas ala prabowo-sandi. jika diberi mandat nanti seperserpun gaji tidak akan mereka ambil ðÿ˜­   â€¦,penutup debat pamungkas ala prabowo sandi jika diberi mandat nanti seperserpun gaji tidak akan mereka ambil ðÿ˜­  â€¦
231,negatif,utang prabowo bwjibun  ..bukan utng ln lho utang pribadinya puluhan triltun jd gaji ngk diambil....busyeettt  jngn utang bebas ngk dibayar jemarin sdh minta dipailitkan biar ngk bayar  tp pemerintah ngk mau  mk bwrambiai mengumbar janji   â€¦,utang prabowo bwjibun bukan utng ln lho utang pribadinya puluhan triltun jd gaji ngk diambil busyeettt jngn utang bebas ngk dibayar jemarin sdh minta dipailitkan biar ngk bayar tp pemerintah ngk mau mk bwrambiai mengumbar janji  â€¦
232,negatif,"jangan berharap banyak terhadap prabowo untuk saling memahami ataupun menghargai sesama koalisi, bahkan surat kesepakatan untuk menjadikan ahy sebagai cawapres diingkari, apalagi terhadap rakyat, tidak ada kawan dalam politik, yang ada kepentingan sesaat, selamatkan nkri",jangan berharap banyak terhadap prabowo untuk saling memahami ataupun menghargai sesama koalisi bahkan surat kesepakatan untuk menjadikan ahy sebagai cawapres diingkari apalagi terhadap rakyat tidak ada kawan dalam politik yang ada kepentingan sesaat selamatkan nkri
233,negatif,pakai uang pajak atw uang pribadi pak.? kok anak bini diajak segala.?,pakai uang pajak atw uang pribadi pak kok anak bini diajak segala 
234,netral,"mas di samping toko saya pangkalan gas punya agen untuk satu kmpung dan kuota di batasin,harga udah tertera di nomor registrasi pangkalanya @rb /tbg jadi agen itu gk bã¬sa mainkn harga lagi apalagi jã¼al ke penjual lg krn kuota trbatasðÿ˜‚,",mas di samping toko saya pangkalan gas punya agen untuk satu kmpung dan kuota di batasin harga udah tertera di nomor registrasi pangkalanya rb tbg jadi agen itu gk bã¬sa mainkn harga lagi apalagi jã¼al ke penjual lg krn kuota trbatasðÿ˜‚ 
235,positif,"yang janjinya mau ngehapusin pajak,  malah bikin hutang negara nambah lho mbak,  adanya pajak itu buat negara lho ",yang janjinya mau ngehapusin pajak malah bikin hutang negara nambah lho mbak adanya pajak itu buat negara lho 
236,netral,jokowi dan raja salman sepakati kerja sama di bidang ekonomi   â€¦,jokowi dan raja salman sepakati kerja sama di bidang ekonomi  â€¦
237,positif,"ijin menyampaikan bang, aspirasi teman saya, di desanya penghasilan utama berasal dari lada / merica, semenjak rezim ini berkuasa, harga lada jadi murah, mereka berharap ketika prabowo sandi berkuasa, bisa mengstabilkan harga.",ijin menyampaikan bang aspirasi teman saya di desanya penghasilan utama berasal dari lada merica semenjak rezim ini berkuasa harga lada jadi murah mereka berharap ketika prabowo sandi berkuasa bisa mengstabilkan harga 
238,negatif,"masalahnya pak @jokowi janji bahwa ekonomi meroket, eh malah nyungsep. itu masalah-nya. link dibawah untuk ingatkan pak @jokowi atas janji bpk. apa pak @jokowi mau akui gagal penuhi janji?  cc: @politik_twit @fahrihamzah @fadlizon  â€¦",masalahnya pak jokowi janji bahwa ekonomi meroket eh malah nyungsep itu masalah nya link dibawah untuk ingatkan pak jokowi atas janji bpk apa pak jokowi mau akui gagal penuhi janji cc politik twit fahrihamzah fadlizon  â€¦
239,negatif,ini maksudnya apa ya pak??? emangnya ngitung pertumbuhan ekonomi gmn menurut anda pak @jokowi ?,ini maksudnya apa ya pak emangnya ngitung pertumbuhan ekonomi gmn menurut anda pak jokowi 
240,netral,"pilih orang baik pilih jelas islamnya pilih baju putih berbagai pencapaian telah berhasil tercapai. khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -jk, sangat jauh meningkat. hyperlink ""  â€¦""  â€¦]",pilih orang baik pilih jelas islamnya pilih baju putih berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat hyperlink â€¦ â€¦ 
241,netral,"pilih orang baik pilih jelas islamnya pilih baju putih kekompakan bermula dari persatuan, rasa saling menghargai, menghormati dan melengkapi. dengan begitu pasti bangsa ini dapat berpikir maju kedepan. @jokowi @khmarufamin_",pilih orang baik pilih jelas islamnya pilih baju putih kekompakan bermula dari persatuan rasa saling menghargai menghormati dan melengkapi dengan begitu pasti bangsa ini dapat berpikir maju kedepan jokowi khmarufamin 
242,negatif,@detikcom @jokowi lahh dr games bisa beli mobil mewah. beli rumah. punya pendapatan. dapet penghargaan. kasih makan orng di rumah. lw bilang gak berbobot? lw balik aja k hidup jaman soeharto. orbaaaa. hiduppp cendana! dkijoin, detikcom jokowi lahh dr games bisa beli mobil mewah beli rumah punya pendapatan dapet penghargaan kasih makan orng di rumah lw bilang gak berbobot lw balik aja k hidup jaman soeharto orbaaaa hiduppp cendana dkijoin
243,netral,"tnya sj pd diri anda jg apa msh sehat jg g anda? semua harga ga cuma gas lpg aja yg sudah ada h.e.t kalau anda mau harga  di pangkalan atau agen atau di spbu yg menyediakan lpg bnyk yg antri mlh. desa baik"" aja mas,makane kl anda pgn duitnya bnyk,kerja keras masðÿ˜‚",tnya sj pd diri anda jg apa msh sehat jg g anda semua harga ga cuma gas lpg aja yg sudah ada h e t kalau anda mau harga di pangkalan atau agen atau di spbu yg menyediakan lpg bnyk yg antri mlh desa baik aja mas makane kl anda pgn duitnya bnyk kerja keras masðÿ˜‚
244,netral,"tax ratio , xx % dan ada tax amnesty saja para pengusaha dan pelaku ekonomi sdh berat dan teriak apalagi , xx %. apa yg sudah dijalankan pemerintah jokowi dibidang pajak sudah efektif sekali terbukti dengan tembus target penerimaan pajak % pada thn  debat pilpres",tax ratio xx dan ada tax amnesty saja para pengusaha dan pelaku ekonomi sdh berat dan teriak apalagi xx apa yg sudah dijalankan pemerintah jokowi dibidang pajak sudah efektif sekali terbukti dengan tembus target penerimaan pajak pada thn debat pilpres
245,negatif,"ngapain holdang holding pake istilah ""world class"" segala tapi duitnya parkir di luar negeri. tak ada pengaruh ekonomi ke ekonomi nasional .",ngapain holdang holding pake istilah world class segala tapi duitnya parkir di luar negeri tak ada pengaruh ekonomi ke ekonomi nasional 
246,netral,ayo @kpu_id @kpu_ri segera usut kalian di gaji oleh rakyat...,ayo kpu id kpu ri segera usut kalian di gaji oleh rakyat 
247,netral,"benarkah kondisi bumn kita goyah?  prabowo subianto mengatakan, badan usaha milik negara (bumn) yang menjadi benteng terakhir perekonomian nasional saat ini malah goyah. benarkah?  dikutip...   â€¦",benarkah kondisi bumn kita goyah prabowo subianto mengatakan badan usaha milik negara bumn yang menjadi benteng terakhir perekonomian nasional saat ini malah goyah benarkah dikutip  â€¦
248,negatif,"dipikirnya pengembangan esport itu main doang? aplikasi yg ada di smartphone itu byk yg mulainya dr ""main doang"" terus jd aplikasi yg byk manfaatnya. kata siapa pengangguran digaji? byk baca, buka wawasan. jgn mpermalukan gen z.",dipikirnya pengembangan esport itu main doang aplikasi yg ada di smartphone itu byk yg mulainya dr main doang terus jd aplikasi yg byk manfaatnya kata siapa pengangguran digaji byk baca buka wawasan jgn mpermalukan gen z 
249,positif,"anda sehat?pangkalan itu harga udah di tentukan mas,anda fkir saya bodoh,justru semenjak jokowi subsidi gas di kurangi di alih kan ke dana pkh tadi,jadi cuma ä‘i bolak balik aja,gk perlu org pinter klw cuma mbolak balik subsidiðÿ˜‚",anda sehat pangkalan itu harga udah di tentukan mas anda fkir saya bodoh justru semenjak jokowi subsidi gas di kurangi di alih kan ke dana pkh tadi jadi cuma ä‘i bolak balik aja gk perlu org pinter klw cuma mbolak balik subsidiðÿ˜‚
250,positif,apapun yang terjadi @ygofficialblink harga mati!! apapun yang terjadi jokowi&amin untuk nkri. @kpopzoneid,apapun yang terjadi ygofficialblink harga mati apapun yang terjadi jokowi amin untuk nkri kpopzoneid
251,netral,"pak prabowo dan pak sandi pak jokowi itu sudah melakukan semenjak menjadi walikota gaji beliau di kasihkan ke warga solo yang membutuhkan,  ðÿ˜š",pak prabowo dan pak sandi pak jokowi itu sudah melakukan semenjak menjadi walikota gaji beliau di kasihkan ke warga solo yang membutuhkan ðÿ˜š
252,positif,"prabowo-sandi memang pasangan yang harmonis, tahu diri dan mengerti posisinya masing-masing ðÿ‘. bukan pencintraan, bukan kepura-puraan, mereka saling menghargai satu sama lain ðÿ˜˜. beda dengan pasangan goal getter dan boneka. uasdifitnah keji dan brutal  â€¦",prabowo sandi memang pasangan yang harmonis tahu diri dan mengerti posisinya masing masing ðÿ‘ bukan pencintraan bukan kepura puraan mereka saling menghargai satu sama lain ðÿ˜˜ beda dengan pasangan goal getter dan boneka uasdifitnah keji dan brutal â€¦
253,negatif,loe katrok loe....tekhnologi digital sekarang mampu meraih pendapatan ekonomi yang harus diperhatikan..prabowo saja yg orang kuno....taunya elus elus ekor kuda,loe katrok loe tekhnologi digital sekarang mampu meraih pendapatan ekonomi yang harus diperhatikan prabowo saja yg orang kuno taunya elus elus ekor kuda
254,positif,"yg biasa ngemplang pajak, korupsi maen proyek, mafia impor keknya udh pd meriang takut prabowo menang.. tusuk prabowo sandi uasdifitnah keji dan brutal",yg biasa ngemplang pajak korupsi maen proyek mafia impor keknya udh pd meriang takut prabowo menang tusuk prabowo sandi uasdifitnah keji dan brutal
255,positif,"semoga yg amanah, ikhlas, tegas, ekonomi pro rakyat kecil, peduli petani, nelayan, buruh, pedagang kecil, yg menuju masyarakat yg adil, makmur, sejahtera dan aman. insyaallah pak prabowo subianto dan sandi aga memenangkan pilpres bulan april. amin x  yra !!!!",semoga yg amanah ikhlas tegas ekonomi pro rakyat kecil peduli petani nelayan buruh pedagang kecil yg menuju masyarakat yg adil makmur sejahtera dan aman insyaallah pak prabowo subianto dan sandi aga memenangkan pilpres bulan april amin x yra 
256,netral,"rb kl anda bl di agen langsung,,malah dapet rb...  kl gas rb itu dr agen ,ke konsumen .....artinya orang jualan ya pasti cr untung,,itu namane perputaran roda ekonomiðÿ™",rb kl anda bl di agen langsung malah dapet rb kl gas rb itu dr agen ke konsumen artinya orang jualan ya pasti cr untung itu namane perputaran roda ekonomiðÿ™
257,negatif,"memilukan, kemiskinanlah yg membuat hal ini terjadi. kalau para pendukung jokowi bilang ekonomi meningkat, hal seperti ini ga kita temui di tiap acara jokowi",memilukan kemiskinanlah yg membuat hal ini terjadi kalau para pendukung jokowi bilang ekonomi meningkat hal seperti ini ga kita temui di tiap acara jokowi
258,positif,"pak @jokowi kalau bapak jadi boleh tidak saya minta satu permintaan kecil saja? tolong hapus kan ""denda"" dari telat bayar (listrik, air, tlp, pajak, bpjs, dll yg kebutuhan inti rakyat), karena denda itu jujur wlwpun kecil nilainya tapi berat untuk kami. terimakasih",pak jokowi kalau bapak jadi boleh tidak saya minta satu permintaan kecil saja tolong hapus kan denda dari telat bayar listrik air tlp pajak bpjs dll yg kebutuhan inti rakyat karena denda itu jujur wlwpun kecil nilainya tapi berat untuk kami terimakasih
259,positif,"memiliki pemikiran yang cemerlang untuk kemajuan ekonomi indonesia melalui konsep ekonomi keumatan, k.h. maâ€™ruf amin sangat cocok mendampingi jokowi maju di pilpres . pilih orang baik pilihjelas islamnya pilih baju putih",memiliki pemikiran yang cemerlang untuk kemajuan ekonomi indonesia melalui konsep ekonomi keumatan k h maâ€™ruf amin sangat cocok mendampingi jokowi maju di pilpres pilih orang baik pilihjelas islamnya pilih baju putih
261,positif," april   marilah kita subuh berjamaah kita gaungkan shalawat dan doa, semoga @prabowo dan @sandiuno terpilih jd presiden ke  ri.  semoga beliau amanah bekerja untuk rakyat, mengembalikan kedaulatan indonesia secara ekonomi  semoga kita semua adil makmur", april marilah kita subuh berjamaah kita gaungkan shalawat dan doa semoga prabowo dan sandiuno terpilih jd presiden ke ri semoga beliau amanah bekerja untuk rakyat mengembalikan kedaulatan indonesia secara ekonomi semoga kita semua adil makmur
262,positif,ps bilang didebat keadaan ekonomi indonesia saat ini bukan salah @jokowi tp salah pemimpin terdahulu. jd utk penggemar dua jangan salahkan jokowi lagi ya krn bosmu udah bilang itu bukan salah jokowi. semakin mantap pilih @jokowi. prabowo salahkan sby,ps bilang didebat keadaan ekonomi indonesia saat ini bukan salah jokowi tp salah pemimpin terdahulu jd utk penggemar dua jangan salahkan jokowi lagi ya krn bosmu udah bilang itu bukan salah jokowi semakin mantap pilih jokowi prabowo salahkan sby
263,negatif,yuuk ikut amal hadiahnya dengan mencoblos prabowo-sandi.  jadi presiden-wapres tanpa digaji itu 'gila' !,yuuk ikut amal hadiahnya dengan mencoblos prabowo sandi jadi presiden wapres tanpa digaji itu gila 
264,positif,"kalau pak prabowo dan bang sandi tak ambil gaji jika terpilih nanti, dan seluruh gajinya akan diserahkan kepada fakir miskin dan dhuafa.. maka saya berjanji untuk  terus membersamai orang tua dalam berjuang untuk...   â€¦",kalau pak prabowo dan bang sandi tak ambil gaji jika terpilih nanti dan seluruh gajinya akan diserahkan kepada fakir miskin dan dhuafa maka saya berjanji untuk terus membersamai orang tua dalam berjuang untuk  â€¦
265,netral,jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi   â€¦ via @mediaindonesia,jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi  â€¦ via mediaindonesia
266,positif,tapi yang pasti aku lebih tertarik sama programnya jokowi terutama yang trans sumatera. karna aku mau bgt ekonomi sumatera jauh berkembang dr sekarang.,tapi yang pasti aku lebih tertarik sama programnya jokowi terutama yang trans sumatera karna aku mau bgt ekonomi sumatera jauh berkembang dr sekarang 
267,positif,rakyat indonesia bangga mempunyai bapak jokowi yang dihargai oleh raja arab saudi. terima kasih bapak....   â€¦,rakyat indonesia bangga mempunyai bapak jokowi yang dihargai oleh raja arab saudi terima kasih bapak  â€¦
