,sentimen,before,after
371,positif,"tidak semua nitijen paham ekonomi makro, jadi pengennya yg instan, yg langsung dirasakan tiap2 individu, betapa beratnya jadi presiden indonesia sudah mbangun ini itu, mikir ini itu, masih saja dihujat entah ganti presiden atau tidak, saya rasa nitijen emang cuma bisa ngehujat","tidak semua nitijen paham ekonomi makro, jadi pengennya yg instan, yg langsung dirasakan tiap individu, betapa beratnya jadi presiden indonesia sudah mbangun ini itu, mikir ini itu, masih saja dihujat entah ganti presiden atau tidak, saya rasa nitijen emang cuma bisa ngehujat"
373,negatif,dampaknya ekonominya gimana? 7%? otak mana otak ðÿ˜‚ plonga plongo doang si,dampaknya ekonominya gimana? %? otak mana otak ðÿ˜‚ plonga plongo doang si
376,positif,"dengan mencoblos probowo sandi anda ikut beramal. karena selama 5 tahun,  gaji prabowo sandi  akan di sumbangkan ke fakir miskin,kaum duafa,dll","dengan mencoblos probowo sandi anda ikut beramal. karena selama  tahun,  gaji prabowo sandi  akan di sumbangkan ke fakir miskin,kaum duafa,dll"
380,positif,"ada yg mencoba menarik simpati dgn cara menjadi korban hacker, agar di kasihani dan didukung.. kami tetap menduking bapak @jokowi yg hasil kerja nyata nya sdh terbukti bukan hanya janji ini murah, itu murah, gak ambil gaji lah ini 2019 bung, bukan jaman orba. coblos putih jokowi","ada yg mencoba menarik simpati dgn cara menjadi korban hacker, agar di kasihani dan didukung.. kami tetap menduking bapak @jokowi yg hasil kerja nyata nya sdh terbukti bukan hanya janji ini murah, itu murah, gak ambil gaji lah ini  bung, bukan jaman orba. coblos putih jokowi"
381,netral,"gara-gara ketimpangan ekonomi, prabowo salahkan para presiden sebelum jokowi. 01jokowiamin jokowi menang total debat @jkfc23456789 @paltiwest @alvinolulu @katerinakwari  â€¦","gara-gara ketimpangan ekonomi, prabowo salahkan para presiden sebelum jokowi. jokowiamin jokowi menang total debat @jkfc @paltiwest @alvinolulu @katerinakwari  â€¦"
382,netral,populer b1 10: jokowi: naikkan tax ratio drastis bisa guncang ekonomi,populer b : jokowi: naikkan tax ratio drastis bisa guncang ekonomi
383,netral,ini yg katanya ahli ekonomi klrg itu ya ? cc @tvonenews @kompastv @trans7  ..,ini yg katanya ahli ekonomi klrg itu ya ? cc @tvonenews @kompastv @trans  ..
388,positif,"moga apa yg dicontohkan oleh ustadz abdul shomad yg minta dk diundang ke istana, & tdk diberi jabatan apapun jk prabowo-sandi mjd presiden, & prabowo-sandi tdk akan mengambil gaji nya, akan banyak muncul orang2 ikhlas yg berjuang utk indonesia adil dan makmur   â€¦","moga apa yg dicontohkan oleh ustadz abdul shomad yg minta dk diundang ke istana, & tdk diberi jabatan apapun jk prabowo-sandi mjd presiden, & prabowo-sandi tdk akan mengambil gaji nya, akan banyak muncul orang ikhlas yg berjuang utk indonesia adil dan makmur   â€¦"
393,negatif,ora sudi pilih jokowi lagi ..kapok dan neg ..2014 pilih berharap janji  janjinya sesuai omongannya tapi realitanya bikin kacau balau ekonomi  negeri ini ... 2019 keluarga besar kami sepakat pilih 02 prabowo sandi  untuk perubahan dan hilangnya kedholiman dan ketidakadilan   â€¦,ora sudi pilih jokowi lagi ..kapok dan neg .. pilih berharap janji  janjinya sesuai omongannya tapi realitanya bikin kacau balau ekonomi  negeri ini ...  keluarga besar kami sepakat pilih dua prabowo sandi  untuk perubahan dan hilangnya kedholiman dan ketidakadilan   â€¦
398,netral,capres 01 @jokowi: nasabah usaha mikro di pesantren hampir 90 persen adalah wanita. kami meyakini program kita bisa memberikan kemandirian bagi ekonomi keluarga. debat pilpres2019,capres satu @jokowi: nasabah usaha mikro di pesantren hampir  persen adalah wanita. kami meyakini program kita bisa memberikan kemandirian bagi ekonomi keluarga. debat pilpressatu
401,negatif,.... sangat aneh dan membingungkan kalau ada letjen pecatan yg seumur2 cuma di militer tdk pernah jadi menteri pun tetapi berkali2 mengatakan dari dulu ekonomi salah arah.... pertanyaannya salah arahnya dimana...??  dan solusinya apa...??   betul2 ngawur.,.... sangat aneh dan membingungkan kalau ada letjen pecatan yg seumur cuma di militer tdk pernah jadi menteri pun tetapi berkali mengatakan dari dulu ekonomi salah arah.... pertanyaannya salah arahnya dimana...??  dan solusinya apa...??   betul ngawur.
402,netral,"pemerintah jokowi begitu bersemangat untuk memastikan berjalannya pembangkit listrik pltucilacap demi memasok aliran listrik untuk rumah tangga, industri dan ekonomi indonesia lebih baik. jokowi membangun 2019pilih jokowi jokowi orang baik jokowi lagi","pemerintah jokowi begitu bersemangat untuk memastikan berjalannya pembangkit listrik pltucilacap demi memasok aliran listrik untuk rumah tangga, industri dan ekonomi indonesia lebih baik. jokowi membangun pilih jokowi jokowi orang baik jokowi lagi"
404,netral,jokowi menang total debat 3 kartu jokowi jadi jurus jitu program untuk kesejahteraan dan peningkatan ekonomi indonesia 01ndonesia maju,jokowi menang total debat  kartu jokowi jadi jurus jitu program untuk kesejahteraan dan peningkatan ekonomi indonesia ndonesia maju
405,negatif,"nah kan, buanyak beeng yg nyinyirin ttg janji pak @prabowo dan bang @sandiuno gak akan ambil gaji. miris liat kelakuan orang2 yg jempolnya loncer kek gini. gak tau ya, nyinyirin orang shodaqoh itu ciri2 munafiqun? lihat at tawbah : 79 uasdifitnah keji dan brutal","nah kan, buanyak beeng yg nyinyirin ttg janji pak @prabowo dan bang @sandiuno gak akan ambil gaji. miris liat kelakuan orang yg jempolnya loncer kek gini. gak tau ya, nyinyirin orang shodaqoh itu ciri munafiqun? lihat at tawbah :  uasdifitnah keji dan brutal"
406,negatif,inilah kelakuan para jongos2nya si @jokowi terus menebar kebencian sehingga akhirnya kini mayoritas rakyat dmn2 menginginkan ganti presiden.. dan itu harga mati !! mo curang silahkan berarti siap2 di gulingkan !! people power chaos,inilah kelakuan para jongosnya si @jokowi terus menebar kebencian sehingga akhirnya kini mayoritas rakyat dmn menginginkan ganti presiden.. dan itu harga mati !! mo curang silahkan berarti siap di gulingkan !! people power chaos
407,netral,rizal ramli: ekonomi indonesia tumbuh 8 persen kalau prabowo terpilih   â€¦,rizal ramli: ekonomi indonesia tumbuh  persen kalau prabowo terpilih   â€¦
410,positif,"pak ari, saya percaya pak prabowo dan pak sandiaga ga akan ngambil gaji, toh gajinya cuman 70 juta rupiah per bulan, yang notabene cuman recehan bagi mereka.  kalau hanya diiming-imingi hal seperti itu aja ga bakalan bikin saya goyah dan berubah haluan ke kubu 02.","pak ari, saya percaya pak prabowo dan pak sandiaga ga akan ngambil gaji, toh gajinya cuman  juta rupiah per bulan, yang notabene cuman recehan bagi mereka.  kalau hanya diiming-imingi hal seperti itu aja ga bakalan bikin saya goyah dan berubah haluan ke kubu dua."
411,negatif,karena otakmu... gak bisa nalar dengan sehat.. ya omongmu ngawur begini..   emang ketimpangan ekonomi cuma akibat yg ditimbulkan 5 tahun....,karena otakmu... gak bisa nalar dengan sehat.. ya omongmu ngawur begini..   emang ketimpangan ekonomi cuma akibat yg ditimbulkan  tahun....
414,positif,lanjutkan 2 periode  yg gk suka dgn pmbngunan infrastruktur itu gak paham tentang variabel pertumbuhan ekonomi,lanjutkan dua periode  yg gk suka dgn pmbngunan infrastruktur itu gak paham tentang variabel pertumbuhan ekonomi
426,positif,semoga president yang terpilih nanti bisa menurunkan harga tiket pesawat @jokowi @prabowo 01 02 dilemapengenjalanjalan,semoga president yang terpilih nanti bisa menurunkan harga tiket pesawat @jokowi @prabowo satu dua dilemapengenjalanjalan
428,positif,dengan memilih prabowo sandi anda akan beramal selama 5 th karena gaji mereka akan disumbangkan untuk kaum dhuafa dan anak yatim aamiin... ðÿ‘†ðÿ‘† the great campaign of prabowo,dengan memilih prabowo sandi anda akan beramal selama  th karena gaji mereka akan disumbangkan untuk kaum dhuafa dan anak yatim aamiin... ðÿ‘†ðÿ‘† the great campaign of prabowo
429,negatif,ohh prabowo ikuti 1400 karyawannya. yg tidak mengambil gajinya.ðÿ¤£ðÿ¤£ðÿ˜›ðÿ˜›   â€¦,ohh prabowo ikuti  karyawannya. yg tidak mengambil gajinya.ðÿ¤£ðÿ¤£ðÿ˜›ðÿ˜›   â€¦
430,positif,"bapak jokowi, 2 periode. harga mati photoshop john wick","bapak jokowi, dua periode. harga mati photoshop john wick"
432,positif,artinya presiden yg ke 6 tdk menerima  sandi akan dilimpahkan ke yatim piatu dan dhuafa subhanallah,artinya presiden yg ke  tdk menerima  sandi akan dilimpahkan ke yatim piatu dan dhuafa subhanallah
438,positif,siap ketuaku.....ini bukan saja harga diri partai tapi kinerja jokowi lebih jelas dan lebih dinikmati hasilnya untuk kemaslahatan ummat bukankah garis perjuangan ketua lebih berpihak ke masyarakat yg lemah dan jokowi sudah sangat banyak membantu masyarakat sampai di desa2....,siap ketuaku.....ini bukan saja harga diri partai tapi kinerja jokowi lebih jelas dan lebih dinikmati hasilnya untuk kemaslahatan ummat bukankah garis perjuangan ketua lebih berpihak ke masyarakat yg lemah dan jokowi sudah sangat banyak membantu masyarakat sampai di desa....
439,negatif,sedih ya bro..mudah2an di akhir periode ke 2 pemerintahan pak jokowi nanti harga diri kampret bisa naik..minimal jadi 250 ribu lah ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…,sedih ya bro..mudahduaan di akhir periode ke dua pemerintahan pak jokowi nanti harga diri kampret bisa naik..minimal jadi dua ribu lah ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…
440,positif,"mamfaat yang dapat diperoleh dari pelaksanaan asian games 2018 tidak hanya sebatas di bidang pembinaan olahraga nasional, tetapi juga dari sisi pembangunan infrastruktur, pariwisata, dan perekonomian secara lebih luas.â indonesia maju, jokowi hebat!","mamfaat yang dapat diperoleh dari pelaksanaan asian games  tidak hanya sebatas di bidang pembinaan olahraga nasional, tetapi juga dari sisi pembangunan infrastruktur, pariwisata, dan perekonomian secara lebih luas.â indonesia maju, jokowi hebat!"
441,negatif,"mestinya dia liat dan datang. bahwa yg datang kesana org2 mukanya cling, fasionable, happy, gak ada kelihatan org yg susah. kalo pun mrk ekonominya sederhana..mrk dtg dgn rasa bahagia dan bangga. jd gak ada yg bayar..krn cebong adalah org yg makmur lahir bathin.","mestinya dia liat dan datang. bahwa yg datang kesana org mukanya cling, fasionable, happy, gak ada kelihatan org yg susah. kalo pun mrk ekonominya sederhana..mrk dtg dgn rasa bahagia dan bangga. jd gak ada yg bayar..krn cebong adalah org yg makmur lahir bathin."
443,negatif,"masalahnya dulu kamu janji pertumbuhan ekonomi 7%, meroket katamu! janji stop import, janji stop utang, janji ini itu... kalo nggak mampu ya lambaikan tangan! biar @prabowo @sandiuno saja! jangan kebanyakan ngeles!","masalahnya dulu kamu janji pertumbuhan ekonomi %, meroket katamu! janji stop import, janji stop utang, janji ini itu... kalo nggak mampu ya lambaikan tangan! biar @prabowo @sandiuno saja! jangan kebanyakan ngeles!"
444,netral,"di korsel banyak yg main game starcraft, sampe bener2 pro bener mainnya.  negaranya maju, militernya kuat, ekonominya sangat kuat.","di korsel banyak yg main game starcraft, sampe bener pro bener mainnya.  negaranya maju, militernya kuat, ekonominya sangat kuat."
447,netral,"prabowo janji pertumbuhan ekonomi 8%, rizal ramli jelaskan caranya","prabowo janji pertumbuhan ekonomi %, rizal ramli jelaskan caranya"
453,positif,@celotehprabu assalammu'aalaikum wr  bpk prabowo sandi...jng hanya guru honor k2 saja yg di perhatikan tetapi para guru2 honor/honorer di sekolah2 swasta lah yg harus di fikiran mereka hidup tdk layak dng gaji seenak yayasan saja di bawah umr& sang,@celotehprabu assalammu'aalaikum wr  bpk prabowo sandi...jng hanya guru honor k saja yg di perhatikan tetapi para guru honor/honorer di sekolah swasta lah yg harus di fikiran mereka hidup tdk layak dng gaji seenak yayasan saja di bawah umr& sang
455,positif,"2004, sy pilih sby jk, tapi 10th tdk dihargai @prabowo, sy mau @agusyudhoyono jadi capres 2024, sy pilih @jokowi krn kalo @prabowo menang pasti mau 2 periode juga, 2019tetep jokowi 2024capres ahy demokrat pasti aman 5 besar pemilu menurut @dennyja_world","dua, sy pilih sby jk, tapi th tdk dihargai @prabowo, sy mau @agusyudhoyono jadi capres duadua, sy pilih @jokowi krn kalo @prabowo menang pasti mau dua periode juga, duatetep jokowi duaduacapres ahy demokrat pasti aman  besar pemilu menurut @dennyja_world"
456,negatif,"kalau benar, codot cuma dihargai 200rb murah benar. harga dirinya cuma 50rb - 200rb. gua dibayar 20jt diminta datang ke kampanyenya prabowo aja ogah.","kalau benar, codot cuma dihargai rb murah benar. harga dirinya cuma rb - rb. gua dibayar jt diminta datang ke kampanyenya prabowo aja ogah."
457,positif,"ada pula dampak second round effect pada momen asian games 2018 yang terjadi karena adanya efek pengganda terhadap perekonomian sehingga dapat menyebabkan penciptaan lapangan kerja, pertumbuhan ekonomi, dan penambahan pendapatan masyarakat. jokowi hebat!","ada pula dampak second round effect pada momen asian games  yang terjadi karena adanya efek pengganda terhadap perekonomian sehingga dapat menyebabkan penciptaan lapangan kerja, pertumbuhan ekonomi, dan penambahan pendapatan masyarakat. jokowi hebat!"
459,netral,". sebelumnya harga bbm di papua senilai rp 100.000/liter, sungguh drastik, di era jokowi mampu menekan harga premium seharga rp6.450/liter setara dengan harga bbm di seantero nusantara. pili orangbaik pilih jelas islamnya pilih baju putih",". sebelumnya harga bbm di papua senilai rp ./liter, sungguh drastik, di era jokowi mampu menekan harga premium seharga rp./liter setara dengan harga bbm di seantero nusantara. pili orangbaik pilih jelas islamnya pilih baju putih"
464,negatif,"penerimaan pajak itu bahasa kerennya tax ratio  tax ratio itu sumber penerimaan pajak, jadi jelas yang ditambah itu sumbernya, bukan tarifnya  contohnya cukong2 konglomerat yang selama ini gak bayar pajak dipaksa untuk bayar  yang bilang kontradiksi berarti ketauan gak paham","penerimaan pajak itu bahasa kerennya tax ratio  tax ratio itu sumber penerimaan pajak, jadi jelas yang ditambah itu sumbernya, bukan tarifnya  contohnya cukong konglomerat yang selama ini gak bayar pajak dipaksa untuk bayar  yang bilang kontradiksi berarti ketauan gak paham"
466,positif,"hahahaha.... kalau mau sumbang itu bukan gaji om. tapi dana operasional presiden dan wapres, berani gak????  saya yakin kagak. kenapa? krn dana operasional itu  knp @jokowi justru beli sabun 2m,bagi sepeda,bagi  dana operasional,yg dia beri utk rakyat","hahahaha.... kalau mau sumbang itu bukan gaji om. tapi dana operasional presiden dan wapres, berani gak????  saya yakin kagak. kenapa? krn dana operasional itu  knp @jokowi justru beli sabun m,bagi sepeda,bagi  dana operasional,yg dia beri utk rakyat"
468,negatif,"pokonya ekonomi meroket lah, hidup mobile legend, 2019gantipresiden kumsi","pokonya ekonomi meroket lah, hidup mobile legend, gantipresiden kumsi"
472,positif,"dari data lu aja keliatan kan? di zaman jokowi cuma 2,6% tapi infrastruktur nambah dimana2..dana desa triliunan sehingga desa bergerak ekonominya..gila keren emang indonesia di zaman jokowi..lebih keren lagi pastinya di periode ke 2 ðÿ˜žðÿ˜žðÿ˜žðÿ˜ž","dari data lu aja keliatan kan? di zaman jokowi cuma dua,% tapi infrastruktur nambah dimanadua..dana desa triliunan sehingga desa bergerak ekonominya..gila keren emang indonesia di zaman jokowi..lebih keren lagi pastinya di periode ke dua ðÿ˜žðÿ˜žðÿ˜žðÿ˜ž"
473,positif,"maka dari itu jangan sampai memilih mereka,entar kekayaan alam nusantara:emas,migas,tanah & uang kas negara habis masuk ke bank2 luar negeri,mereka sudah rencana tidak mau terima gaji presiden,terlalu sedikit buat @prabowo & @sandiuno mereka kelas kakap,ikan teri utk bawahan2 aja  â€¦","maka dari itu jangan sampai memilih mereka,entar kekayaan alam nusantara:emas,migas,tanah & uang kas negara habis masuk ke bank luar negeri,mereka sudah rencana tidak mau terima gaji presiden,terlalu sedikit buat @prabowo & @sandiuno mereka kelas kakap,ikan teri utk bawahan aja  â€¦"
474,netral,"jangan cuma bisa sebut pertumbuhan  ekonomi saat rezim sby 6%, jokowi 5%, coba diliat trennya sejak 2004 sd 2014. grafiknya turun terus sampai dibalikkan jokowi th 2016. cek juga inflasi masa sby vs jokowi.","jangan cuma bisa sebut pertumbuhan  ekonomi saat rezim sby %, jokowi %, coba diliat trennya sejak  sd . grafiknya turun terus sampai dibalikkan jokowi th . cek juga inflasi masa sby vs jokowi."
480,netral,"total dampak dari asian games 2018 berkontribusi langsung terhadap produk domestik bruto (pdb) negara dan pertumbuhan ekonomi indonesia. jokowi hebat, indonesia maju!","total dampak dari asian games  berkontribusi langsung terhadap produk domestik bruto (pdb) negara dan pertumbuhan ekonomi indonesia. jokowi hebat, indonesia maju!"
481,netral,"nilai ekonomi seperti peningkatan pariwisata, peningkatan kesempatan kerja, peningkatan kesempatan usaha, promosi kota penyelenggaraan, dan penciptaan nilai tambah ekonomi juga diraih negara sebagi penyelenggara asian games 2018. jokowi hebat! jokowi sekali lagi!","nilai ekonomi seperti peningkatan pariwisata, peningkatan kesempatan kerja, peningkatan kesempatan usaha, promosi kota penyelenggaraan, dan penciptaan nilai tambah ekonomi juga diraih negara sebagi penyelenggara asian games . jokowi hebat! jokowi sekali lagi!"
483,netral,"dampak ekonomi tdk langsung asian games 2018, meliputi tahap konstruksi, operasional penyelenggaraan &kedatangan pengunjung, berkontribusi pd pertumbuhan pdb dan nilai tambah ekonomi, peningkatan output sektor, penyerapan tenaga kerja, & peningkatan pendapatan riil. jokowi hebat!","dampak ekonomi tdk langsung asian games , meliputi tahap konstruksi, operasional penyelenggaraan &kedatangan pengunjung, berkontribusi pd pertumbuhan pdb dan nilai tambah ekonomi, peningkatan output sektor, penyerapan tenaga kerja, & peningkatan pendapatan riil. jokowi hebat!"
485,positif,pakdeku juarakkk!! presiden aja bisa menghargai para driver..lahh trus cs rese yg bukan sapa2 knp suka meremehkann driver? tapi ga smua jg cs bgtu,pakdeku juarakkk!! presiden aja bisa menghargai para driver..lahh trus cs rese yg bukan sapa knp suka meremehkann driver? tapi ga smua jg cs bgtu
486,negatif,topik debat kan tentang ekonomi dan kesejahteraan sosial keuangan dan investasi serta perdagangan dan industri ... trs kenapa malah pk jokowi membahas  e - sports ... game sprt mobile legend dota 2 sama pubg  itu game yg membuat anak2 kita terlena,topik debat kan tentang ekonomi dan kesejahteraan sosial keuangan dan investasi serta perdagangan dan industri ... trs kenapa malah pk jokowi membahas  e - sports ... game sprt mobile legend dota dua sama pubg  itu game yg membuat anakdua kita terlena
487,negatif,kasihan ya hari gini baru bicara harga2,kasihan ya hari gini baru bicara harga
488,positif,tgb menilai jokowi bahwa pada debat kemarin jokowi kuasai soal bagaimama membangun ekonomi kreatif. 01jokowi amin jokowi menang total debat @alvinolulu @barna_byo @katerinakwari  â€¦,tgb menilai jokowi bahwa pada debat kemarin jokowi kuasai soal bagaimama membangun ekonomi kreatif. jokowi amin jokowi menang total debat @alvinolulu @barna_byo @katerinakwari  â€¦
491,netral,orang2 yg benar faham ekonomi yg akan membantu pak @prabowo,orang yg benar faham ekonomi yg akan membantu pak @prabowo
495,positif,"senang,gembira lihat lautan manusia kemarin tepatnya tgl 13 april 2019,pintar cinta damai bukan provokator dan tdk muda percaya hoax mendukung pak @jokowi jgn  harga mati konser putih ber satu","senang,gembira lihat lautan manusia kemarin tepatnya tgl  april ,pintar cinta damai bukan provokator dan tdk muda percaya hoax mendukung pak @jokowi jgn  harga mati konser putih ber satu"
496,negatif,"anjing aja lebih punya harga diri dari pada kalia @projo45 yg rela nyuri/maling cm demi terlihat rame,,, apa pak @jokowi  yg instruksikan  kalian spy menghalalka  segala cara..!?","anjing aja lebih punya harga diri dari pada kalia @projo yg rela nyuri/maling cm demi terlihat rame,,, apa pak @jokowi  yg instruksikan  kalian spy menghalalka  segala cara..!?"
497,negatif,tetapi tetap tdk bisa kebijakan ekonomi nasional hanya di dasarkan pada 1 - 2 orang yg mengeluh harga2 mahal. mau di bawa ke mana ekonomi negara ini..?,tetapi tetap tdk bisa kebijakan ekonomi nasional hanya di dasarkan pada satu - dua orang yg mengeluh hargadua mahal. mau di bawa ke mana ekonomi negara ini..?
498,positif,"kadang bingung juga, mereka2 yg tak bersyukur ada infrastruktur jembatan mempermudah kegiatan perekonomian di timur indonesia preaiden kalo cuma mau menang bangun aja di jawa selesai dpt dukung banyak tapi jokowi menjalan pembangunan keadilan seluruh rakyat indonesia optimis","kadang bingung juga, mereka yg tak bersyukur ada infrastruktur jembatan mempermudah kegiatan perekonomian di timur indonesia preaiden kalo cuma mau menang bangun aja di jawa selesai dpt dukung banyak tapi jokowi menjalan pembangunan keadilan seluruh rakyat indonesia optimis"
502,negatif,masak kebijakan ekonomi nasional hanya di dasarkan pada keluhan 1 - 2 orang harga mahal..? mau dibawa kemana ekonomi negara ini..? ðÿ˜,masak kebijakan ekonomi nasional hanya di dasarkan pada keluhan satu - dua orang harga mahal..? mau dibawa kemana ekonomi negara ini..? ðÿ˜
503,positif,beneran itu paling kocak kemaren..ditambah lagi pas uno diajarin ekonomi makro ama pak jokowi..anjaaay lulusan summa cum laude diajarin ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜… tamat dah itu pasangan 02 ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…,beneran itu paling kocak kemaren..ditambah lagi pas uno diajarin ekonomi makro ama pak jokowi..anjaaay lulusan summa cum laude diajarin ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜… tamat dah itu pasangan dua ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…ðÿ˜…
504,positif,"jokowi lebih cepat merespon perubahan & tuntutan jaman, merangkul semua kalangan & hasil kerjanya nyata. sentuhan jokowi mengangkat harga diri bangsa dimata dunia. memilih jokowi, melawan khilafah & preman brjubah yg menjual agama u/ takut2i rakyat","jokowi lebih cepat merespon perubahan & tuntutan jaman, merangkul semua kalangan & hasil kerjanya nyata. sentuhan jokowi mengangkat harga diri bangsa dimata dunia. memilih jokowi, melawan khilafah & preman brjubah yg menjual agama u/ takuti rakyat"
505,netral,"boleh. ketemuan ya kita? berapa nomor whatsapp ente? saya di pebayuran, bekasi. petani di pebayuran ga ada masalah. harga fluktuatif, normal. kisaran 4.200 sampai 4.800 per kilo untuk gabah kering.","boleh. ketemuan ya kita? berapa nomor whatsapp ente? saya di pebayuran, bekasi. petani di pebayuran ga ada masalah. harga fluktuatif, normal. kisaran . sampai . per kilo untuk gabah kering."
509,netral,"dibukuny konsep prabowo : tidak impor dan hutang luar negeri yg jor2an, meningkat rasio pajak,  menutup kran2 kebocoran apbn, industrialisasi, meningkatkn gaji pns dan penegak hukum utk mengurangi korupsi, memperkuat kpk, dsb","dibukuny konsep prabowo : tidak impor dan hutang luar negeri yg joran, meningkat rasio pajak,  menutup kran kebocoran apbn, industrialisasi, meningkatkn gaji pns dan penegak hukum utk mengurangi korupsi, memperkuat kpk, dsb"
510,negatif,"sebetulnya pak prabowo mau bilang, lu jadi presiden 4,5 tahun ngapain aje? gitu lo mbak! polos banget! pertmbuhan ekonomi meroket dari 7% jadi 5%. hebat ga tuh?","sebetulnya pak prabowo mau bilang, lu jadi presiden , tahun ngapain aje? gitu lo mbak! polos banget! pertmbuhan ekonomi meroket dari % jadi %. hebat ga tuh?"
513,positif,"best quote of the day: dengan mencoblos prabowo sandi, anda telah berinfaq selama 5 tahun, karena gaji mereka disumbangkan pada kaum dhuafa & anak yatim prabowosandimenang uasdifitnah keji dan brutal","best quote of the day: dengan mencoblos prabowo sandi, anda telah berinfaq selama  tahun, karena gaji mereka disumbangkan pada kaum dhuafa & anak yatim prabowosandimenang uasdifitnah keji dan brutal"
514,negatif,"18m, 1m, 8m, hhhhhh oke deh gini, prestasi bapak sandi dalam membangkitkan ekonomi secara signifikan apa? solusi bapak prabowo mengentaskan pendidikan orang orang bodoh seperti apa? kalau memang pemerintahan sekarang buruk,sistem apa yang harus diubah? satu aja dan solusi.   â€¦","m, m, m, hhhhhh oke deh gini, prestasi bapak sandi dalam membangkitkan ekonomi secara signifikan apa? solusi bapak prabowo mengentaskan pendidikan orang orang bodoh seperti apa? kalau memang pemerintahan sekarang buruk,sistem apa yang harus diubah? satu aja dan solusi.   â€¦"
515,netral,"tidak impor hal yang mudah. imbasnya harga sembako naik. ente bakal kaing2 karena harga mahal. semakin banyak produksi, harga jual jadi murah, yang rugi petani juga. bukan jumlahnya yg digenjot, tapi link ke pembeli yg perlu diperbaiki. maka perlunya melek teknologi.","tidak impor hal yang mudah. imbasnya harga sembako naik. ente bakal kaing karena harga mahal. semakin banyak produksi, harga jual jadi murah, yang rugi petani juga. bukan jumlahnya yg digenjot, tapi link ke pembeli yg perlu diperbaiki. maka perlunya melek teknologi."
517,negatif,kalau ngga mampu ya jangan janji mas.....yg ngomong dan bikin rencana kan anda sendiri....ekonomi tumbuh 7% ....sekarang ko merong merong ngga tercapai....kalah sama malay dan thailand,kalau ngga mampu ya jangan janji mas.....yg ngomong dan bikin rencana kan anda sendiri....ekonomi tumbuh % ....sekarang ko merong merong ngga tercapai....kalah sama malay dan thailand
521,negatif,kata siapa mas? sesekalia jalan2 ke karawang sini.. petani disini menjerit semenjak jokowi harga gabah turun drasti karena banyak impor saat panen raya savepetanikarawang,kata siapa mas? sesekalia jalan ke karawang sini.. petani disini menjerit semenjak jokowi harga gabah turun drasti karena banyak impor saat panen raya savepetanikarawang
526,negatif,edunnn.... sekelas menterinya pak @jokowi  sekelas pejabatnya @cakiminow @dpp_pkb  bisa2nya nyebar hoax. @kemkominfo @rudiantara_id digaji rakyat ngapain aja klo temen sendiri nyebar hoax dibiarkan????,edunnn.... sekelas menterinya pak @jokowi  sekelas pejabatnya @cakiminow @dpp_pkb  bisanya nyebar hoax. @kemkominfo @rudiantara_id digaji rakyat ngapain aja klo temen sendiri nyebar hoax dibiarkan????
529,positif,"kalau pak prabowo saya tau dia dari dulu memang tak ambil gaji semasa masih jadi anggota.. info dari bpk2 purna beda orang beda tempat.. dgr ttg pak prabowo dari mereka, saya yakin mereka jujur tusuk prabowo sandi tusuk prabowo sandi","kalau pak prabowo saya tau dia dari dulu memang tak ambil gaji semasa masih jadi anggota.. info dari bpk purna beda orang beda tempat.. dgr ttg pak prabowo dari mereka, saya yakin mereka jujur tusuk prabowo sandi tusuk prabowo sandi"
530,negatif,"ada yg bilang trans papua, mrt karya jokowi....heboh 1 indonesia memprotes pernyataan itu. satu orang yg lainnya bilang ""pembangunan ekonomi salah arah, bkn salah jokowi tp salah presiden sebelumâ²nya""... diam satu indonesia ... krik krik krik ternyata satu org ini sungguh sakti..","ada yg bilang trans papua, mrt karya jokowi....heboh satu indonesia memprotes pernyataan itu. satu orang yg lainnya bilang ""pembangunan ekonomi salah arah, bkn salah jokowi tp salah presiden sebelumâ²nya""... diam satu indonesia ... krik krik krik ternyata satu org ini sungguh sakti.."
531,negatif,"overheard   ðÿ‘§ ehmm jokowi bagus sih di segi pembangunan ðÿ™ž iyaa ekonomi jg makin maju ðÿ‘§ tapi ya gue males sih milih dia. soalnya pembangunannya ga gua rasain. dia bikin jalan tol, gua kan kemana2 naik motor  awas aja lu mudik lewat tol ya bu!","overheard   ðÿ‘§ ehmm jokowi bagus sih di segi pembangunan ðÿ™ž iyaa ekonomi jg makin maju ðÿ‘§ tapi ya gue males sih milih dia. soalnya pembangunannya ga gua rasain. dia bikin jalan tol, gua kan kemana naik motor  awas aja lu mudik lewat tol ya bu!"
