,sentimen,before,after
428,positif,dengan memilih prabowo sandi anda akan beramal selama th karena gaji mereka akan disumbangkan untuk kaum dhuafa dan anak yatim aamiin the great campaign of prabowo,dengan pilih prabowo sandi anda akan amal lama th karena gaji mereka akan sumbang untuk kaum dhuafa dan anak yatim aamiin the great campaign of prabowo
429,negatif,ohh prabowo ikuti karyawannya yg tidak mengambil gajinya,ohh prabowo ikut karyawannya yg tidak ambil gaji
431,negatif,hadeh susah sih kalo otaknya ketinggal di jaman batu itu berarti pak jokowi melek digital bukan yg jawabnya yang onlen onlen ya tp lebih penting lagi sih bayar gaji pegawai ngurus perusahaan aja gak bisa gmb mau ngurus negara wkwkwk,hadeh susah sih kalo otak tinggal di jaman batu itu arti pak jokowi melek digital bukan yg jawab yang onlen onlen ya tp lebih penting lagi sih bayar gaji pegawai ngurus usaha aja gak bisa gmb mau ngurus negara wkwkwk
432,positif,artinya presiden yg ke tdk menerima sandi akan dilimpahkan ke yatim piatu dan dhuafa subhanallah,arti presiden yg ke tdk terima sandi akan limpah ke yatim piatu dan dhuafa subhanallah
433,positif,logistik lancar arus barang lancar aman ga ada preman jalan bagus bikin kendaraan awet akhirnya harga murah dan penduduk sumatra yang menang bareng jokowi,logistik lancar arus barang lancar aman ga ada preman jalan bagus bikin kendara awet akhir harga murah dan duduk sumatra yang menang bareng jokowi
434,positif,klo ini terlaksana saya yakin pak prabowo dgn kebesaran hatinya akan mengatakan sys belum bisa ngaji klu satunya barangkali akan meng iyakan demi sandiwara hiks hiks hiks pilih orang baik pilih jelas islamnya pilih baju putih,klo ini laksana saya yakin pak prabowo dgn besar hati akan kata sys belum bisa ngaji klu satu barangkali akan meng iya demi sandiwara hiks hiks hiks pilih orang baik pilih jelas islam pilih baju putih
435,netral,paguyuban suami suami gaji paspasan mengucapkan terima kasih istriku karena ga pernah nuntut buat beliin tas hermes jokowi,paguyuban suami suami gaji paspasan ucap terima kasih istri karena ga pernah nuntut buat beliin tas hermes jokowi
436,positif,mantap semoga roda ekonomi papua berjalan lebih efektif dan efisien terimakasih pak jokowi,mantap moga roda ekonomi papua jalan lebih efektif dan efisien terimakasih pak jokowi
437,negatif,kalau sampai nanti kalian ambil gaji itu apa yg kalian makan dari hasil gaji itu akan memakan tubuh anda dari dalam,kalau sampai nanti kalian ambil gaji itu apa yg kalian makan dari hasil gaji itu akan makan tubuh anda dari dalam
438,positif,siap ketuaku ini bukan saja harga diri partai tapi kinerja jokowi lebih jelas dan lebih dinikmati hasilnya untuk kemaslahatan ummat bukankah garis perjuangan ketua lebih berpihak ke masyarakat yg lemah dan jokowi sudah sangat banyak membantu masyarakat sampai di desa,siap ketua ini bukan saja harga diri partai tapi kerja jokowi lebih jelas dan lebih nikmat hasil untuk maslahat ummat bukankah garis juang ketua lebih pihak ke masyarakat yg lemah dan jokowi sudah sangat banyak bantu masyarakat sampai di desa
439,negatif,sedih ya bro mudahduaan di akhir periode ke dua pemerintahan pak jokowi nanti harga diri kampret bisa naik minimal jadi dua ribu lah,sedih ya bro mudahduaan di akhir periode ke dua perintah pak jokowi nanti harga diri kampret bisa naik minimal jadi dua ribu lah
440,positif,mamfaat yang dapat diperoleh dari pelaksanaan asian games tidak hanya sebatas di bidang pembinaan olahraga nasional tetapi juga dari sisi pembangunan infrastruktur pariwisata dan perekonomian secara lebih luas indonesia maju jokowi hebat,mamfaat yang dapat oleh dari laksana asi games tidak hanya batas di bidang bina olahraga nasional tetapi juga dari sisi bangun infrastruktur pariwisata dan ekonomi cara lebih luas indonesia maju jokowi hebat
441,negatif,mestinya dia liat dan datang bahwa yg datang kesana org mukanya cling fasionable happy gak ada kelihatan org yg susah kalo pun mrk ekonominya sederhana mrk dtg dgn rasa bahagia dan bangga jd gak ada yg bayar krn cebong adalah org yg makmur lahir bathin,mesti dia liat dan datang bahwa yg datang kesana org muka cling fasionable happy gak ada lihat org yg susah kalo pun mrk ekonomi sederhana mrk dtg dgn rasa bahagia dan bangga jd gak ada yg bayar krn cebong adalah org yg makmur lahir bathin
442,positif,oohh baiklah beda judul aja ya diambil cash di transfer judulnya saya tetap,oohh baik beda judul aja ya ambil cash di transfer judul saya tetap
443,negatif,masalahnya dulu kamu janji pertumbuhan ekonomi meroket katamu janji stop import janji stop utang janji ini itu kalo nggak mampu ya lambaikan tangan biar prabowo sandiuno saja jangan kebanyakan ngeles,masalah dulu kamu janji tumbuh ekonomi roket kata janji stop import janji stop utang janji ini itu kalo nggak mampu ya lambai tangan biar prabowo sandiuno saja jangan banyak ngeles
444,netral,di korsel banyak yg main game starcraft sampe bener pro bener mainnya negaranya maju militernya kuat ekonominya sangat kuat,di korsel banyak yg main game starcraft sampe bener pro bener main negara maju militer kuat ekonomi sangat kuat
445,netral,demi kelangsungan peningkatan perekonomian kesehatan pendidikan serta kesejahteraan sosial di indonesia jokowi terus menerapkan beberapa ide ide baru dngan harapan banyak faktor di indonesia yang meningkat seiring dengan berjalannya waktu dimasa pmerintahannya pili orangbaik,demi langsung tingkat ekonomi sehat didik serta sejahtera sosial di indonesia jokowi terus terap beberapa ide ide baru dngan harap banyak faktor di indonesia yang tingkat iring dengan jalan waktu masa pmerintahannya pil orangbaik
446,positif,kenapa sandi bahas kalau salah mas kan bisa jadi poin besar untuk buktikan jokowi bagus atau emang prabowo yg tau ekonomi makro atau ekonomi skala nasional,kenapa sandi bahas kalau salah mas kan bisa jadi poin besar untuk bukti jokowi bagus atau emang prabowo yg tau ekonomi makro atau ekonomi skala nasional
447,netral,prabowo janji pertumbuhan ekonomi rizal ramli jelaskan caranya,prabowo janji tumbuh ekonomi rizal ramli jelas cara
448,netral,sandiuno prabowo mardanialisera fadlizon prabowo berujar salah arahnya pembangunan ekonomi indonesia saat ini juga tak terlepas dari andil presiden sebelum jokowi anjay prabowo salahkan sby koalisi prabohong wowo capres abadi,sandiuno prabowo mardanialisera fadlizon prabowo ujar salah arah bangun ekonomi indonesia saat ini juga tak lepas dari andil presiden belum jokowi anjay prabowo salah sby koalisi prabohong wowo capres abadi
449,netral,secara khusus presiden jokowi ingin melakukan pembangunan manusia sebab tantangan global menuntut penguatan sumber daya manusia sdm sebagai penopang perekonomian pili orangbaik pilih jelas islamnya pilih baju putih,cara khusus presiden jokowi ingin laku bangun manusia sebab tantang global tuntut kuat sumber daya manusia sdm bagai topang ekonomi pil orangbaik pilih jelas islam pilih baju putih
450,netral,inilah bukti pemerataan pembangunan yang dimaksud jokowi diharapkan koneksi warga papua lebih efisien dan titik ekonomi baru tercipta,ini bukti perata bangun yang maksud jokowi harap koneksi warga papua lebih efisien dan titik ekonomi baru cipta
451,positif,pertumbuhan ekonomi harus diimbangi dengan pemerataan selain untuk mencegah ketimpangan juga demi mewujudkan keadilan bagi seluruh rakyat indonesia jokowi pilih orang baik pilih yg jelas islamnya pilih yg baju putih,tumbuh ekonomi harus imbang dengan perata selain untuk cegah timpang juga demi wujud adil bagi seluruh rakyat indonesia jokowi pilih orang baik pilih yg jelas islam pilih yg baju putih
453,positif,celotehprabu assalammuaalaikum wr bpk prabowo sandi jng hanya guru honor saja yg di perhatikan tetapi para guru honor honorer di sekolah swasta lah yg harus di fikiran mereka hidup tdk layak dng gaji seenak yayasan saja di bawah umr sang,celotehprabu assalammuaalaikum wr bpk prabowo sandi jng hanya guru honor saja yg di perhati tetapi para guru honor honorer di sekolah swasta lah yg harus di fikiran mereka hidup tdk layak dng gaji enak yayasan saja di bawah umr sang
454,positif,yaa allah banyak dari kami blm mampu berbagi utk sesama namun kami hanya mampu melalui hati dgn memilih prabowo sandi sbg presiden dimana beliau akan memberikan gajinya utk anak yatim dan kaum dhuafa yaa allah berilah amanah kpd beliau berdua,yaa allah banyak dari kami blm mampu bagi utk sama namun kami hanya mampu lalu hati dgn pilih prabowo sandi sbg presiden mana beliau akan beri gaji utk anak yatim dan kaum dhuafa yaa allah ilah amanah kpd beliau dua
455,positif,dua sy pilih sby jk tapi th tdk dihargai prabowo sy mau agusyudhoyono jadi capres duadua sy pilih jokowi krn kalo prabowo menang pasti mau dua periode juga duatetep jokowi duaduacapres ahy demokrat pasti aman besar pemilu menurut dennyja world,dua sy pilih sby jk tapi th tdk harga prabowo sy mau agusyudhoyono jadi capres duadua sy pilih jokowi krn kalo prabowo menang pasti mau dua periode juga duatetep jokowi duaduacapres ahy demokrat pasti aman besar milu turut dennyja world
456,negatif,kalau benar codot cuma dihargai rb murah benar harga dirinya cuma rb rb gua dibayar jt diminta datang ke kampanyenya prabowo aja ogah,kalau benar codot cuma harga rb murah benar harga diri cuma rb rb gua bayar jt minta datang ke kampanye prabowo aja ogah
457,positif,ada pula dampak second round effect pada momen asian games yang terjadi karena adanya efek pengganda terhadap perekonomian sehingga dapat menyebabkan penciptaan lapangan kerja pertumbuhan ekonomi dan penambahan pendapatan masyarakat jokowi hebat,ada pula dampak second round effect pada momen asi games yang jadi karena ada efek ganda hadap ekonomi sehingga dapat sebab cipta lapang kerja tumbuh ekonomi dan tambah dapat masyarakat jokowi hebat
458,netral,jika prabowo sandi menang saya berjanji tidak akan mengambil gajinya,jika prabowo sandi menang saya janji tidak akan ambil gaji
459,netral,sebelumnya harga bbm di papua senilai rp liter sungguh drastik di era jokowi mampu menekan harga premium seharga rp liter setara dengan harga bbm di seantero nusantara pili orangbaik pilih jelas islamnya pilih baju putih,belum harga bbm di papua nila rp liter sungguh drastik di era jokowi mampu tekan harga premium harga rp liter tara dengan harga bbm di antero nusantara pil orangbaik pilih jelas islam pilih baju putih
460,positif,hahaha takdelah amin yang jadi calon naib presiden dengan jokowi tu pun pemimpin majelis ulama indonesia saja pilih prabowo sebab jokowi ada masalah ekonomi waktu jadi presiden dulu,hahaha takdelah amin yang jadi calon naib presiden dengan jokowi tu pun pimpin majelis ulama indonesia saja pilih prabowo sebab jokowi ada masalah ekonomi waktu jadi presiden dulu
461,netral,bila terpipilh prabowo sandi akan berikan seluruh gajinya untuk fakir miskin,bila terpipilh prabowo sandi akan ikan seluruh gaji untuk fakir miskin
462,netral,salah satu wacana untuk memanfaatkan teknologi dalam sport juga patut diacungi jempol wadah dan regulasi yg jelas bisa memberikan angin segar pada perputaran ekonomi pajak dari sektor ini perlu dikawal anak muda punya kegiatan positif negara bisa mewadahi itu juga misi,salah satu wacana untuk manfaat teknologi dalam sport juga patut acung jempol wadah dan regulasi yg jelas bisa beri angin segar pada putar ekonomi pajak dari sektor ini perlu kawal anak muda punya giat positif negara bisa wadah itu juga misi
463,negatif,saham sdh dijual aset banyak berkurang sekarang tidak akan menerima gaji hm mau korupsi yg seberapa,saham sdh jual aset banyak kurang sekarang tidak akan terima gaji hm mau korupsi yg berapa
464,negatif,penerimaan pajak itu bahasa kerennya tax ratio tax ratio itu sumber penerimaan pajak jadi jelas yang ditambah itu sumbernya bukan tarifnya contohnya cukong konglomerat yang selama ini gak bayar pajak dipaksa untuk bayar yang bilang kontradiksi berarti ketauan gak paham,terima pajak itu bahasa keren tax ratio tax ratio itu sumber terima pajak jadi jelas yang tambah itu sumber bukan tarif contoh cukong konglomerat yang lama ini gak bayar pajak paksa untuk bayar yang bilang kontradiksi arti tau gak paham
465,negatif,bu ning dr tengaran mengeluhkan harga kacang yg slalu terjepit harga susu yg kian menonjol dan harga kolor yg turun naik di mana pak jokowi,bu ning dr tengar keluh harga kacang yg slalu jepit harga susu yg kian tonjol dan harga kolor yg turun naik di mana pak jokowi
467,positif,di saat yg tak berotak memikirkan mobile legend di satu sisi orang cerdas memikirkan ekonomi kerakyatan uasdifitnah keji dan brutal,di saat yg tak otak pikir mobile legend di satu sisi orang cerdas pikir ekonomi rakyat uasdifitnah keji dan brutal
468,negatif,pokonya ekonomi meroket lah hidup mobile legend gantipresiden kumsi,poko ekonomi roket lah hidup mobile legend gantipresiden kumsi
469,negatif,kalau lihat total program pasti tahu kualitas jika membahas respon wacana perputaran ekonomi dari dunia game esport itu juga bisa menjadikan ekonomi sedikit terangkat ibu kenal ibu mia ga yg dari tegal,kalau lihat total program pasti tahu kualitas jika bahas respon wacana putar ekonomi dari dunia game esport itu juga bisa jadi ekonomi sedikit angkat ibu kenal ibu mia ga yg dari tegal
470,positif,gaji buta dong pak mending kami laporkan ke pak prabowo kalau dengan izin allah beliau jadi presiden gantiin bapak,gaji buta dong pak mending kami lapor ke pak prabowo kalau dengan izin allah beliau jadi presiden gantiin bapak
471,negatif,kerjanya jokowi bbm naik listrik naik bpjs defisit hutang membengkak harga sawit anjlok harga karet anjolk petani garam menjerit semua susah waktunya ganti presiden,kerja jokowi bbm naik listrik naik bpjs defisit hutang bengkak harga sawit anjlok harga karet anjolk tani garam jerit semua susah waktu ganti presiden
472,positif,dari data lu aja keliatan kan di zaman jokowi cuma dua tapi infrastruktur nambah dimanadua dana desa triliunan sehingga desa bergerak ekonominya gila keren emang indonesia di zaman jokowi lebih keren lagi pastinya di periode ke dua,dari data lu aja liat kan di zaman jokowi cuma dua tapi infrastruktur nambah dimanadua dana desa triliun sehingga desa gerak ekonomi gila keren emang indonesia di zaman jokowi lebih keren lagi pasti di periode ke dua
473,positif,maka dari itu jangan sampai memilih mereka entar kekayaan alam nusantara emas migas tanah uang kas negara habis masuk ke bank luar negeri mereka sudah rencana tidak mau terima gaji presiden terlalu sedikit buat prabowo sandiuno mereka kelas kakap ikan teri utk bawahan aja,maka dari itu jangan sampai pilih mereka entar kaya alam nusantara emas migas tanah uang kas negara habis masuk ke bank luar negeri mereka sudah rencana tidak mau terima gaji presiden terlalu sedikit buat prabowo sandiuno mereka kelas kakap ikan teri utk bawah aja
474,netral,jangan cuma bisa sebut pertumbuhan ekonomi saat rezim sby jokowi coba diliat trennya sejak sd grafiknya turun terus sampai dibalikkan jokowi th cek juga inflasi masa sby vs jokowi,jangan cuma bisa sebut tumbuh ekonomi saat rezim sby jokowi coba liat tren sejak sd grafik turun terus sampai balik jokowi th cek juga inflasi masa sby vs jokowi
475,negatif,pemimpin terbaik kok ekonominya gak sesuai goal jangan berlebihan,pimpin baik kok ekonomi gak sesuai goal jangan lebih
476,netral,coba lu ngmng gini waktu jaman lulung dan btw fungsi dprd itu mitra dlm bidang legislatif tp jg bs jd pengawas gubernur dlm menjalankan anggaran gw sbg pembayar pajak lbh seneng anggota dprd yg garang kok,coba lu ngmng gin waktu jaman lulung dan btw fungsi dprd itu mitra dlm bidang legislatif tp jg bs jd awas gubernur dlm jalan anggar gw sbg bayar pajak lbh neng anggota dprd yg garang kok
477,positif,punya presiden yang sangat menghargai istrinya terima kasih istriku kiyai marufamin jokowi addiems,punya presiden yang sangat harga istri terima kasih istri kiyai marufamin jokowi addiems
478,positif,semoga jokowers yg membaca ini mendapat hidayah allah swt jika terpilih prabowo sandiaga janji tak ambil gaji,moga jokowers yg baca ini dapat hidayah allah swt jika pilih prabowo sandiaga janji tak ambil gaji
479,netral,lagi beli lalapan lalapan nanti kalo yg jadi presiden pak jokowi lalapannya ngga naik kalo presidennya prabowo harganya naik aku dalem hati waduh frontal gini tapi gapapa lah semua orang berhak ikut pesta demokrasi negeri ini aku pengamat ae wes,lagi beli lalap lalap nanti kalo yg jadi presiden pak jokowi lalap ngga naik kalo presiden prabowo harga naik aku dalem hati waduh frontal gin tapi gapapa lah semua orang hak ikut pesta demokrasi negeri ini aku amat ae wes
480,netral,total dampak dari asian games berkontribusi langsung terhadap produk domestik bruto pdb negara dan pertumbuhan ekonomi indonesia jokowi hebat indonesia maju,total dampak dari asi games kontribusi langsung hadap produk domestik bruto pdb negara dan tumbuh ekonomi indonesia jokowi hebat indonesia maju
481,netral,nilai ekonomi seperti peningkatan pariwisata peningkatan kesempatan kerja peningkatan kesempatan usaha promosi kota penyelenggaraan dan penciptaan nilai tambah ekonomi juga diraih negara sebagi penyelenggara asian games jokowi hebat jokowi sekali lagi,nilai ekonomi seperti tingkat pariwisata tingkat sempat kerja tingkat sempat usaha promosi kota selenggara dan cipta nilai tambah ekonomi juga raih negara bagi selenggara asi games jokowi hebat jokowi sekali lagi
482,positif,paguyuban suami suami gaji paspasan mengucapkan terima kasih istriku yang masih belum jelas keberadaannya karena ga pernah nuntut buat beliin tas hermes jokowi,paguyuban suami suami gaji paspasan ucap terima kasih istri yang masih belum jelas ada karena ga pernah nuntut buat beliin tas hermes jokowi
483,netral,dampak ekonomi tdk langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pd pertumbuhan pdb dan nilai tambah ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat,dampak ekonomi tdk langsung asi games liput tahap konstruksi operasional selenggara datang unjung kontribusi pd tumbuh pdb dan nilai tambah ekonomi tingkat output sektor serap tenaga kerja tingkat dapat riil jokowi hebat
484,netral,kan ga hanya gaji aja yg terima mungkin ada insentif laen dari kegiatan pak jokowi yang jelas udah klarifikasi anda ga yakin sama sistem pengujian lhkpn yg lakukan oleh kpk,kan ga hanya gaji aja yg terima mungkin ada insentif laen dari giat pak jokowi yang jelas udah klarifikasi anda ga yakin sama sistem uji lhkpn yg laku oleh kpk
485,positif,pakdeku juarak presiden aja bisa menghargai para driver lahh trus cs rese yg bukan sapa knp suka meremehkann driver tapi ga smua jg cs bgtu,pakde juarak presiden aja bisa harga para driver lahh trus cs rese yg bukan sapa knp suka meremehkann driver tapi ga smua jg cs bgtu
486,negatif,topik debat kan tentang ekonomi dan kesejahteraan sosial keuangan dan investasi serta perdagangan dan industri trs kenapa malah pk jokowi membahas sports game sprt mobile legend dota dua sama pubg itu game yg membuat anakdua kita terlena,topik debat kan tentang ekonomi dan sejahtera sosial uang dan investasi serta dagang dan industri trs kenapa malah pk jokowi bahas sports game sprt mobile legend dota dua sama pubg itu game yg buat anakdua kita lena
487,negatif,kasihan ya hari gini baru bicara harga,kasihan ya hari gin baru bicara harga
488,positif,tgb menilai jokowi bahwa pada debat kemarin jokowi kuasai soal bagaimama membangun ekonomi kreatif jokowi amin jokowi menang total debat alvinolulu barna byo katerinakwari,tgb nilai jokowi bahwa pada debat kemarin jokowi kuasa soal bagaimama bangun ekonomi kreatif jokowi amin jokowi menang total debat alvinolulu barna byo katerinakwari
489,positif,bukansalahbapak ditanya soal kritik prabowo ahy minta hargai pemimpin pendahulu,bukansalahbapak tanya soal kritik prabowo ahy minta harga pimpin dahulu
490,negatif,debat prabowo mau belajar ekonomi ke tiongkok lupa kalau kampret benci china,debat prabowo mau ajar ekonomi ke tiongkok lupa kalau kampret benci china
491,netral,orang yg benar faham ekonomi yg akan membantu pak prabowo,orang yg benar faham ekonomi yg akan bantu pak prabowo
492,negatif,gimana mau main mobile legend kalo paket aja nggak kebeli krn ekonomi lemah jawaban prabowo cerdas dan kena tepat ke jantung masalah kalo jae kasih pertanyaan biar dianggap dia manusia millenial padahal dungu nggak ketulungan hehhehee,gimana mau main mobile legend kalo paket aja nggak kebel krn ekonomi lemah jawab prabowo cerdas dan kena tepat ke jantung masalah kalo jae kasih tanya biar anggap dia manusia millenial padahal dungu nggak ketulungan hehhehee
493,negatif,goblog aje ampe ada yg mempermasalahin moba pubg pak jokowi cmn ngikutin trend utk milenial utk lbih bisa dipahamin kan kalo liat full videonya dia lg bahas ekonomi digital esport itu salah satunya pubg ama moba tuh bagian dri esport wakkaakaka,goblog aje ampe ada yg mempermasalahin moba pubg pak jokowi cmn ngikutin trend utk milenial utk lbih bisa dipahamin kan kalo liat full video dia lg bahas ekonomi digital esport itu salah satu pubg ama moba tuh bagi dri esport wakkaakaka
494,negatif,setelah itu saya nyerocos tentang profesor sumitro joyohadikusumo ekonomi benteng orde lama orde baru karier militer pak prabowo soal beliau jadi menantu pak harto dan semacamnya tetangga kamar kaget saat saya bilang pak sumitro itu keturunan tionghoa dan non muslim,telah itu saya nyerocos tentang profesor sumitro joyohadikusumo ekonomi benteng orde lama orde baru karier militer pak prabowo soal beliau jadi menantu pak harto dan macam tetangga kamar kaget saat saya bilang pak sumitro itu turun tionghoa dan non muslim
495,positif,senang gembira lihat lautan manusia kemarin tepatnya tgl april pintar cinta damai bukan provokator dan tdk muda percaya hoax mendukung pak jokowi jgn harga mati konser putih ber satu,senang gembira lihat laut manusia kemarin tepat tgl april pintar cinta damai bukan provokator dan tdk muda percaya hoax dukung pak jokowi jgn harga mati konser putih ber satu
496,negatif,anjing aja lebih punya harga diri dari pada kalia projo yg rela nyuri maling cm demi terlihat rame apa pak jokowi yg instruksikan kalian spy menghalalka segala cara,anjing aja lebih punya harga diri dari pada kalia projo yg rela nyuri maling cm demi lihat rame apa pak jokowi yg instruksi kalian spy menghalalka segala cara
497,negatif,tetapi tetap tdk bisa kebijakan ekonomi nasional hanya di dasarkan pada satu dua orang yg mengeluh hargadua mahal mau di bawa ke mana ekonomi negara ini,tetapi tetap tdk bisa bijak ekonomi nasional hanya di dasar pada satu dua orang yg keluh hargadua mahal mau di bawa ke mana ekonomi negara ini
498,positif,kadang bingung juga mereka yg tak bersyukur ada infrastruktur jembatan mempermudah kegiatan perekonomian di timur indonesia preaiden kalo cuma mau menang bangun aja di jawa selesai dpt dukung banyak tapi jokowi menjalan pembangunan keadilan seluruh rakyat indonesia optimis,kadang bingung juga mereka yg tak syukur ada infrastruktur jembatan mudah giat ekonomi di timur indonesia preaiden kalo cuma mau menang bangun aja di jawa selesai dpt dukung banyak tapi jokowi jalan bangun adil seluruh rakyat indonesia optimis
499,netral,pak liat ini pak jokowi prabowo chilli pari sandiuno kaesangp luhutbinsar tolong digajih team yg bikin film dokumenter sekeren bikin nangis dan ngerasa bersalah banget sering lupa cabut casan dan matiin lampu,pak liat ini pak jokowi prabowo chilli pari sandiuno kaesangp luhutbinsar tolong gajih team yg bikin film dokumenter keren bikin nang dan ngerasa salah banget sering lupa cabut cas dan matiin lampu
500,netral,namun sebagai anak seorang ahli ekonomi fenomena ransel besar prabowo juga sesuatu yang wajar bagi yunus prabowo sandiuno prabowo sandi indonesia menang indonesia adil makmur,namun bagai anak orang ahli ekonomi fenomena ransel besar prabowo juga sesuatu yang wajar bagi yunus prabowo sandiuno prabowo sandi indonesia menang indonesia adil makmur
501,positif,ini penutup debat kemaren pak prabowo dan pak sandi akan memberi sepenuhnya gaji mereka sbg presiden wakil presiden untuk membantu rakyat miskin tp sebelum debat ini juga pendukung padi sih udah pd tau ya ga ya ga,ini tutup debat kemaren pak prabowo dan pak sandi akan beri sepenuh gaji mereka sbg presiden wakil presiden untuk bantu rakyat miskin tp belum debat ini juga dukung padi sih udah pd tau ya ga ya ga
502,negatif,masak kebijakan ekonomi nasional hanya di dasarkan pada keluhan satu dua orang harga mahal mau dibawa kemana ekonomi negara ini,masak bijak ekonomi nasional hanya di dasar pada keluh satu dua orang harga mahal mau bawa mana ekonomi negara ini
503,positif,beneran itu paling kocak kemaren ditambah lagi pas uno diajarin ekonomi makro ama pak jokowi anjay lulusan summa cum laude diajarin tamat dah itu pasangan dua,beneran itu paling kocak kemaren tambah lagi pas uno diajarin ekonomi makro ama pak jokowi anjay lulus summa cum laude diajarin tamat dah itu pasang dua
504,positif,jokowi lebih cepat merespon perubahan tuntutan jaman merangkul semua kalangan hasil kerjanya nyata sentuhan jokowi mengangkat harga diri bangsa dimata dunia memilih jokowi melawan khilafah preman brjubah yg menjual agama takuti rakyat,jokowi lebih cepat merespon ubah tuntut jaman rangkul semua kalang hasil kerja nyata sentuh jokowi angkat harga diri bangsa mata dunia pilih jokowi lawan khilafah preman brjubah yg jual agama takut rakyat
505,netral,boleh ketemuan ya kita berapa nomor whatsapp ente saya di pebayuran bekasi petani di pebayuran ga ada masalah harga fluktuatif normal kisaran sampai per kilo untuk gabah kering,boleh ketemu ya kita berapa nomor whatsapp ente saya di bayur bekas tani di bayur ga ada masalah harga fluktuatif normal kisar sampai per kilo untuk gabah kering
506,netral,ada berapa jumlh buku sale brap harganya faldomaldini prabowo tolong,ada berapa jumlh buku sale brap harga faldomaldini prabowo tolong
507,negatif,ternyata omm wowo ga mahir ekonomi sandi kan pengusaha masa ga tw begituan mw dibawa kemana rakyat nanti hny diteriakin dg ilusi,nyata omm wowo ga mahir ekonomi sandi kan usaha masa ga tw begitu mw bawa mana rakyat nanti hny diteriakin dg ilusi
509,netral,dibukuny konsep prabowo tidak impor dan hutang luar negeri yg joran meningkat rasio pajak menutup kran kebocoran apbn industrialisasi meningkatkn gaji pns dan penegak hukum utk mengurangi korupsi memperkuat kpk dsb,dibukuny konsep prabowo tidak impor dan hutang luar negeri yg joran tingkat rasio pajak tutup kran bocor apbn industrialisasi meningkatkn gaji pns dan tegak hukum utk kurang korupsi kuat kpk dsb
510,negatif,sebetulnya pak prabowo mau bilang lu jadi presiden tahun ngapain aje gitu lo mbak polos banget pertmbuhan ekonomi meroket dari jadi hebat ga tuh,betul pak prabowo mau bilang lu jadi presiden tahun ngapain aje gitu lo mbak polos banget pertmbuhan ekonomi roket dari jadi hebat ga tuh
511,netral,sementara itu prabowo tadi malam memuji menyarankan agar indo meniru tiongkok dalam perekonomian pemberantasan kemiskinan,sementara itu prabowo tadi malam puji saran agar indo tiru tiongkok dalam ekonomi berantas miskin
512,negatif,jokowi ikut ikutan saya akan mewakafkan diri saya untuk negara heleh wakaf tuh gak ambil gaji jangan kan gak ambil gaji wong kampanye aja masih minta di gaji negara,jokowi ikut ikut saya akan wakaf diri saya untuk negara heleh wakaf tuh gak ambil gaji jangan kan gak ambil gaji wong kampanye aja masih minta di gaji negara
513,positif,best quote of the day dengan mencoblos prabowo sandi anda telah berinfaq selama tahun karena gaji mereka disumbangkan pada kaum dhuafa anak yatim prabowosandimenang uasdifitnah keji dan brutal,best quote of the day dengan coblos prabowo sandi anda telah berinfaq lama tahun karena gaji mereka sumbang pada kaum dhuafa anak yatim prabowosandimenang uasdifitnah keji dan brutal
514,negatif,oke deh gini prestasi bapak sandi dalam membangkitkan ekonomi secara signifikan apa solusi bapak prabowo mengentaskan pendidikan orang orang bodoh seperti apa kalau memang pemerintahan sekarang buruk sistem apa yang harus diubah satu aja dan solusi,oke deh gin prestasi bapak sandi dalam bangkit ekonomi cara signifikan apa solusi bapak prabowo entas didik orang orang bodoh seperti apa kalau memang perintah sekarang buruk sistem apa yang harus ubah satu aja dan solusi
515,netral,tidak impor hal yang mudah imbasnya harga sembako naik ente bakal kaing karena harga mahal semakin banyak produksi harga jual jadi murah yang rugi petani juga bukan jumlahnya yg digenjot tapi link ke pembeli yg perlu diperbaiki maka perlunya melek teknologi,tidak impor hal yang mudah imbas harga sembako naik ente bakal kaing karena harga mahal makin banyak produksi harga jual jadi murah yang rugi tani juga bukan jumlah yg genjot tapi link ke beli yg perlu baik maka perlu melek teknologi
516,negatif,itu sama kayak tentara dulu mbak zaman firaun tentara itu ndak digaji hanya dikasih kekuasaan utk kelola sesuatu saja bahkan kalau perang yang dipakai adalah para budak sebagai pasukan berani mati profesi prabowo itu dulu adalah pekerjaannya para budak dunia berkembang,itu sama kayak tentara dulu mbak zaman firaun tentara itu ndak gaji hanya kasih kuasa utk kelola sesuatu saja bahkan kalau perang yang pakai adalah para budak bagai pasu berani mati profesi prabowo itu dulu adalah kerja para budak dunia kembang
517,negatif,kalau ngga mampu ya jangan janji mas yg ngomong dan bikin rencana kan anda sendiri ekonomi tumbuh sekarang ko merong merong ngga tercapai kalah sama malay dan thailand,kalau ngga mampu ya jangan janji mas yg ngomong dan bikin rencana kan anda sendiri ekonomi tumbuh sekarang ko rong rong ngga capai kalah sama malay dan thailand
