,sentimen,before,after
287,netral,inilah cara meningkatkan tax ratio tanpa membuat ekonomi terguncang @ditjenpajakri @prabowo dan @sandiuno jga di ninu ninu donk https://twitter.com/ardibrilian/status/1116925191831969792â â€¦,inilah cara meningkatkan tax ratio tanpa membuat ekonomi terguncang @ditjenpajakri @prabowo dan @sandiuno jga di ninu ninu donk  â€¦
288,netral,jika terpilih prabowo-sandi akan sumbangkan gajinya untuk anak yatim dan dhuafa  https://suara-islam.com/jika-terpilih-prabowo-sandi-akan-sumbangkan-gajinya-untuk-anak-yatim-dan-dhuafa/â â€¦ lewat @suaraislamon,jika terpilih prabowo-sandi akan sumbangkan gajinya untuk anak yatim dan dhuafa   â€¦ lewat @suaraislamon
289,netral,"jika terpilih, prabowo janji turunkan harga listrik di 100 hari pertama : okezone news  https://news.okezone.com/read/2019/04/07/605/2040110/jika-terpilih-prabowo-janji-turunkan-harga-listrik-di-100-hari-pertamaâ â€¦","jika terpilih, prabowo janji turunkan harga listrik di 100 hari pertama : okezone news   â€¦"
290,positif,"debat pamungkas : jokowi : visi dan misinya jauh kedepan. namun, terlalu jawani untuk debat.  m. amin : surprise elemen !  prabowo : mengusung program pelita-nya orba.  sandi uno : excellent closing. namun, kena smash jokowi di ekonomi makro.   nice debat !  pic.twitter.com/2fee0wanlb","debat pamungkas : jokowi : visi dan misinya jauh kedepan. namun, terlalu jawani untuk debat.  m. amin : surprise elemen !  prabowo : mengusung program pelita-nya orba.  sandi uno : excellent closing. namun, kena smash jokowi di ekonomi makro.   nice debat !"
292,netral,"analis politik: soal ekonomi, jokowi kritik kebijakannya sendiri  http://dlvr.it/r2ntmmâ  pic.twitter.com/owi8lsoff9","analis politik: soal ekonomi, jokowi kritik kebijakannya sendiri"
301,positif,masih ragukah anda dengan pas 02   prabowo-sandi kembali tegaskan tidak akan ambil gaji bila terpilih  rmol. pasangan calon presiden dan calon wakil presiden...  https://politik.rmol.co/read/2019/04/13/385982/prabowo-sandi-kembali-tegaskan-tidak-akan-ambil-gaji-bila-terpilihâ â€¦,masih ragukah anda dengan pas 02   prabowo-sandi kembali tegaskan tidak akan ambil gaji bila terpilih  rmol. pasangan calon presiden dan calon wakil presiden...   â€¦
312,netral,"presiden joko widodo (jokowi) mengatakan, terkendalinya harga-harga komoditas pangan inti bisa dilihat dari tingkat inflasi. 2019jokowi kyai maruf jokowi untuk indonesia makmur jalan sehat sarungan persija day https://twitter.com/tag_nusantara/status/1058886381265608704/photo/1 pic.twitter.com/7oeqsq40qbâ","presiden joko widodo (jokowi) mengatakan, terkendalinya harga-harga komoditas pangan inti bisa dilihat dari tingkat inflasi. 2019jokowi kyai maruf jokowi untuk indonesia makmur jalan sehat sarungan persija day"
314,netral,"presiden @jokowi dan raja salman menggelar pertemuan bilateral di istana pribadi raja, minggu sore, 14 april 2019. dalam pertemuan yang berlangsung selepas jamuan santap siang itu, presiden jokowi dan raja salman sepakat akan meningkatkan kerja sama di bidang ekonomi.  pic.twitter.com/rqejh07fbz","presiden @jokowi dan raja salman menggelar pertemuan bilateral di istana pribadi raja, minggu sore, 14 april 2019. dalam pertemuan yang berlangsung selepas jamuan santap siang itu, presiden jokowi dan raja salman sepakat akan meningkatkan kerja sama di bidang ekonomi."
317,netral,prabowo sebut ekonomi indonesia era jokowi salah arah  https://www.jawapos.com/ekonomi/13/04/2019/prabowo-sebut-ekonomi-indonesia-era-jokowi-salah-arah/â â€¦,prabowo sebut ekonomi indonesia era jokowi salah arah   â€¦
320,netral,sederet menteri kabinet kerja presiden @jokowi dan wakil presiden jusuf kalla di bidang ekonomi meraih penghargaan internasional dalam kurun waktu kurang dari empat tahun kabinet berjalan.â pilih orang baik pilih yg jelas islamnya pilih yg baju putih pic.twitter.com/anagllw6r8,sederet menteri kabinet kerja presiden @jokowi dan wakil presiden jusuf kalla di bidang ekonomi meraih penghargaan internasional dalam kurun waktu kurang dari empat tahun kabinet berjalan.â pilih orang baik pilih yg jelas islamnya pilih yg baju putih
321,netral,"pak @jokowi, mohon bilang ke pangeran muhammad bin salman, tolong segera direalisasikan beli @manutd nya... biar nggak kesusahan bayar gaji sama beli2 pemainnya.. https://twitter.com/detikcom/status/1117297737266008069â â€¦","pak @jokowi, mohon bilang ke pangeran muhammad bin salman, tolong segera direalisasikan beli @manutd nya... biar nggak kesusahan bayar gaji sama beli2 pemainnya..  â€¦"
324,positif,"dengan mencoblos @prabowo @sandiuno ,anda telah ikut bersodaqoh selama 5 tahun, karena gaji beliau diinfaqkan untuk duafa, anak yatim dll  insya'allah pic.twitter.com/tnvsqenbem","dengan mencoblos @prabowo @sandiuno ,anda telah ikut bersodaqoh selama 5 tahun, karena gaji beliau diinfaqkan untuk duafa, anak yatim dll  insya'allah"
325,netral,pilih orang baik pilih jelas islamnya pilih baju putih salah satu keberhasilan @jokowi adalah membuat bbm menjadi satu harga di di 25 titik wilayah dari target 54 titik wilayah di seluruh indonesia. https://bit.ly/2sv4eufâ,pilih orang baik pilih jelas islamnya pilih baju putih salah satu keberhasilan @jokowi adalah membuat bbm menjadi satu harga di di 25 titik wilayah dari target 54 titik wilayah di seluruh indonesia.
327,netral,"dalam 50 hari setelah dilantik,prabowo sandi akan menghapus pajak.  dalam 60 hari prabowo sandi akan memberikan pelayanan kesehatan dan pendidikan gratis.  dalam 70 hari prabowo sandi akan menurunkan harga-harga...  https://www.facebook.com/100000091430302/posts/2424269370919420/â â€¦","dalam 50 hari setelah dilantik,prabowo sandi akan menghapus pajak.  dalam 60 hari prabowo sandi akan memberikan pelayanan kesehatan dan pendidikan gratis.  dalam 70 hari prabowo sandi akan menurunkan harga-harga...   â€¦"
328,netral,"disaksikan sandiwara, @jokowi dapat penghargaan tokoh pemerataan pembangunan pilih orang baik pilih yg jelas islamnya pilih yg baju putih https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanâ â€¦","disaksikan sandiwara, @jokowi dapat penghargaan tokoh pemerataan pembangunan pilih orang baik pilih yg jelas islamnya pilih yg baju putih  â€¦"
330,netral,jalannya debat: ini jawaban jokowi kepada sandiaga uno soal â€˜ibu-ibu yang mengeluh harga-harga naikâ€™  https://racikan.id/2019/04/jalannya-debat-ini-jawaban-jokowi-kepada-sandiaga-uno-soal-ibu-ibu-yang-mengeluh-harga-harga-naik/â â€¦,jalannya debat: ini jawaban jokowi kepada sandiaga uno soal â€˜ibu-ibu yang mengeluh harga-harga naikâ€™   â€¦
331,netral,"jika terpilih, prabowo-sandi takkan ambil gaji negara, segini gaji presiden dan wapres  http://manado.tribunnews.com/2019/04/14/jika-terpilih-prabowo-sandi-takkan-ambil-gaji-negara-segini-gaji-presiden-dan-wapresâ â€¦ lewat @tribun_manado","jika terpilih, prabowo-sandi takkan ambil gaji negara, segini gaji presiden dan wapres   â€¦ lewat @tribun_manado"
334,negatif,kalau pernyataan bahwa @prabowo dan @sandiuno tdk akan ambil gaji di beritakan juga lah uasdifitnah keji dan brutal https://twitter.com/metro_tv/status/1117108862450978816â â€¦,kalau pernyataan bahwa @prabowo dan @sandiuno tdk akan ambil gaji di beritakan juga lah uasdifitnah keji dan brutal  â€¦
336,positif,bukan maksud sy sombong. sy bisa menghidupi keluarga tanpa kartu2 ini.  apakah pabowo-sandi melanjutkan? bisa ya bisa tidak. mereka hanya janji.  sy pilih @jokowi bukan untuk sy tapi krn sy harus memastikan saudara2 sy yg ekonominya kurang beruntung bisa terbantu dg kartu2 ini.  pic.twitter.com/pfc5zoriur,bukan maksud sy sombong. sy bisa menghidupi keluarga tanpa kartu2 ini.  apakah pabowo-sandi melanjutkan? bisa ya bisa tidak. mereka hanya janji.  sy pilih @jokowi bukan untuk sy tapi krn sy harus memastikan saudara2 sy yg ekonominya kurang beruntung bisa terbantu dg kartu2 ini.
338,positif,"aku memang setuju macro ekonominya jokowi jago bgt. meski mungkin itu memang rancangan yg sudah ditulis sm ahli ahli yg merancang pembangunan indonesia ya. tapi, jokowi memang memahami dg baik  https://twitter.com/snpftk/status/1117079444647059456â â€¦","aku memang setuju macro ekonominya jokowi jago bgt. meski mungkin itu memang rancangan yg sudah ditulis sm ahli ahli yg merancang pembangunan indonesia ya. tapi, jokowi memang memahami dg baik   â€¦"
341,negatif,ngakunya... ya ngakunya... prabowo perhatian pada rakyat kecil. ini baru hoax yang sebenarnya. karyawannya di pt kiani kertas nusantara terkatung-katung tanpa gaji dan thr. selesaikan dulu masalahmu bowok... sebelum menyelesaian masalah rakyat kecil.  https://www.google.com/amp/s/m.bisnis.com/amp/read/20190226/15/893349/-pt-kertas-nusantara-tak-mampu-gaji-1.400-karyawannyaâ â€¦,ngakunya... ya ngakunya... prabowo perhatian pada rakyat kecil. ini baru hoax yang sebenarnya. karyawannya di pt kiani kertas nusantara terkatung-katung tanpa gaji dan thr. selesaikan dulu masalahmu bowok... sebelum menyelesaian masalah rakyat kecil.   â€¦
344,netral,"di debat terakhir capres, prabowo sebut ekonomi ri salah arah  http://dlvr.it/r2npgqâ  pic.twitter.com/6adkv9qpgq","di debat terakhir capres, prabowo sebut ekonomi ri salah arah"
349,negatif,katanya prabowo gak mau terima gaji... pasti ini exit plan untuk tidak memberi gaji karyawan pt kiani kertas yang sudah 4 tahun tidak  menerima gaji. katanya perhatian pada rakyat kecil... karyawannya sendiri tidak digaji. munafikun!!!  https://m.cnnindonesia.com/ekonomi/20180614211233-92-306178/karyawan-kertas-nusantara-tagih-gaji-dan-thr-mandek-4-tahunâ â€¦,katanya prabowo gak mau terima gaji... pasti ini exit plan untuk tidak memberi gaji karyawan pt kiani kertas yang sudah 4 tahun tidak  menerima gaji. katanya perhatian pada rakyat kecil... karyawannya sendiri tidak digaji. munafikun!!!   â€¦
351,netral,"consol games tu hardware bung, esport itu pemanfaatannya. lah memang nggak ada dampak keekonomiannya secara masif, lah terus kenapa pak @jokowi sepertinya bangga banget dengan esport ini? neh dampaknya esports..  pic.twitter.com/ixu0nbrrpu","consol games tu hardware bung, esport itu pemanfaatannya. lah memang nggak ada dampak keekonomiannya secara masif, lah terus kenapa pak @jokowi sepertinya bangga banget dengan esport ini? neh dampaknya esports.."
355,netral,jokowi: ri akan masuk 4 besar kekuatan ekonomi pada 2045  https://bisnis.tempo.co/read/1195412/jokowi-ri-akan-masuk-4-besar-kekuatan-ekonomi-pada-2045?utm_source=digital%20marketing&utm_medium=facebook&utm_campaign=dlvritâ â€¦,jokowi: ri akan masuk 4 besar kekuatan ekonomi pada 2045   â€¦
357,netral,"tolong lihat dampak buruknya bing, mana yg banyak manfaat dan mana yg banyak mudharatnya. pahami dulu semuanya. jangan membenarkan segala sesuatu hanya dengan segi keekonomiannya saja. pic.twitter.com/ruf9xqbxmx","tolong lihat dampak buruknya bing, mana yg banyak manfaat dan mana yg banyak mudharatnya. pahami dulu semuanya. jangan membenarkan segala sesuatu hanya dengan segi keekonomiannya saja."
359,netral,prabowo-sandi tak akan ambil gaji sepeser pun jika terpilih https://kumparan.com/@kumparannews/prabowo-sandi-tak-akan-ambil-gaji-sepeser-pun-jika-terpilih-1qsh5p8xjqeâ â€¦ uasdifitnah keji dan brutal,prabowo-sandi tak akan ambil gaji sepeser pun jika terpilih  â€¦ uasdifitnah keji dan brutal
361,positif,"capres kaleng2 selalu hoax, harga2 melambung faktanya harga stabil, inflasi normal dan grafik menurun. mengelola oke oce gagal mau ngomongin ekonomi makro!? di libas lu ma @jokowi akhirnya sikaleng2 itu bilang.. bukansalahbapak @nasrrudi pic.twitter.com/5k5lyrngwn","capres kaleng2 selalu hoax, harga2 melambung faktanya harga stabil, inflasi normal dan grafik menurun. mengelola oke oce gagal mau ngomongin ekonomi makro!? di libas lu ma @jokowi akhirnya sikaleng2 itu bilang.. bukansalahbapak @nasrrudi"
369,netral,"bahkan tol juga cmn melanjutkan, jd bukan prestasi  ekonomi gimana? rupiah? devisa? inflasi?  itu lebih penting dari sebuah proyek tanpa platform???  bandara kertajati sepi, berapa uang yang 'dibakar'? http://tirto.idâ ","bahkan tol juga cmn melanjutkan, jd bukan prestasi  ekonomi gimana? rupiah? devisa? inflasi?  itu lebih penting dari sebuah proyek tanpa platform???  bandara kertajati sepi, berapa uang yang 'dibakar'?"
378,netral,dewi dan dedi jadi andalan pemerataan ekonomi jokowi kedepan ,dewi dan dedi jadi andalan pemerataan ekonomi jokowi kedepan
379,netral,komitmen prabowo-sandi tak akan ambil gaji serupiah pun jika terpilih  http://dlvr.it/r2lf3yâ ,komitmen prabowo-sandi tak akan ambil gaji serupiah pun jika terpilih
381,netral,"gara-gara ketimpangan ekonomi, prabowo salahkan para presiden sebelum jokowi. 01jokowiamin jokowi menang total debat @jkfc23456789 @paltiwest @alvinolulu @katerinakwari https://nasional.kompas.com/read/2019/04/13/21502121/saat-prabowo-salahkan-para-presiden-sebelum-jokowi-soal-perekonomian-negaraâ â€¦","gara-gara ketimpangan ekonomi, prabowo salahkan para presiden sebelum jokowi. 01jokowiamin jokowi menang total debat @jkfc23456789 @paltiwest @alvinolulu @katerinakwari  â€¦"
382,netral,populer b1 10: jokowi: naikkan tax ratio drastis bisa guncang ekonomi http://brt.st/6b4kâ,populer b1 10: jokowi: naikkan tax ratio drastis bisa guncang ekonomi
384,positif,ini yang ditanyakan jokowi katanya ekonomi digital  alhamdullilah jawaban pak prabowo mantap betul   http://sains.kompas.com/read/2018/06/19/192900123/who-resmi-tetapkan-kecanduan-game-sebagai-gangguan-mental?utm_source=whatsappâ â€¦,ini yang ditanyakan jokowi katanya ekonomi digital  alhamdullilah jawaban pak prabowo mantap betul    â€¦
385,netral,"soal ekonomi, prabowo: kita salah jalan ","soal ekonomi, prabowo: kita salah jalan"
386,negatif,"yang tanya yang bloon , pertanyaan jebakan. ekonomi digital kok mobile legend  alhamdullilah prabowo nggak terjebak.  https://twitter.com/stevaniehuangg/status/1117271858141786112â â€¦","yang tanya yang bloon , pertanyaan jebakan. ekonomi digital kok mobile legend  alhamdullilah prabowo nggak terjebak.   â€¦"
388,positif,"moga apa yg dicontohkan oleh ustadz abdul shomad yg minta dk diundang ke istana, & tdk diberi jabatan apapun jk prabowo-sandi mjd presiden, & prabowo-sandi tdk akan mengambil gaji nya, akan banyak muncul orang2 ikhlas yg berjuang utk indonesia adil dan makmur  https://twitter.com/suryosodipuro_/status/1117424472686874630â â€¦","moga apa yg dicontohkan oleh ustadz abdul shomad yg minta dk diundang ke istana, & tdk diberi jabatan apapun jk prabowo-sandi mjd presiden, & prabowo-sandi tdk akan mengambil gaji nya, akan banyak muncul orang2 ikhlas yg berjuang utk indonesia adil dan makmur   â€¦"
390,negatif,pecatan gak ngerti ekonomi ðÿ˜‚ðÿ˜‚ðÿ˜‚ ngerti nya di sawer lu wo pic.twitter.com/ztf4kwjtgj,pecatan gak ngerti ekonomi ðÿ˜‚ðÿ˜‚ðÿ˜‚ ngerti nya di sawer lu wo
393,negatif,ora sudi pilih jokowi lagi ..kapok dan neg ..2014 pilih berharap janji  janjinya sesuai omongannya tapi realitanya bikin kacau balau ekonomi  negeri ini ... 2019 keluarga besar kami sepakat pilih 02 prabowo sandi  untuk perubahan dan hilangnya kedholiman dan ketidakadilan  https://twitter.com/geloraco/status/1117340875229556737â â€¦,ora sudi pilih jokowi lagi ..kapok dan neg ..2014 pilih berharap janji  janjinya sesuai omongannya tapi realitanya bikin kacau balau ekonomi  negeri ini ... 2019 keluarga besar kami sepakat pilih 02 prabowo sandi  untuk perubahan dan hilangnya kedholiman dan ketidakadilan   â€¦
398,netral,capres 01 @jokowi: nasabah usaha mikro di pesantren hampir 90 persen adalah wanita. kami meyakini program kita bisa memberikan kemandirian bagi ekonomi keluarga. debat pilpres2019 pic.twitter.com/f5xazfxlgr,capres 01 @jokowi: nasabah usaha mikro di pesantren hampir 90 persen adalah wanita. kami meyakini program kita bisa memberikan kemandirian bagi ekonomi keluarga. debat pilpres2019
399,positif,"mahal ini! kelassss! masyaallah.... ""bila terpilih prabowo-sandi janji tak ambil gaji"" catatan https://twitter.com/ranupsprosandi/status/1117414932142628864â â€¦","mahal ini! kelassss! masyaallah.... ""bila terpilih prabowo-sandi janji tak ambil gaji"" catatan  â€¦"
402,netral,"pemerintah jokowi begitu bersemangat untuk memastikan berjalannya pembangkit listrik pltucilacap demi memasok aliran listrik untuk rumah tangga, industri dan ekonomi indonesia lebih baik. jokowi membangun 2019pilih jokowi jokowi orang baik jokowi lagi pic.twitter.com/qbcvoehvhg","pemerintah jokowi begitu bersemangat untuk memastikan berjalannya pembangkit listrik pltucilacap demi memasok aliran listrik untuk rumah tangga, industri dan ekonomi indonesia lebih baik. jokowi membangun 2019pilih jokowi jokowi orang baik jokowi lagi"
407,netral,rizal ramli: ekonomi indonesia tumbuh 8 persen kalau prabowo terpilih  https://m.kumparan.com/@kumparanbisnis/rizal-ramli-ekonomi-indonesia-tumbuh-8-persen-kalau-prabowo-terpilih-1qstkgylux7?utm_medium=post&utm_source=facebook&utm_campaign=intâ â€¦,rizal ramli: ekonomi indonesia tumbuh 8 persen kalau prabowo terpilih   â€¦
413,positif,apalagi utk ikut pak @prabowo dan bang @sandiuno tdk mengambil gajinyaðÿ˜ž uasdifitnah keji dan brutal https://twitter.com/geloraco/status/1117396723255562240â â€¦,apalagi utk ikut pak @prabowo dan bang @sandiuno tdk mengambil gajinyaðÿ˜ž uasdifitnah keji dan brutal  â€¦
414,positif,lanjutkan 2 periode pak.or yg gk suka dgn pmbngunan infrastruktur itu gak paham tentang variabel pertumbuhan ekonomi,lanjutkan 2 periode  yg gk suka dgn pmbngunan infrastruktur itu gak paham tentang variabel pertumbuhan ekonomi
416,netral,barisan sakit hati jokowi merapat ke prabowo hingga pengamat tampik pertumbuhan ekonomi ri stagnan  http://akurat.co/ekonomi/id-590944-read-barisan-sakit-hati-jokowi-merapat-ke-prabowo-hingga-pengamat-tampik-pertumbuhan-ekonomi-ri-stagnanâ â€¦,barisan sakit hati jokowi merapat ke prabowo hingga pengamat tampik pertumbuhan ekonomi ri stagnan   â€¦
417,netral,cek fakta: jokowi bangun ekonomi ri secara indonesia-sentris   http://akurat.co/ekonomi/id-590866-read-cek-fakta-jokowi-bangun-ekonomi-ri-secara-indonesiasentrisâ â€¦,cek fakta: jokowi bangun ekonomi ri secara indonesia-sentris    â€¦
421,negatif,"kata wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. termasuk presiden-presiden sebelum jokowi. lah, ekonomi indonesia masa pak jokowi baik-baik aja tuh.malah ngehoaks dengan menyalahkan presiden terdahulu. prabowo salahkan sby","kata wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. termasuk presiden-presiden sebelum jokowi. lah, ekonomi indonesia masa pak jokowi baik-baik aja  ngehoaks dengan menyalahkan presiden terdahulu. prabowo salahkan sby"
425,negatif,"nonton debat g smalm? pak prabowo dgn tegas mengatakan trpuruknya ekonomi indonesia itu bkn slh  http://jokowi.tpâ  presiden"" sblm'y","nonton debat g smalm? pak prabowo dgn tegas mengatakan trpuruknya ekonomi indonesia itu bkn slh    presiden"" sblm'y"
429,negatif,ohh prabowo ikuti 1400 karyawannya. yg tidak mengambil gajinya.ðÿ¤£ðÿ¤£ðÿ˜›ðÿ˜›  https://twitter.com/exelflores21/status/1117415666263269377â â€¦,ohh prabowo ikuti 1400 karyawannya. yg tidak mengambil gajinya.ðÿ¤£ðÿ¤£ðÿ˜›ðÿ˜›   â€¦
430,positif,"bapak jokowi, 2 periode. harga mati photoshop john wick pic.twitter.com/fkpeg7nhx2","bapak jokowi, 2 periode. harga mati photoshop john wick"
432,positif,artinya presiden yg ke 6 tdk menerima gaji.prabowo sandi akan dilimpahkan ke yatim piatu dan dhuafa subhanallah,artinya presiden yg ke 6 tdk menerima  sandi akan dilimpahkan ke yatim piatu dan dhuafa subhanallah
451,positif,"pertumbuhan ekonomi harus diimbangi dengan pemerataan. selain untuk mencegah ketimpangan, juga demi mewujudkan keadilan bagi seluruh rakyat indonesia. @jokowi pilih orang baik pilih yg jelas islamnya pilih yg baju putih pic.twitter.com/hki07kbqcj","pertumbuhan ekonomi harus diimbangi dengan pemerataan. selain untuk mencegah ketimpangan, juga demi mewujudkan keadilan bagi seluruh rakyat indonesia. @jokowi pilih orang baik pilih yg jelas islamnya pilih yg baju putih"
453,positif,@celotehprabu assalammu'aalaikum wr wb.maaf bpk prabowo sandi...jng hanya guru honor k2 saja yg di perhatikan tetapi para guru2 honor/honorer di sekolah2 swasta lah yg harus di fikiran mereka hidup tdk layak dng gaji seenak yayasan saja di bawah umr& sang,@celotehprabu assalammu'aalaikum wr  bpk prabowo sandi...jng hanya guru honor k2 saja yg di perhatikan tetapi para guru2 honor/honorer di sekolah2 swasta lah yg harus di fikiran mereka hidup tdk layak dng gaji seenak yayasan saja di bawah umr& sang
461,netral,"bila terpipilh, prabowo-sandi akan berikan seluruh gajinya untuk fakir miskin    https://www.portal-islam.id/2019/04/bila-terpipilh-prabowo-sandi-akan.htmlâ â€¦ pic.twitter.com/5gffczot0s","bila terpipilh, prabowo-sandi akan berikan seluruh gajinya untuk fakir miskin     â€¦"
466,positif,"hahahaha.... kalau mau sumbang itu bukan gaji om. tapi dana operasional presiden dan wapres, berani gak????  saya yakin kagak. kenapa? krn dana operasional itu besar.mknya knp @jokowi justru beli sabun 2m,bagi sepeda,bagi sembako.itulah dana operasional,yg dia beri utk rakyat","hahahaha.... kalau mau sumbang itu bukan gaji om. tapi dana operasional presiden dan wapres, berani gak????  saya yakin kagak. kenapa? krn dana operasional itu  knp @jokowi justru beli sabun 2m,bagi sepeda,bagi  dana operasional,yg dia beri utk rakyat"
471,negatif,kerjanya jokowi bbm naik listrik naik bpjs defisit hutang membengkak harga sawit anjlok harga karet anjolk petani garam menjerit semua susah... waktunya ganti presiden  https://www.facebook.com/100007503303773/posts/2276857425907679/â â€¦,kerjanya jokowi bbm naik listrik naik bpjs defisit hutang membengkak harga sawit anjlok harga karet anjolk petani garam menjerit semua susah... waktunya ganti presiden   â€¦
473,positif,"maka dari itu jangan sampai memilih mereka,entar kekayaan alam nusantara:emas,migas,tanah & uang kas negara habis masuk ke bank2 luar negeri,mereka sudah rencana tidak mau terima gaji presiden,terlalu sedikit buat @prabowo & @sandiuno mereka kelas kakap,ikan teri utk bawahan2 aja https://twitter.com/triwul82/status/1117117619440476161â â€¦","maka dari itu jangan sampai memilih mereka,entar kekayaan alam nusantara:emas,migas,tanah & uang kas negara habis masuk ke bank2 luar negeri,mereka sudah rencana tidak mau terima gaji presiden,terlalu sedikit buat @prabowo & @sandiuno mereka kelas kakap,ikan teri utk bawahan2 aja  â€¦"
476,netral,"coba lu ngmng gini waktu jaman lulung dan m.topik ðÿ˜‚ðÿ˜‚  btw, fungsi dprd itu mitra dlm bidang legislatif tp jg bs jd pengawas gubernur dlm menjalankan anggaran. gw sbg pembayar pajak lbh seneng anggota dprd yg garang kok...ðÿ˜‹","coba lu ngmng gini waktu jaman lulung dan  ðÿ˜‚ðÿ˜‚  btw, fungsi dprd itu mitra dlm bidang legislatif tp jg bs jd pengawas gubernur dlm menjalankan anggaran. gw sbg pembayar pajak lbh seneng anggota dprd yg garang kok...ðÿ˜‹"
477,positif,punya presiden yang sangat menghargai istrinya terima kasih istriku @kiyai_marufamin @jokowi @addiems pic.twitter.com/gufty2q8tp,punya presiden yang sangat menghargai istrinya terima kasih istriku @kiyai_marufamin @jokowi @addiems
478,positif,"semoga jokowers yg membaca ini mendapat hidayah allah swt  jika terpilih, prabowo-sandiaga janji tak ambil gaji  http://detik.id/64ss5râ ","semoga jokowers yg membaca ini mendapat hidayah allah swt  jika terpilih, prabowo-sandiaga janji tak ambil gaji"
484,netral,"kan ga hanya gaji aja yg d terima,mungkin ada insentif laen dari kegiatan pak @jokowi ,yang jelas udah d klarifikasi kpk.jadi anda ga yakin sama sistem pengujian lhkpn yg d lakukan oleh kpk?","kan ga hanya gaji aja yg d terima,mungkin ada insentif laen dari kegiatan pak @jokowi ,yang jelas udah d klarifikasi  anda ga yakin sama sistem pengujian lhkpn yg d lakukan oleh kpk?"
488,positif,tgb menilai jokowi bahwa pada debat kemarin jokowi kuasai soal bagaimama membangun ekonomi kreatif. 01jokowi amin jokowi menang total debat @alvinolulu @barna_byo @katerinakwari https://bisnis.tempo.co/read/1195571/tgb-nilai-jokowi-menguasai-soal-ekonomi-kreatifâ â€¦,tgb menilai jokowi bahwa pada debat kemarin jokowi kuasai soal bagaimama membangun ekonomi kreatif. 01jokowi amin jokowi menang total debat @alvinolulu @barna_byo @katerinakwari  â€¦
489,positif,"bukansalahbapak ditanya soal kritik prabowo, ahy minta hargai pemimpin pendahulu http://kom.ps/afzeo4â","bukansalahbapak ditanya soal kritik prabowo, ahy minta hargai pemimpin pendahulu"
490,negatif,debat: prabowo mau belajar ekonomi ke tiongkok! lupa kalau kampret benci china  http://bit.ly/2p6pdozâ ,debat: prabowo mau belajar ekonomi ke tiongkok! lupa kalau kampret benci china
491,netral,orang2 yg benar faham ekonomi yg akan membantu pak @prabowo  https://youtu.be/c1knifz9vpeâ ,orang2 yg benar faham ekonomi yg akan membantu pak @prabowo
495,positif,"senang,gembira lihat lautan manusia kemarin tepatnya tgl 13 april 2019,pintar cinta damai bukan provokator dan tdk muda percaya hoax mendukung pak @jokowi jgn golput.pancasila&toleransi,nkri harga mati konser putih ber satu pic.twitter.com/u18opok30w","senang,gembira lihat lautan manusia kemarin tepatnya tgl 13 april 2019,pintar cinta damai bukan provokator dan tdk muda percaya hoax mendukung pak @jokowi jgn  harga mati konser putih ber satu"
499,netral,"pak, liat ini pak.  @jokowi @prabowo @chilli_pari @sandiuno @kaesangp @luhutbinsar  https://youtu.be/qlb7vg4i-toâ    tolong digajih team yg bikin film dokumenter sekeren iniðÿ˜­  bikin nangis dan ngerasa bersalah banget sering lupa cabut casan dan matiin lampu :((","pak, liat ini pak.  @jokowi @prabowo @chilli_pari @sandiuno @kaesangp @luhutbinsar      tolong digajih team yg bikin film dokumenter sekeren iniðÿ˜­  bikin nangis dan ngerasa bersalah banget sering lupa cabut casan dan matiin lampu :(("
501,positif,"ini penutup debat kemaren, pak prabowo dan pak sandi akan memberi sepenuhnya gaji mereka sbg presiden n wakil presiden untuk membantu rakyat miskin. tp sebelum debat ini juga, pendukung padi sih udah pd tau. ya ga ya ga???  http://dlvr.it/r2lf3yâ ","ini penutup debat kemaren, pak prabowo dan pak sandi akan memberi sepenuhnya gaji mereka sbg presiden n wakil presiden untuk membantu rakyat miskin. tp sebelum debat ini juga, pendukung padi sih udah pd tau. ya ga ya ga???"
511,netral,*sementara itu*   prabowo tadi malam memuji & menyarankan agar indo meniru tiongkok dalam perekonomian & pemberantasan kemiskinan.  https://twitter.com/tempodotco/status/1117317831421353984â â€¦,*sementara itu*   prabowo tadi malam memuji & menyarankan agar indo meniru tiongkok dalam perekonomian & pemberantasan kemiskinan.   â€¦
514,negatif,"18m, 1m, 8m, hhhhhh oke deh gini, prestasi bapak sandi dalam membangkitkan ekonomi secara signifikan apa? solusi bapak prabowo mengentaskan pendidikan orang orang bodoh seperti apa? kalau memang pemerintahan sekarang buruk,sistem apa yang harus diubah? satu aja dan solusi.  https://twitter.com/edwan1479/status/1117396332900052992â â€¦","18m, 1m, 8m, hhhhhh oke deh gini, prestasi bapak sandi dalam membangkitkan ekonomi secara signifikan apa? solusi bapak prabowo mengentaskan pendidikan orang orang bodoh seperti apa? kalau memang pemerintahan sekarang buruk,sistem apa yang harus diubah? satu aja dan solusi.   â€¦"
