,sentimen,before,after
181,negatif,Pemahaman tata negara. Pemahaman akan peraturan. Pemahaman akan kebijakan ekonomi. Pemahaman kalau kursi mentri hrs diisi org2 yg kompeten (walau tidak tepat 100%..)  Ketimbang prabowo.. belum apa2 sudah bagi2 jatah kursi menteri untuk parpol2 pendukungnya.,pemahaman tata negara. pemahaman akan peraturan. pemahaman akan kebijakan ekonomi. pemahaman kalau kursi mentri hrs diisi org2 yg kompeten (walau tidak tepat 100%..)  ketimbang prabowo.. belum apa2 sudah bagi2 jatah kursi menteri untuk parpol2 pendukungnya.
182,negatif,"Yg diserang ekonomi makro woooyyy!!! Lu liat,pengangkut sembako,dulu belum ada tol,dia dijalan mikir jam!! Sekarang,tinggal bayar,waktu terganti. Gw pelakunya!!","yg diserang ekonomi makro woooyyy!!! lu liat,pengangkut sembako,dulu belum ada tol,dia dijalan mikir jam!! sekarang,tinggal bayar,waktu terganti. gw pelakunya!!"
183,netral,"Gileee... Ratusan juta mata menonton menyaksikan sebuah pengakuan yg cukup berani dan jujur,  bhw kebijakan ekonomi itu bkn salah pak jokowi, tp slh orang satu koalosinya, makanya prabowo dan sandi berpelukan erat,, pertanda mrk tdk akan bersama lg utk bericara didpn umum.","gileee... ratusan juta mata menonton menyaksikan sebuah pengakuan yg cukup berani dan jujur,  bhw kebijakan ekonomi itu bkn salah pak jokowi, tp slh orang satu koalosinya, makanya prabowo dan sandi berpelukan erat,, pertanda mrk tdk akan bersama lg utk bericara didpn umum."
184,negatif,Udah gagal minta 2 priode. Saat debat bukan fokus ekonomi malah bahas games mobile legend dll. GAK BERFAEDAH.  yai pun menanyakan harta kekayaan prabowo apa urusan dngan negara dan gak fokus soal kebangsaan.  HARUS LENGSER,udah gagal minta 2 priode. saat debat bukan fokus ekonomi malah bahas games mobile legend dll. gak berfaedah.  yai pun menanyakan harta kekayaan prabowo apa urusan dngan negara dan gak fokus soal kebangsaan.  harus lengser
185,netral,"Gelar pertemuan bilateral, Presiden Jokowi dan Raja Salman sepakat ke depan, kerja sama ekonomi akan terus ditingkatkan terutama di bidang energi dan pariwisata.  pic.twitter.com/Ro2jLYPeeL","gelar pertemuan bilateral, presiden jokowi dan raja salman sepakat ke depan, kerja sama ekonomi akan terus ditingkatkan terutama di bidang energi dan pariwisata.  pic.twitter.com/ro2jlypeel"
186,negatif,"Semua sudah ada NJOP nya,jadi kalau ngeyel harga nya ditinggiin,ya itu salah yg minta lah!!!","semua sudah ada njop nya,jadi kalau ngeyel harga nya ditinggiin,ya itu salah yg minta lah!!!"
187,negatif,Kan katanya pak sandi lulusan amerika ipk nya 4 katanya jd khatam banget makro dan mikro ini.. Tapi kok kalah sama sarjana kehutanan.. Apakah p jokowi jurusan ekonomi kehutanan?,kan katanya pak sandi lulusan amerika ipk nya 4 katanya jd khatam banget makro dan mikro ini.. tapi kok kalah sama sarjana kehutanan.. apakah p jokowi jurusan ekonomi kehutanan?
188,netral,"Pak Prabowo ternyata memiliki jiwa sportif, bhw Kesalahan Kebijakan Ekonomi Indonesia terjadi puluhan tahun sblm Pak Jokowi berkuasa,cuma sayang Partai Koalisinya tdk suka bhk ada yg emosi dg kejujuran Pak Prabowo mengungkap fakta. Aneh...!","pak prabowo ternyata memiliki jiwa sportif, bhw kesalahan kebijakan ekonomi indonesia terjadi puluhan tahun sblm pak jokowi berkuasa,cuma sayang partai koalisinya tdk suka bhk ada yg emosi dg kejujuran pak prabowo mengungkap fakta. aneh...!"
189,negatif,"Salah arahnya Pembangunan Ekonomi Indonesia saat ini juga tak terlepas dari andil presiden sebelum Jokowi. ""Saya tidak menyalahkan Bapak. Ini kesalahan besar, kesalahan besar presiden-presiden sebelum Bapak. Kita... https://media0.giphy.com/media/1esS6V0Us2JQCLIH4t/giphy.gifÂ â€¦","salah arahnya pembangunan ekonomi indonesia saat ini juga tak terlepas dari andil presiden sebelum jokowi. ""saya tidak menyalahkan bapak. ini kesalahan besar, kesalahan besar presiden-presiden sebelum bapak. kita... https://media0.giphy.com/media/1ess6v0us2jqclih4t/giphy.gifâ â€¦"
190,negatif,"Lalu harga tiket pesawat kapan diturunkan pak?,saya sangat brharap besar dlm aspek ini,trlbh dngan mahal ny harga tiket pswt terbang yg amat tinggi/mahal tarif biaya expdisi antar kota pun ikut melonjak naik","lalu harga tiket pesawat kapan diturunkan pak?,saya sangat brharap besar dlm aspek ini,trlbh dngan mahal ny harga tiket pswt terbang yg amat tinggi/mahal tarif biaya expdisi antar kota pun ikut melonjak naik"
191,negatif,"Paling parah malaysia mba, bayangkan 2jt org hrs beetumpu di 3 tps,  apakah kita sebagai warga negara tdk blh kritik dan tdk blh marah kl liat para pelaksana swperti itu,  sedangkan mereka di gaji olh uang negara.","paling parah malaysia mba, bayangkan 2jt org hrs beetumpu di 3 tps,  apakah kita sebagai warga negara tdk blh kritik dan tdk blh marah kl liat para pelaksana swperti itu,  sedangkan mereka di gaji olh uang negara."
192,netral,"Ya drpd mikirin yg kyk gtu mending mikirin hal yg mendasar dulu dong,ekonomi dll,lha klo ketagihan game online bikin malas sgl nya,di suruh wirid ke masjid malah nongkrong di warnet,bergayalah sesuai isi kantong","ya drpd mikirin yg kyk gtu mending mikirin hal yg mendasar dulu dong,ekonomi dll,lha klo ketagihan game online bikin malas sgl nya,di suruh wirid ke masjid malah nongkrong di warnet,bergayalah sesuai isi kantong"
193,negatif,"Kata die zaman jokowi ekonomi anjlok, tapi punya gadget sebanyak itu. Belum lagi bayar wifi. Terus dia bilang anjlok n serba mahal itu apa?","kata die zaman jokowi ekonomi anjlok, tapi punya gadget sebanyak itu. belum lagi bayar wifi. terus dia bilang anjlok n serba mahal itu apa?"
194,netral,"Janji Tak Ambil Gaji jika Terpilih, Prabowo-Sandi Ikuti Jejak Para Presiden Terkenal Ini UASdifitnah Keji Dan Brutal Berani Pilih02 Tusuk Prabowo Sandi Hoax Jkw Menang Total Debat http://bit.ly/2v9QUqhÂ","janji tak ambil gaji jika terpilih, prabowo-sandi ikuti jejak para presiden terkenal ini uasdifitnah keji dan brutal berani pilih02 tusuk prabowo sandi hoax jkw menang total debat http://bit.ly/2v9quqhâ"
195,netral,Y memang lebih kecil. Tp pngetahuan tata kelola ekonomi negara jauh kelasnya,y memang lebih kecil. tp pngetahuan tata kelola ekonomi negara jauh kelasnya
197,negatif,Akui kekurangan ya. Akui prabowo dulu kristen. Sekarang mualaf. Ibunya kristen. Hashim kristen. Gak bisa sholat. Wudhu gerakan salah. Gak bisa ngaji. Dipecat dari TNI. 1% dari elit bajingan.,akui kekurangan ya. akui prabowo dulu kristen. sekarang mualaf. ibunya kristen. hashim kristen. gak bisa sholat. wudhu gerakan salah. gak bisa ngaji. dipecat dari tni. 1% dari elit bajingan.
198,netral,"Prabowo dan Sandi berniat ga ambil gaji kalo menjabat. Ini memang gayanya Donald Trump, dia memang gakmau digaji. Ya udah tajir mau gmn lagi","prabowo dan sandi berniat ga ambil gaji kalo menjabat. ini memang gayanya donald trump, dia memang gakmau digaji. ya udah tajir mau gmn lagi"
199,netral,"Di bawah perintah pak @jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter. Pilih Orang Baik http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦ Pilih Jelas Islamnya Pilih Baju Putih","di bawah perintah pak @jokowi bangunkan spbu pertama setelag 71 tahun di kabupaten puncak jaya papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter. pilih orang baik http://beritahati.com/berita/38106/warga-puncak-papua-era-jokowi-harga-bbm-di-papua-sama-dengan-pulau-jawaâ â€¦ pilih jelas islamnya pilih baju putih"
200,netral,cc @erickthohir kekurangan danakah?  Atau tidak mau tau?  Atau apa? Plisss..Jangan dibiarkan pendukung Jokowi-Amin seolah tidak ada yang peduli. Hargai suara mereka.  https://twitter.com/B_54TR14_/status/1117466538414493696Â â€¦,cc @erickthohir kekurangan danakah?  atau tidak mau tau?  atau apa? plisss..jangan dibiarkan pendukung jokowi-amin seolah tidak ada yang peduli. hargai suara mereka.  https://twitter.com/b_54tr14_/status/1117466538414493696â â€¦
201,netral,"Om Prabs kalo mau membangkitkan ekonomi, lepas dari hutang dunia, lepas dari cengkraman elite global, kuncinya satu, jangan pakai uang kertas, balik pakai emas, dan perak sebagai alat tukar. Sudah itu saja. Resiko melawan dunia kita hadapi bersama sebagai satu bangsa.","om prabs kalo mau membangkitkan ekonomi, lepas dari hutang dunia, lepas dari cengkraman elite global, kuncinya satu, jangan pakai uang kertas, balik pakai emas, dan perak sebagai alat tukar. sudah itu saja. resiko melawan dunia kita hadapi bersama sebagai satu bangsa."
202,negatif,Gaji karyawan yang terkatung-katung apa kabar?,gaji karyawan yang terkatung-katung apa kabar?
204,netral,Presiden Jokowi dan Raja Salman akan Tingkatkan Kerja Sama Ekonomi  https://panrita.news/2019/04/15/presiden-jokowi-dan-raja-salman-akan-tingkatkan-kerjasama-ekonomi/Â â€¦,presiden jokowi dan raja salman akan tingkatkan kerja sama ekonomi  https://panrita.news/2019/04/15/presiden-jokowi-dan-raja-salman-akan-tingkatkan-kerjasama-ekonomi/â â€¦
205,negatif,Sampah...  @KPU_ID yg Gajih km siapa?   @jokowi loe mau mnang dngn cara begini?   ðŸ˜“ðŸ˜“ðŸ˜“,sampah...  @kpu_id yg gajih km siapa?   @jokowi loe mau mnang dngn cara begini?   ðÿ˜“ðÿ˜“ðÿ˜“
206,negatif,"Saiki PNS podo turu, lemes... Soale kerjoe benerÂ² diawasi... Mangkane nangis dukung prabowo ben iso turu gaji gede... Fakkk pahlawan minta jasa  https://twitter.com/toha_demokrat/status/1000534469478989824Â â€¦","saiki pns podo turu, lemes... soale kerjoe benerâ² diawasi... mangkane nangis dukung prabowo ben iso turu gaji gede... fakkk pahlawan minta jasa  https://twitter.com/toha_demokrat/status/1000534469478989824â â€¦"
207,positif,Turut mengembangkan ekonomi syariah sesuai dengan yang diamanatkanÂ Ma'ruf Amin. Aliansi Kiai Kampung Madura (Akma) siap menangkan Jokowi. Pilih Orang Baik Pilih Jelas Islamnya Pilih Baju Putih https://news.detik.com/berita/d-4390375/dapat-dukungan-kiai-madura-maruf-harap-elektabilitas-naik?_ga=2.165283322.474562531.1548204037-255565881.1548204037Â â€¦,turut mengembangkan ekonomi syariah sesuai dengan yang diamanatkanâ ma'ruf amin. aliansi kiai kampung madura (akma) siap menangkan jokowi. pilih orang baik pilih jelas islamnya pilih baju putih https://news.detik.com/berita/d-4390375/dapat-dukungan-kiai-madura-maruf-harap-elektabilitas-naik?_ga=2.165283322.474562531.1548204037-255565881.1548204037â â€¦
208,netral,"Lha itu artinya ekonomi anda baik"" saja ,,malah bisa pakai 12kg","lha itu artinya ekonomi anda baik"" saja ,,malah bisa pakai 12kg"
209,negatif,"Rakyat ingin pekerjaan, pekerjanya diimpor dari China. Rakyat panen padi, berasnya impor. Rakyat ingin sembako murah, suruh tanam sendiri. Petani karet minta kenaikan harga, suruh tanam jengkol...  Jokowi mmg tau kemauan rakyat...   Ya Rabb, semoga otakku masih sehat.","rakyat ingin pekerjaan, pekerjanya diimpor dari china. rakyat panen padi, berasnya impor. rakyat ingin sembako murah, suruh tanam sendiri. petani karet minta kenaikan harga, suruh tanam jengkol...  jokowi mmg tau kemauan rakyat...   ya rabb, semoga otakku masih sehat."
210,netral,Janji Tak Ambil Gaji Prabowo-Sandi Persis Donald Trump  https://cnnindonesia.com/ekonomi/20190413232329-532-386131/janji-tak-ambil-gaji-prabowo-sandi-persis-donald-trump?utm_source=facebook&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmedÂ â€¦,janji tak ambil gaji prabowo-sandi persis donald trump  https://cnnindonesia.com/ekonomi/20190413232329-532-386131/janji-tak-ambil-gaji-prabowo-sandi-persis-donald-trump?utm_source=facebook&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmedâ â€¦
211,positif,"Di kepemimpinan Presiden Jokowi, Indonesia maju saat perekonomian dunia tidak menentu.","di kepemimpinan presiden jokowi, indonesia maju saat perekonomian dunia tidak menentu."
212,netral,berita itu  http://betul.tpÂ  berita lama. didesaku ada beberapa pemilik sawah yg ngga cocok harga. sawah2 itupun jg dilewatin bangun jlnnya. termsk sawah kakakku. stlh ada titik temu ya disambung jln tolnya. sdhlah. demi Allah aku bicara jujur.ngga ada hubnya dng capres.,berita itu  http://betul.tpâ  berita lama. didesaku ada beberapa pemilik sawah yg ngga cocok harga. sawah2 itupun jg dilewatin bangun jlnnya. termsk sawah kakakku. stlh ada titik temu ya disambung jln tolnya. sdhlah. demi allah aku bicara jujur.ngga ada hubnya dng capres.
213,netral,"Maaf mas saya gk pake yg subsidi,saya pake yg12kgðŸ˜‚soal harga udah tertera di nomor reg.nya dan wajib di tempel kan di dinding toko biar masyarakat tau,mangkanya saya tanya ke abg saya knp harganya brubah,katanya di ubah pk jokowi,subsidinya di alihkan","maaf mas saya gk pake yg subsidi,saya pake yg12kgðÿ˜‚soal harga udah tertera di nomor reg.nya dan wajib di tempel kan di dinding toko biar masyarakat tau,mangkanya saya tanya ke abg saya knp harganya brubah,katanya di ubah pk jokowi,subsidinya di alihkan"
214,netral,"Video dengan sudut pandang berbeda, mau @jokowi atau @prabowo sama saja.   https://youtu.be/qlB7vg4I-ToÂ   Video yg membahas secara real masalah energi, sosial, lingkungan, ekonomi, politik, dan budaya dari batubara.","video dengan sudut pandang berbeda, mau @jokowi atau @prabowo sama saja.   https://youtu.be/qlb7vg4i-toâ   video yg membahas secara real masalah energi, sosial, lingkungan, ekonomi, politik, dan budaya dari batubara."
215,negatif,"Aduh bego nya kampret yankayak gini, presidem sebelum Jokowi ya termasuk SBY, aduh kampret otak nya maundi reparasi tetep goublok..ðŸ¤£ðŸ¤£ðŸ¤£..BBM itu sekarang ngikutin harga pasar jd kalo naek ya naek kalo turun ya turun, BBM subsidi nga naek, kampret ilmu cetek aja belagu..ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£","aduh bego nya kampret yankayak gini, presidem sebelum jokowi ya termasuk sby, aduh kampret otak nya maundi reparasi tetep goublok..ðÿ¤£ðÿ¤£ðÿ¤£..bbm itu sekarang ngikutin harga pasar jd kalo naek ya naek kalo turun ya turun, bbm subsidi nga naek, kampret ilmu cetek aja belagu..ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£"
216,positif,Saya selalu berdoa dalam hati.agar pak @prabowo mjd PRESIDEN RI.saat ini ekonomi buruk pak.sampai2 ponsel sy tutup krn ekonomi masyarakat carut marut..dn ketika menjadi PRESIDEN nanti tolong perbaiki ekonomi masyarakat pak..wslm 02 dihati.,saya selalu berdoa dalam hati.agar pak @prabowo mjd presiden ri.saat ini ekonomi buruk pak.sampai2 ponsel sy tutup krn ekonomi masyarakat carut marut..dn ketika menjadi presiden nanti tolong perbaiki ekonomi masyarakat pak..wslm 02 dihati.
217,netral,Presiden Jokowi - Raja Salman Sepakat Tingkatkan Kerja Sama Ekonomi  https://jatim.sindonews.com/read/9583/1/presiden-jokowi-raja-salman-sepakat-tingkatkan-kerja-sama-ekonomi-1555254249?utm_source=dlvr.it&utm_medium=referralÂ â€¦,presiden jokowi - raja salman sepakat tingkatkan kerja sama ekonomi  https://jatim.sindonews.com/read/9583/1/presiden-jokowi-raja-salman-sepakat-tingkatkan-kerja-sama-ekonomi-1555254249?utm_source=dlvr.it&utm_medium=referralâ â€¦
218,negatif,"Media asing yg mana?! Ayo tunjukkan, yg mana?! Jgn cuma berangan-angan lantas menabur Fitnah?!  Aku udah jijik dgn kebohongan dan kesombongan kau @Fahrihamzah !!!  Dibanding @jokowi kau tidak ada apa-apanya!!  Sama-sama makan Gaji dari pembayar pajak, tapi Kau Banyak Tidurnya!!","media asing yg mana?! ayo tunjukkan, yg mana?! jgn cuma berangan-angan lantas menabur fitnah?!  aku udah jijik dgn kebohongan dan kesombongan kau @fahrihamzah !!!  dibanding @jokowi kau tidak ada apa-apanya!!  sama-sama makan gaji dari pembayar pajak, tapi kau banyak tidurnya!!"
219,netral,"Jgn "" anda dpt harga 16rb karena itu toko abang andaðŸ˜‚ðŸ˜‚ðŸ˜‚","jgn "" anda dpt harga 16rb karena itu toko abang andaðÿ˜‚ðÿ˜‚ðÿ˜‚"
220,negatif,Kualitas obama sama wowo ya kayak langit sama.comberan lah...obama ngga pernah bermasalah dalam karier lah kalo wowo di pecat trus gaji karyawan ngga dibayar..wowo sama lurah ada belum tentu lebih pinter..Jokowi udah jd pejabat berpengalaman makanya bisa jd Presiden...bangun pret,kualitas obama sama wowo ya kayak langit sama.comberan lah...obama ngga pernah bermasalah dalam karier lah kalo wowo di pecat trus gaji karyawan ngga dibayar..wowo sama lurah ada belum tentu lebih pinter..jokowi udah jd pejabat berpengalaman makanya bisa jd presiden...bangun pret
221,netral,"Harga 18rb ,,untuk konsumen atau pemakai pribadi....  Kalau untuk pedagang ,jatuhnya 16rb/tabung","harga 18rb ,,untuk konsumen atau pemakai pribadi....  kalau untuk pedagang ,jatuhnya 16rb/tabung"
222,netral,UASdifitnah Keji Dan Brutal tapi @prabowo @sandiuno siap sodaqohkan gaji nyaðŸ˜­ https://twitter.com/BangSjahrir/status/1117430313909493760Â â€¦,uasdifitnah keji dan brutal tapi @prabowo @sandiuno siap sodaqohkan gaji nyaðÿ˜­ https://twitter.com/bangsjahrir/status/1117430313909493760â â€¦
223,netral,"Jokowi Jelas Islamnya Pilih Orang Baik Coblos Yang Baju Putih Banten Jokowi Amin Banten01 Pengalaman @KHMarufAmin_ dalam ekonomi sudah malang merintang. Yakni dengan mendirikan koperasi, Baitul Mal wa Tamwil (BMT) sejenis koperasi syariah. @jokowi pic.twitter.com/0hQUSxmAdI","jokowi jelas islamnya pilih orang baik coblos yang baju putih banten jokowi amin banten01 pengalaman @khmarufamin_ dalam ekonomi sudah malang merintang. yakni dengan mendirikan koperasi, baitul mal wa tamwil (bmt) sejenis koperasi syariah. @jokowi pic.twitter.com/0hqusxmadi"
224,netral,"Charles Honoris, Jokowi Bangun Indonesia lewat Ekonomi Kreatif:  http://bit.ly/1skexYbÂ ","charles honoris, jokowi bangun indonesia lewat ekonomi kreatif:  http://bit.ly/1skexybâ "
225,netral,"Presiden @jokowi dan Raja Salman menggelar pertemuan bilateral di Istana Pribadi Raja (Al-Qasr Al-Khas), Minggu (14/4) sore. Dalam pertemuan yang berlangsung selepas jamuan santap siang itu, keduanya sepakat akan meningkatkan kerja sama di bidang ekonomi. (Foto dan berita: BPMI)  pic.twitter.com/68JRXIbsbz","presiden @jokowi dan raja salman menggelar pertemuan bilateral di istana pribadi raja (al-qasr al-khas), minggu (14/4) sore. dalam pertemuan yang berlangsung selepas jamuan santap siang itu, keduanya sepakat akan meningkatkan kerja sama di bidang ekonomi. (foto dan berita: bpmi)  pic.twitter.com/68jrxibsbz"
227,netral,Prabowo-Sandi Kembali Tegaskan Tidak Akan Ambil Gaji Bila Terpilih  https://politik.rmol.co/read/2019/04/13/385982/Prabowo-Sandi-Kembali-Tegaskan-Tidak-Akan-Ambil-Gaji-Bila-Terpilih-Â â€¦,prabowo-sandi kembali tegaskan tidak akan ambil gaji bila terpilih  https://politik.rmol.co/read/2019/04/13/385982/prabowo-sandi-kembali-tegaskan-tidak-akan-ambil-gaji-bila-terpilih-â â€¦
228,netral,"Jika Terpilih, Prabowo-Sandiaga Janji Tak Ambil Gaji  https://m.detik.com/news/berita/d-4509616/jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gajiÂ â€¦","jika terpilih, prabowo-sandiaga janji tak ambil gaji  https://m.detik.com/news/berita/d-4509616/jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gajiâ â€¦"
229,positif,"Kalo mau Listrik Turun, Kalo mau harga terjangkau, Kalo mau pelayanan BPJS baik, Kalo mau Honorer lebih baik Dll maka 17April2019 Tusuk Prabowo Sandi (TPS). Closing Statement Debat5Pilpres2019","kalo mau listrik turun, kalo mau harga terjangkau, kalo mau pelayanan bpjs baik, kalo mau honorer lebih baik dll maka 17april2019 tusuk prabowo sandi (tps). closing statement debat5pilpres2019"
230,netral,Penutup debat pamungkas ala prabowo-sandi. Jika diberi mandat nanti seperserpun gaji tidak akan mereka ambil ðŸ˜­  https://www.facebook.com/roy11.97/videos/993285917541989/Â â€¦,penutup debat pamungkas ala prabowo-sandi. jika diberi mandat nanti seperserpun gaji tidak akan mereka ambil ðÿ˜­  https://www.facebook.com/roy11.97/videos/993285917541989/â â€¦
231,negatif,Utang prabowo bwjibun  ..bukan utng ln lho utang pribadinya puluhan triltun jd gaji ngk diambil....busyeettt  jngn2 utang bebas ngk dibayar jemarin2 sdh minta dipailitkan biar ngk bayar  tp pemerintah ngk mau  mk bwrambiai mengumbar janji  https://twitter.com/detikcom/status/1117096276737306625Â â€¦,utang prabowo bwjibun  ..bukan utng ln lho utang pribadinya puluhan triltun jd gaji ngk diambil....busyeettt  jngn2 utang bebas ngk dibayar jemarin2 sdh minta dipailitkan biar ngk bayar  tp pemerintah ngk mau  mk bwrambiai mengumbar janji  https://twitter.com/detikcom/status/1117096276737306625â â€¦
232,negatif,"Jangan berharap banyak terhadap prabowo untuk saling memahami ataupun menghargai sesama koalisi, bahkan surat kesepakatan untuk menjadikan AHY sebagai cawapres diingkari, apalagi terhadap rakyat, tidak ada kawan dalam politik, yang ada kepentingan sesaat, selamatkan NKRI","jangan berharap banyak terhadap prabowo untuk saling memahami ataupun menghargai sesama koalisi, bahkan surat kesepakatan untuk menjadikan ahy sebagai cawapres diingkari, apalagi terhadap rakyat, tidak ada kawan dalam politik, yang ada kepentingan sesaat, selamatkan nkri"
233,negatif,Pakai uang pajak atw uang pribadi pak.? Kok anak bini diajak segala.?,pakai uang pajak atw uang pribadi pak.? kok anak bini diajak segala.?
234,netral,"Mas di samping toko saya pangkalan gas punya agen untuk satu kmpung dan kuota di batasin,harga udah tertera di nomor registrasi pangkalanya @18rb /tbg jadi agen itu gk bÃ¬sa mainkn harga lagi apalagi jÃ¼al ke penjual lg krn kuota trbatasðŸ˜‚,","mas di samping toko saya pangkalan gas punya agen untuk satu kmpung dan kuota di batasin,harga udah tertera di nomor registrasi pangkalanya @18rb /tbg jadi agen itu gk bã¬sa mainkn harga lagi apalagi jã¼al ke penjual lg krn kuota trbatasðÿ˜‚,"
235,positif,"Yang janjinya mau ngehapusin pajak,  malah bikin hutang negara nambah lho mbak,  adanya pajak itu buat negara lho :)","yang janjinya mau ngehapusin pajak,  malah bikin hutang negara nambah lho mbak,  adanya pajak itu buat negara lho :)"
236,netral,Jokowi dan Raja Salman Sepakati Kerja Sama di Bidang Ekonomi  https://www.gardaindonews.com/jokowi-dan-raja-salman-sepakati-kerja-sama-di-bidang-ekonomi/Â â€¦,jokowi dan raja salman sepakati kerja sama di bidang ekonomi  https://www.gardaindonews.com/jokowi-dan-raja-salman-sepakati-kerja-sama-di-bidang-ekonomi/â â€¦
237,positif,"ijin menyampaikan bang, aspirasi teman saya, di desanya penghasilan utama berasal dari lada / merica, semenjak rezim ini berkuasa, harga lada jadi murah, mereka berharap ketika Prabowo sandi berkuasa, bisa mengstabilkan harga.","ijin menyampaikan bang, aspirasi teman saya, di desanya penghasilan utama berasal dari lada / merica, semenjak rezim ini berkuasa, harga lada jadi murah, mereka berharap ketika prabowo sandi berkuasa, bisa mengstabilkan harga."
238,negatif,"Masalahnya Pak @Jokowi janji bahwa ekonomi meroket, eh malah nyungsep. Itu MASALAH-nya. Link dibawah untuk ingatkan Pak @Jokowi atas janji Bpk. Apa Pak @Jokowi mau akui gagal penuhi janji?  Cc: @politik_twit @Fahrihamzah @fadlizon https://money.kompas.com/read/2015/08/05/192311826/Jokowi.Mulai.September.Pertumbuhan.Ekonomi.Indonesia.Akan.MeroketÂ â€¦","masalahnya pak @jokowi janji bahwa ekonomi meroket, eh malah nyungsep. itu masalah-nya. link dibawah untuk ingatkan pak @jokowi atas janji bpk. apa pak @jokowi mau akui gagal penuhi janji?  cc: @politik_twit @fahrihamzah @fadlizon https://money.kompas.com/read/2015/08/05/192311826/jokowi.mulai.september.pertumbuhan.ekonomi.indonesia.akan.meroketâ â€¦"
239,negatif,Ini maksudnya apa ya pak??? Emangnya ngitung pertumbuhan ekonomi gmn menurut Anda pak @jokowi ?,ini maksudnya apa ya pak??? emangnya ngitung pertumbuhan ekonomi gmn menurut anda pak @jokowi ?
240,netral,"Pilih Orang Baik Pilih Jelas Islamnya Pilih Baju Putih Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat. HYPERLINK "" https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦"" https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]","pilih orang baik pilih jelas islamnya pilih baju putih berbagai pencapaian telah berhasil tercapai. khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -jk, sangat jauh meningkat. hyperlink "" https://www.youtube.com/watch?v=p8qvuqcf9ioâ â€¦"" https://www.youtube.com/watch?v=p8qvuqcf9ioâ â€¦]"
241,netral,"Pilih Orang Baik Pilih Jelas Islamnya Pilih Baju Putih Kekompakan bermula dari persatuan, rasa saling menghargai, menghormati dan melengkapi. Dengan begitu pasti bangsa ini dapat berpikir maju kedepan. @jokowi @KHMarufAmin_","pilih orang baik pilih jelas islamnya pilih baju putih kekompakan bermula dari persatuan, rasa saling menghargai, menghormati dan melengkapi. dengan begitu pasti bangsa ini dapat berpikir maju kedepan. @jokowi @khmarufamin_"
242,negatif,@detikcom @jokowi Lahh dr games bisa beli mobil mewah. Beli rumah. Punya pendapatan. Dapet penghargaan. Kasih makan orng di rumah. Lw bilang gak berbobot? Lw balik aja k hidup jaman soeharto. Orbaaaa. Hiduppp cendana! 2019DKIJOIN,@detikcom @jokowi lahh dr games bisa beli mobil mewah. beli rumah. punya pendapatan. dapet penghargaan. kasih makan orng di rumah. lw bilang gak berbobot? lw balik aja k hidup jaman soeharto. orbaaaa. hiduppp cendana! 2019dkijoin
243,netral,"Tnya sj pd diri anda jg apa msh sehat jg g anda? Semua harga ga cuma gas lpg aja yg sudah ada H.E.T Kalau anda mau harga 15-16rb.beli di pangkalan atau agen atau di SPBU yg menyediakan LPG Bnyk yg antri mlh. Desa baik"" aja mas,makane kl anda pgn duitnya bnyk,kerja keras masðŸ˜‚","tnya sj pd diri anda jg apa msh sehat jg g anda? semua harga ga cuma gas lpg aja yg sudah ada h.e.t kalau anda mau harga 15-16rb.beli di pangkalan atau agen atau di spbu yg menyediakan lpg bnyk yg antri mlh. desa baik"" aja mas,makane kl anda pgn duitnya bnyk,kerja keras masðÿ˜‚"
244,netral,"Tax Ratio 10, xx % dan ada tax amnesty saja para pengusaha dan pelaku ekonomi sdh berat dan teriak apalagi 16, xx %. Apa yg sudah dijalankan pemerintah jokowi dibidang pajak sudah efektif sekali terbukti dengan tembus target penerimaan pajak 100% pada thn 2018 Debat Pilpres2019","tax ratio 10, xx % dan ada tax amnesty saja para pengusaha dan pelaku ekonomi sdh berat dan teriak apalagi 16, xx %. apa yg sudah dijalankan pemerintah jokowi dibidang pajak sudah efektif sekali terbukti dengan tembus target penerimaan pajak 100% pada thn 2018 debat pilpres2019"
245,negatif,"Ngapain holdang holding pake Istilah ""world class"" segala tapi duitnya parkir Di luar negeri. Tak Ada pengaruh ekonomi ke ekonomi nasional .","ngapain holdang holding pake istilah ""world class"" segala tapi duitnya parkir di luar negeri. tak ada pengaruh ekonomi ke ekonomi nasional ."
